input sentence,translation
she didn't realize that her voice actually sent a message that was misunderstood.,IDEA REALIZE REALLY AREA ASIA ACT HER DIFFERENT READY AGAIN GROUP/TOGETHER OTHER ALSO TEACH+AGENT ASIA
the teacher cleans the classroom everyday because he wants it clean for his students.,CLASS_2+BOX/ROOM MOTHER TEACHER BECAUSE BECAUSE EVERYDAY GROUP/TOGETHER NICE/CLEAN TEACHER TEACHER OTHER CLASS_2+BOX/ROOM CLEAN FOR-FOR
the friends have not played frisbee.,ATTENTION-WAVE PLAN HAVE PLAID NOTHING-AT-ALL CANNOT
"...really, football players now make millions of dollars.  ",SICK-OF NOW+AFTERNOON_2 NOT-KNOW SMALL ROOF FOOD SICK-OF MILK OF-COURSE DOLLAR_2 BASKETBALL OFFICE
the screening shows that the baby is deaf.,FISHING FISHING NONE/NOTHING FISHING FISHING CHAT HEARING SHOW
but anyway i was sitting...,INTERCOURSE+fs-UP ANYWAY/NOT-MATTER MOVE-AWAY INCLUDE/INVOLVE ANY+ONE MOVE-AWAY WAS
you're going to the mall today? can i join? my car has a flat.,INTRODUCE AAA CAN CAR INFORM ABOUT ASIA TO/UNTIL TO/UNTIL FOOTBALL CAR A-OK ANGELA THING CAN IDENTIFY AREA A-LOT
wolf chased after the pigs.  two pigs went into the brick house.,CHASE TEACH+AGENT INTERNET TEACH+AGENT INTERCOURSE+fs-UP INNOCENT INTERCOURSE+fs-UP WATER OVER/AFTER INTERNET STUDENT DIFFERENT TEACH+AGENT
barack obama swam at the beach.,COAT THEN OBAMA EAT BEAUTIFUL BLACK
jim threatened to sue the man who punched him.,TOOTH/GLASS HAVE-TO THRILL/WHATS-UP WHO TOTAL_2 MANAGE/CONTROL TOGETHER/GO-STEADY_2 TODAY TOMORROW
mary owns many different cars.,INTERPRET+AGENT MANAGE/CONTROL+AGENT LIBRARY AGENT MARY
john's voice was a good match to the character he played. his character in the movie was that of a swashbuckler.,IDEA ASIA TO/UNTIL ASIA AUSTRALIA MATCH MATCH PLAY ALSO ASIA AREA PLAY AUSTRALIA WAS CHAPTER RAIN ABOUT ABOUT HEAR HEARING HEAR AUSTRALIA ASIA ARRIVE
is bill planning on moving to new york?,LIGHTNING LIGHTNING VACATION INSURANCE/INFECTION VACATION HEARING BILL PLACE
"in the field of audiovocal orientation, they have their own way of viewing the role of voice range...",FIELD DIRECT/EXPLAIN ROLE RANGE JOIN EXPLAIN JOIN INFORM AUDIOVOCAL BRING OWN VOICE-RANGE_2 INCLUDE/INVOLVE FIELD INTERPRET BRING JOIN FIELD HAVE WEDDING VOICE
i didn`t enjoy talking to donna and jessica.,HUSBAND NONE/NOTHING INTRODUCE INTRODUCE AND AND AND DONNA BRING NONE/NOTHING
"my hand became numb, and he stitched it.",STAND HEAVY HEADACHE AND HUSBAND HANDSOME/HAWAII_2 AND STILL HEAR+NOISE
"after working out and playing he went into the locker room to change clothes and next to the room there was a hallway. he heard two deaf people grunting. as if they were having a conversation, and grunting back and forth.",THEN PLAY AND WERE HAVE OUT PLAY ROOM AND BACK AND AND CHANGE BACK WAS ASIA NEXT ANGELA TOMORROW WAS PLAY WAS AUSTRALIA CHALLENGE AFTER PEOPLE WAS ROOM WERE AUSTRALIA ROOM AND ANGELA HERE TWO AREA AUSTRALIA ASIA DIFFERENT HEADACHE WAS WORK AFTER INTERNET
"if i don't have any money, i go to my aunt's house and eat there.",HAVE IDEA NEXT-TO HAVE IDEA ICL AND ICL GONE TO/UNTIL INCLUDE/INVOLVE HAVE REFUSE HOW-MANY ANY INTERNET ANY HAVE HAVE IDEA
john should buy a car.,BUY ANYWAY/NOT-MATTER ANGELA SHOULD AAA
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",FIRST-IN-LIST LIGHTNING REALLY WORD THING HEARING BECAUSE NONE/NOTHING ALSO A-LOT FIND/FIND-OUT HEARING IDEA TO/UNTIL NOTHING ALL-NIGHT ALL-NIGHT THING CHAT READY AGAIN FIND/FIND-OUT NOT-CARE TO/UNTIL REALLY+WORK ARRIVE BEACH BEAUTIFUL BRING ANY+ONE ANY+ONE MAYBE BELONG GO-OUT
"so, i will be analyzing what goes along with deaf speech.",WITH THAT BELONG MAYBE WEDDING DEAF INSTITUTE BRING CHAT DEAF BEFORE_2 NONE/NOTHING
what did john buy yesterday?,THAT CHAT ARRIVE JOHN-STEWART JOHN
"the house shakes again, louder and worse than before.  he ran downstairs.",HEAR WORD BECAUSE LIST-ORDER HEARING LIST-ORDER BEFORE UNDERSTAND HUSBAND HEADBAND OF-COURSE HORSE WORD AGAIN
"wow, his/her friend is a tall man.",A-LOT ASIA ASIA AREA END FOOTBALL MAN ACCEPT ASIA ALL-NIGHT
"wow, someone told me that the president might get fired.",NONE NIGHT CHAT ALL-NIGHT SAME SOMETHING/ONE WOW SAME GET-TICKET SOME+ONE WOW
the student does not like chocolate.,THEREFORE NOT-LIKE TEACH+AGENT NOT-WANT CHOCOLATE NOT-WANT
"""...i saw him put something in his mouth""",PUT-AWAY FISHING INTRODUCE JOIN FISHING WIN BRING JOIN SOMETIMES PUT HEARING INTERRUPT
"if mother cleans the kitchen, it means we can`t bake cookies.",THEN PERMIT HIT FATHER LITTLE-BIT MOTHER WEATHER MOTHER WEATHER MOTORCYCLE OTHER MEAT CANNOT WEEKEND_2
the movie starts at 7.,MOVE-AWAY MOVE STATE MOVE STAY-AWAKE-ALL-NIGHT
"if my friends do not want to go out, i will stay home and watch television.",WHY+NOT FRIEND WATCH DO-DO IDENTIFY SOME COME AND WANT STAY HOMEWORK DO-DO STAY WANT_2 WANT_2 STILL INTERPRET
if it stops snowing outside then school will reopen tomorrow.,FISHING LIGHTNING NONE/NOTHING FISHING HIT WAIT THEN HEARING ADMIT HEARING
"i had to put up and stay up til six or seven in the morning.  i was hoping that gas station would be open by then, since i needed my tire fixed before i went on to boston.",IMPORTANT PERSON ONE ICL HOPE INFORM FISHING RAIN LIGHTNING FOR TO/UNTIL JOIN RAIN BEAUTIFUL IMPORTANT DIFFERENT START SITUATION HOPE PERSON SET-UP INTERPRET RAIN HEARING HAPPEN ONE HEARING HEARING SITUATION TOMORROW RAIN ICL JOIN INTERRUPT INSURANCE/INFECTION NONE/NOTHING HEARING MAYBE INFORM ONE
if john stays home it probably means he's sick.,FORGET-IT PROCEED HOME HOME MEAN SIT WAIT HIT START STAR+BOMB JOHN
they grabbed my arm and bent it behind my back.,SIT THEN BEHIND WAIT KIND FARM BACKWARD_2 FORGET-IT UNDERSTAND BACK
i bought a gift for my mom. she will love it!,AAA LOVE FOR-FOR LOVE ANY+ONE FOR NIGHT ACT AUSTRALIA ACCEPT AND ACT
four of us boys lived in a dorm room.,IDEA RAIN OFTEN ASIA RAIN WIN RAIN AND AND
"what they praise is connected to the voice; they say, ""you have a beautiful voice""…",WHAT ALSO WOW/AWFUL AREA ASIA AUSTRALIA VOICE WONDERFUL ANY+ONE ABOUT WONDERFUL ARRIVE ABOUT AAA ASK ASIA ASIA HAVE TOGETHER/GO-STEADY_2
i will keep drinking coffee.,IMPORTANT ROLL-ON-FLOOR-LAUGHING SLEEP ITS HEARING
sue is buying that blue car.,PING-PONG/TENNIS THIS KNOW-THAT SUE SUE BOXING
"yesterday, i didn't play any golf.",IMAGINE IMPORTANT PLACE ANY INTERPRET IDEA IDEA IMPOSSIBLE INHALE
"he died way back, when i was around 8 years old.",OLD HEAR+NOISE INHALE INFORM HEAR+NOISE WHEW/RELIEVED ICL INCLUDE/INVOLVE WHEN INTERPRET INFORM INTERRUPT
"john won't take mary to work, he usually takes amy.",fs- WONDER WORSE TAKE-UP HERE LIBRARY TO/UNTIL TAKE TOTAL HEAVY MARY WORD TOGETHER/GO-STEADY
"if bob studies literature, he will pass his final exam.",FIND/FIND-OUT FINISH HEAR LITTLE-BIT PAST FIND/FIND-OUT FINALLY_2 FINE FINISH STILL HEARING
"""i want to see you put the ball down on the ground...",DOWN ONLY BOSTON TO/UNTIL SMALL GOOD/THANK-YOU SEE WANT ONLY SEE-SEE TOMORROW
did mother give chocolate to john?,MOTHER+FATHER OTHER TO/UNTIL GRADUATE MOTHER+FATHER FIVE
was i passed out drunk last night?,WAS OUT INTERNATIONAL SCOUT BOY+SCOUT BLANK-OUT FIND/FIND-OUT
i went and got another bag to put on my hand.,AND INFORM IDEA TEACHER AND PERSON ONE IDEA OTHER AND TEACHER
my friend is surfing the web.,EXTEND WYOMING THING THIS BOXING FRISBEE
father likes both books and movies.,OTHER BROTHER FATHER MOTHER FATHER WEATHER
"the wolf held his sore behind in relief, then ran away.  the three pigs happily celebrated and danced.  they lived together for ever after.  ",FORMERLY BORE DIRECT/EXPLAIN JOIN EVERY+fs-DAY FAMILY OTHER INCLUDE/INVOLVE NOT-MIND DIRECT/EXPLAIN RAIN INTERNET LIVE AGAIN BROTHER INSURANCE/INFECTION NOT-MIND THROUGH BROTHER THRILL/WHATS-UP LOOK-OVER LOOK-OVER WHEN FATHER LIVE INCLUDE/INVOLVE FAMILY
how many books will the students read?,ILL HOW-MANY GERMANY MANAGE/CONTROL REALLY REALLY BOOK
frank's car broke down.,BROOKLINE p CARD
"if it's raining tomorrow, i'll stay home.",FISHING MEETING HOME TOMORROW TIE_2+FISHING HOMEWORK TOMORROW NONE/NOTHING RAIN STAY-AWAKE-ALL-NIGHT STAY NOTHING
who sent the letter?,PATIENT ACCIDENT PRESIDENT RENT
"here (in boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",ATTENTION-WAVE FUTURE COMMUNICATE PERSON STUDENT BOSTON FOOD SURPRISE SURPRISE NOT-MIND PERSON GOOD/THANK-YOU PERFECT TOMORROW CULTURE NOT+MUST OFTEN TO/UNTIL TOGETHER/GO-STEADY_2 NOT-YET NOT-MIND TAKE TEACH+AGENT WHERE PAY/SPEND STUDENT COMMUNICATE SEND NOT+MUST COMMUNICATE BLOOD NOT-YET TELL SURGEON TELL WHERE
"my mother told her to take it easy, said ""we'll see... """,MOTHER FORGET-IT MOTHER+FATHER TAKE OLD MAKE TOILET MOTHER COLD TOILET TOILET PLAID HERE TAKE OTHER SEE OLD HER
"really, i felt...",REALIZE INTERNET INTERPRET READ_2 IDIOT INSTITUTE
who is going out?,CRISIS MORNING TEXTING STRING
the boy's bike crashed and he fell off.,HEARING SELL HITCH-HIKE HEADACHE HEAR HEADACHE AND TELL HEAR CRASH
john should not buy a house.,CANNOT BUY SHORTS AMONG_2 NOT-YET ARRIVE
who will go to the post office?,LONG-AGO TOUGH TOGETHER/GO-STEADY_2 TO/UNTIL TO/UNTIL POSS GONE
that first night they brought me home...,ANY+TIME KNOW-THAT COME FIRST-IN-LIST PAST+NIGHT MEMORIZE NIGHT FIRST BLAME
"analyzing information from a voice that tells their character, their personality, and their job. you may also be able to tell a person's size, height, weight, age, race, gender, sexual orientation...",VOICE A-LOT THAT AREA AAA SEXUAL ALSO AND PERSON TELL AAA TOMORROW TELL IDEA VOICE TELL ANGELA VOICE ALSO ASIA ASIA THAT AREA MAYBE ANGELA GOOD/THANK-YOU ASIA TO/UNTIL AND ASIA HEARING SEXUAL TO/UNTIL GOOD/THANK-YOU INFORMATION NONE/NOTHING VOICE ASIA ANGELA AUSTRALIA INFORMATION VOICE THAT ABOUT
"when father arrives home late, mother refuses to make dinner.",WHEN MOTHER WEATHER TOGETHER/GO-STEADY_2 WHEW/RELIEVED FATHER LATE GROUP/TOGETHER MOTHER TOILET ARRIVE
"honestly, i don`t like commuting to work by bicycle.",NEXT-TO HOMEWORK COMMUNICATE BRING REALLY+WORK THING INTERRUPT COMMUTE LIKE SKI NONE/NOTHING INCLUDE/INVOLVE
john did not visit mary.,NOT-YET JOHN VISIT_2 NOTICE VISIT_2
because that waitress was really hard to understand.,KNOW-THAT IX REALLY HOUSE THAN TOGETHER/GO-STEADY_2 UNDERSTAND REALLY
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",UMBRELLA HAVE AND AAA ASIA EACH TELL ABOUT EACH GOOD/THANK-YOU AUSTRALIA HAVE HAVE ASIA HEAR TELL AND ACCEPT EACH+ONE AUSTRALIA ACCEPT HAVE
why do you work all night?,DO-DO ALL BASKETBALL FOOTBALL HOMEWORK WORK
wearing black clothes in the summer will make you hot.,MEXICO/SPAIN AGAIN RAIN RAIN INTERCOURSE+fs-UP STILL STILL BLACK INCLUDE/INVOLVE HEARING
he drank coffee all day.,HEGEMONY FALL FOOTBALL SUNBATHE HEADACHE
i notice that babies hate fireworks. the fireworks scare the babies.,THEN THAT CHAT THAN FIREWORKS_2 SCARE NOT-MIND SERVICE COMPARE INTERCOURSE+fs-UP NOT-WANT FIREWORKS
the deaf person continued driving and started to speed again.,SPEED DRIVE HEARING PROCEED NONE/NOTHING TOGETHER/GO-STEADY_2 TOOTH/GLASS NONE/NOTHING EAT+MORNING DEAF
i swerved and slammed on the brakes; the headlights shone right in the deer's face.,BOSTON RIGHT HEARING AND PERSON ONLY ANY+ONE SHOCK WIN SHOULD HEARING HEAR ACTION FACE SITUATION ACTION EACH+ONE JOIN
why are they chasing me? i asked myself.,LIGHTNING IMPORTANT THING CHAT WHY BOXING BOXING INTERCOURSE+fs-UP IDENTIFY
the teacher finished reading the magazine so now she is going to read a book.,ASK SO-SO AND MAGAZINE ABOUT AUSTRALIA ABOUT FINE AAA NOW AREA REALLY NOW AUSTRALIA BOOK
i commute to work by bike.,COMMUTE COMMUTE INSURANCE/INFECTION TO/UNTIL POINT-TO COME
the horses hate the rain- they don't like running in the rain.,THING HORSE CELEBRATE INCLUDE/INVOLVE LIKE NONE/NOTHING ROWING LIKE HEARING MEXICO/SPAIN RAIN COMMUNICATE LATE RAIN RUN
when did the president go to china?,GO-AWAY TEACH+AGENT WHERE DIFFERENT WHERE ANSWER+AGENT TOGETHER/GO-STEADY
"last week, john went to new york.",RECENT-PAST TOMORROW EVERY-MONTH/RENT NEW TOO LAST INNOCENT NEW
"if my family decides not to adopt the puppies, my friend probably will.",NOT PAY/SPEND NOT-YET NOT-CARE GIRL+FRIEND PROCEED TEND TOMORROW TEND DECIDE FAMILY NOT-YET HAVE-TO NOT-WANT
i changed the tire. the tire was a donut tire that is only supposed to last for 50 miles.,AAA ANGRY FOR IDEA WAS LAST AND TIRE ONLY ICL AREA FOR-FOR DONUT SUPERIOR FOR-FOR PAST CHAT ASIA ACTION TO/UNTIL AREA
"once i finish work, i'm going home.",HUNGRY/WISH IDENTIFY WORD IMPORTANT IMAGINE THING SKI INTERPRET INTERCOURSE+fs-UP WORK
there are many issues related to how body control is associated with objects in the environment.,INTERPRET AREA TO/UNTIL CONTINUE TOMORROW WHERE WITH CONCEPT INFORM INTERNET INCLUDE/INVOLVE COMPARE MAN WHERE INFORM HERE
it is empty.,SIT WAIT LIT
did bob send the letter?,SENSES BREATHE LEND LETTER/MAIL_2 GIRL+FRIEND
i told him/her tomorrow it would rain.,TOMORROW TOMORROW LITTLE-BIT IGNORE INFORM WAIT ADMIT TOMORROW SIT
mother is sick because she just took care of her ill friend.,ILL HER LOOK BRICK FATHER BECOME HER SICK OFTEN ILL HER HOUSE
"if i pay rent now, i will have to cancel my vacation.",STUDENT INFORM INTERNET IDEA IDEA IDENTIFY RENT ACCIDENT CANCEL/CRITICIZE INTERPRET SKI NOW VACATION
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",REALIZE SOME SOME IDENTIFY BIG REALIZE WAS REALLY WAS SOCIAL/INTERACT SKI REALLY BUTTER WAS SO-SO SO-SO REASON ICL READ SO-SO WAS
what time did my friend crash the party?,CRASH TIME WHAT+ACTION FRIEND CRAZY ANY+TIME TIME THAT
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",WHEN AFTER FATHER HEADACHE HAVE AGAIN WAS ASIA FATHER MOVE AUSTRALIA AGAIN THAT WHEN AUSTRALIA AND MOTHER+FATHER WHERE HAVE ANGELA ANGELA STILL ANGELA GO-OUT ANGELA WHEN AFTER AUSTRALIA AGAIN WHEN WHEN
john is constantly driving mary to work.,LIGHTNING EVERY+THING TOILET DRINK MARY WORK HEARING
i don't want to go out; it's raining now.,IMAGINE NEXT-TO GOOD/THANK-YOU WANT IDENTIFY GO-OUT INCLUDE/INVOLVE WANT TOMORROW INSURANCE/INFECTION WANT+NEG NOW TOTAL INFORM
is it raining outside?,LITTLE-BIT LANDSCAPING RAIN MAKE-IT
john is giving mother chocolate.,MOTHER FATHER JOHN TEACHER GROUP/TOGETHER
"the cop told my friend, ""make sure you keep an eye on him overnight.""",AND ANGRY COP COP MAKE KEEP FUTURE PLAN ACTION CULTURE SOON MAN SOON MEAN COP CAN ONE
the boat suddenly shot down; the rapids were churning all around us.,BOAT ADULT-TALL BOAT NOTHING SHOCK GROUND THING HEARING HERE
i noticed my sister acting strange.,IDENTIFY INTERPRET INTRODUCE OVER/AFTER IMPORTANT INCLUDE/INVOLVE
"ali was sitting, shaking; then he got up slowly and started punching the air.",HEAR THEN HEADACHE UP-TO-NOW AND WHEN SIT BRING THING HEADACHE SET-UP AND ALI ALI ALI THRILL/WHATS-UP
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",THAT NONE/NOTHING PUBLIC NOW PUBLIC NOW PROCEED GO-OUT AAA HERE ANGELA AUSTRALIA ASIA THAT AUSTRALIA ACT AAA PUBLIC NOT-YET PAY BECAUSE ASIA ICL
the man decided he didn't want a big car; he prefers a small car.,ASIA AUNT DECIDE BIG FOOTBALL AAA DECIDE MANY ANGELA CAR ASIA AUSTRALIA AGAIN ARRIVE BIG HEARING AAA
...saw the whole thing.,THEN THINK+HOPE THIS WHOLE THINK+MARRY THEREFORE THINK+MARRY
that (right over there) is john's car.,ALRIGHT JOHN THAT THAT CARRY KNOW-THAT TAKE-OVER RIGHT RIGHT CARE_2 PAST+NIGHT
how many cars has the teacher bought so far?,HOW-MANY GOOD/THANK-YOU+NIGHT EAT+NIGHT SOMETIMES TEACHER SOME MANY SORRY SO-SO
who commutes to work by bike?,WHOLE WORD WORK-OUT HOME+WORK COMPANY WORLD
"no, john didn't break the truck, mary broke the truck.",MARRY STEAK MARRY JOHN BROTHER TRUCK TAKE-BREAK BROWN SNEAK THEN LIBRARY BREAK-DOWN SUNBATHE SNEAK
some boat sank off cape cod (i think).,SOMETIMES HOME SOME OFFICERS BOAT THINK+MARRY OFFICE THINK+BURST OFF-POINT BOAT
my friend loves traveling all over. his favorite place is asia because their food is delicious.,KING PLACE BECAUSE BECAUSE FOOTBALL TEND END HEARING BLOOD FRIEND HEARING BECAUSE BECAUSE BRING HEARING FOOD HEARING
"""i better get going,"" he said.",REPORTER HELP HERE HELP HEART SEMESTER BETTER HEAR+NOISE ANYWAY/NOT-MATTER
"there are many different options: they can pass to the wide receiver, ",CAR+AGENT MANAGE/CONTROL REPUBLICAN DECIDE TEACH+AGENT NEXT-TO STUDENT TOILET MAN ACCIDENT TO/UNTIL ANSWER+AGENT HOW-MANY
i reached under the raft and found her.,ICL READ INTERNET INFORM GROUND INCLUDE/INVOLVE INTERPRET IDEA
my friend is currently planning a surprise event.,AMONG_2 PAY/SPEND AUSTRALIA NONE/NOTHING THING A-OK LIGHTNING AREA
the bride and groom didn't dance.,BRING BATHROOM UNDERSTAND BRICK BRIDE BRICK BRIDE GROUND
mother isn't buying a car for john.,NONE/NOTHING NONE/NOTHING AREA ABOUT ARRIVE THING ACTION FATHER CAR
then they would ask the hit group about the car and whether if the glass was broken.,GROUP ABOUT WHEN WEATHER MOTHER+FATHER HIT CAR GROW-UP BROTHER AND WAS CARRY GROUP/TOGETHER WHEN WAS GO-OUT OTHER
the student who won the award will get a $100 voucher.,AUNT AGAIN AND WONDERFUL ANGELA GET GET WHO AUSTRALIA ACCEPT GET TEACH+AGENT ASK_2 AGAIN
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",OF-COURSE THEN KIND HEAR OFTEN ALWAYS HEARING TOMORROW CAN ARRIVE THING STYROFOAM TEASE AND THEN NONE/NOTHING THEN THEN ANY+ONE AREA KIND THEN THEN
"if father arrives home late at night, he can't help us with our homework.",EAT HEARING COMMUNICATE WITH GROUP/TOGETHER SOME HEADACHE OTHER PLUS USE_2 CHAT WITH HOME CANNOT MOTHER+FATHER LATE CAN
"if my friends go out, i will join them.",THEN LONG-AGO INFORM FRIEND LONG-AGO GO-AWAY STILL INTERCOURSE+fs-UP GO-OUT INTERNET
if there's no snow outside then normally school isn't cancelled.,NONE/NOTHING SNOW SCHOOL CANCEL/CRITICIZE NOT-MIND THEREFORE OUT WHEN KNOW SICK/SILLY CAN NOT-WANT NOT-WANT NONE/NOTHING
mother cleans the kitchen.,MOTIVATE TOGETHER FATHER OTHER
they made a judgment in the bathroom. judgment is carried out in the bathroom.,OUT AUSTRALIA FIND/FIND-OUT ANGRY WIN DIFFERENT ABOUT AAA ADMIT ABOUT DIFFERENT ACT ANGELA AUSTRALIA INTERCOURSE+fs-UP
some boat sank off cape cod (i think).,BOAT THIRTY_2 FRANK THINK+MARRY COAT THIRD-IN-LIST COME COAT HOME RELATIONSHIP-OFF
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",BUT AREA REALLY INFORM MANY READY BUTTER AREA AREA MAN LAST MAN BUTTER WHERE WIN NOT-CARE LEAVE-THERE INFORM LEAVE-THERE SELL
striped shirts are cool because they look good on me.,LOOK FOOD VACATION VACATION GOOD AREA HOUSE ONE GOOD/THANK-YOU FOOD
i wrote to explain that deaf people can read lips.,CAN RAIN READY READ DEAF DEAF EXPLAIN INCLUDE/INVOLVE READ TOTAL
bob hasn't sent the letter.,fs- LETTER/MAIL INTERPRET+AGENT SENSE BREATHE CAR+AGENT STUDENT
"the pig, i mean, the wolf arrived and stared at him.",IDEA WOLF INSURANCE/INFECTION RED IMPOSSIBLE BOAT IDENTIFY ARRIVE START WOLF AND ARRIVE STAY
specific places allow grunting but in general everyday grunts are not really accepted.,GENERAL GRUNTS GRUNTS PLAY CANNOT BUT ACCIDENT NOT-YET GENERAL PLASTIC ACCEPT NOT-YET READY
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",HEADACHE WERE FOR-FOR AND WHO ANGELA AND SECOND-IN-LIST ALSO THAT CHECK+fs-LIST AREA WHERE ASIA WHO AUSTRALIA THROUGH AUSTRALIA AND HEADACHE WERE WERE ANGELA FOR NOT WIN THAT ASIA THROUGH AAA
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",TO/UNTIL NOT NOTHING CAN CAN TOMORROW LITTLE-BIT BECAUSE NOT-MIND COMPETITION HIT NOT MAYBE BELONG WEDDING THING BEAUTIFUL TOMORROW CAN TOMORROW COME
will you go to the post office? who will?,GOOD/THANK-YOU+NIGHT THEN BILL GONE TOMORROW POSS TOGETHER TOGETHER/GO-STEADY BILL GO-AWAY
where did mother walk to?,MOTHER GROUP/TOGETHER TOGETHER MOTORCYCLE BROTHER
"this is connected to the voice itself, and it is displayed like a print within voice identity.",AND TO/UNTIL AGAIN THIS THIS AUSTRALIA ASIA AND ACT IDEA IDENTIFY AND TO/UNTIL WITH IDENTIFY ANY+ONE ACT AND
"when my friend starts to surf the internet, i have to tell him to do homework.",WHERE FRIEND INTERNET INTERCOURSE+fs-UP WHERE TEND INCLUDE/INVOLVE START TOTAL TELL TOMORROW FRIEND HAVE WHERE IDENTIFY HOME+WORK WHERE
john finished reading.,PITCHED FINALLY/SUCCEED REALLY+WORK
if it happens to rain i won't have an umbrella.,HAVE ADMIT IDEA AGAIN TOMORROW WAIT ANALYZE INTERCOURSE+fs-UP THAN MEAN ANGRY MEAN
john wants to sell his car in the future.,NEXT-TO DIRECT/EXPLAIN INVITE/HIRE TOGETHER/GO-STEADY_2 TOILET AGAIN INSURANCE/INFECTION FUTURE JOHN
i haven`t yet paid rent.,ICL INHALE INCLUDE/INVOLVE PLAID IMPACT IMPOSSIBLE LOMBARDI
the people i met last night were really interesting!,PEOPLE PINEAPPLE INTERPRET LAST READ WERE ALRIGHT NIGHT REALLY
the watch that my brother just found is real gold!,NOT+MUST CHAT THAN FATHER WATER+DCL WATER MOTHER WATCH REASON REALLY
"when it rains, i have to leave.",HIT INTERCOURSE+fs-UP INTERNET TO/UNTIL LEARN SIT WHEN WHERE
"when bob enters the surprise party, everyone will spray silly string at him.",NONE/NOTHING WHEN WHERE EACH+ONE SOMETHING/ONE STRANGE HEARING NONE/NOTHING+ONE ANY+ONE ANY+ONE EVERY+ONE REALLY ANY+ONE CAT
mother doesn't want to buy a house.,AND AAA TEACHER FATHER ACT TOMORROW AAA TOTAL AGAIN
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",MOTHER+FATHER MORE AND IDEA MANY ICL TOMORROW WANT_2 IDENTIFY PLUS IDENTIFY MANY AGAIN MORE TOILET OTHER INTERCOURSE+fs-UP SCHOOL ICL TO/UNTIL MORE BEACH TOTAL JOIN MAN TOMORROW
there is way more research focused on speech disorders than on good quality speech.,QUALITY THAT MORE GOOD/THANK-YOU MORE THAN WHERE HERE ACTION GOOD REASON THAT WAY GOOD
is that the only one horse playing on the farm?,THING ONLY PLACE EACH+ONE THING THAT MEETING ONLY THING ANY+ONE
those friends dyed their hair together.,NOSE CHOOSE CHOOSE FRIDAY THOUSAND FRIENDLY
do you all agree?,ALL-NIGHT CALL DOOR COLORADO
my friends are videophoning from home.,AREA FRIEND LIGHTNING FROM FROM TAPE-RECORDING
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",ANY ANY INTERPRET INFORM ANY VOICE CREAM CREAM ANY FROM CAFETERIA GAME CAFETERIA WHERE THING VIDEO-GAME NAME HOW-MANY HERE WHERE HERE WHERE HERE ANY CAFETERIA ICL CAFETERIA
john works nights.,WORSE DCL WORLD
"when it looks warm out, i must go to the beach.",THEN NEXT-TO IDENTIFY WARM BEACH TOMORROW MUST WHEN WARM LOOK-OVER ICL WHEN
where was the man born? he was born in chicago.,INCLUDE/INVOLVE HEARING RAIN WAS BORE MAN WHEN HEADACHE WHEW/RELIEVED INTERCOURSE+fs-UP MAN
my sister wants a headband for her birthday because she has long hair.,AUSTRALIA FOR BIRTHDAY AND ASIA LONG BIRTHDAY AREA ANY+ONE LONG HEAR WEATHER HER
"really, i ended up getting arrested for that?",FOR-FOR ICL LIGHTNING SKI REALLY LIGHTNING THAT INTERNET FORMERLY
"we decided to have hamburger and french fries, something simple.",SOME NEXT-TO DECIDE TOMORROW UNDERSTAND SOME+THING NEXT-TO HAMBURGER AND AND TOMORROW
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",ANY+TIME WAS WAS ICL NOT WAS PLAY ASIA ANGRY WAS WHERE THAT SAFE THAT IDENTIFY AAA WHEN BATHROOM BATHROOM WAS WHERE ASIA
"the car didn't break down, the truck did.",THEREFORE THEREFORE CARE_2 BREAK SUNBATHE CARRY THEN TRUST BREAK+ENTER FUCK DOWN
mother bought a car and gave it to john.,PAST+NIGHT TOMORROW TEACHER AAA ASIA APPLE TOMORROW MOTHER AREA
how many books will john buy?,ANY BOOT JOHN MANAGE/CONTROL+AGENT SHOW SKILL
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,WOLF ROOF HEARING HEARING FIND/FIND-OUT TOMORROW TOTAL HERE TO/UNTIL ABOUT TOMORROW ABOUT TOGETHER/GO-STEADY_2 FIND/FIND-OUT TOMORROW TOGETHER/GO-STEADY_2 TOMORROW OFTEN FIND/FIND-OUT HEAR FIRST-IN-LIST SELF OFTEN
"in the past, when i was four or five years old...",INFORM IDENTIFY INCLUDE/INVOLVE ICL CLOSE-DOOR FOR FOR INTERCOURSE+fs-UP AGAIN FOR YEAR PAST INFORM INTERRUPT
