input sentence,translation
"after working out and playing he went into the locker room to change clothes and next to the room there was a hallway. he heard two deaf people grunting. as if they were having a conversation, and grunting back and forth.",AFTER DEAF TWO AFTER ASIA WERE WERE ASIA TWO WERE DEAF HEADACHE HEADACHE AND PEOPLE TWO WAS WERE PEOPLE DEAF TWO PEOPLE AND BACK WAS WERE HEADACHE WERE AND AFTER ASIA ASIA PEOPLE DEAF HEADACHE AFTER AFTER WAS WERE HEADACHE DEAF BACK ASIA AND
"if i don't have any money, i go to my aunt's house and eat there.",ANY ANY HAVE MANY GO-OUT GO-OUT GO-OUT AND AND AND TO/UNTIL MANY AND GOOD/THANK-YOU HAVE EAT TO/UNTIL ICL HOUSE EAT
john should buy a car.,AREA SHOULD SHOULD ANGELA SHOULD
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",REALLY AND REALLY NOISE HEARING A-LOT WITH NOISE ABOUT AND NOISE TO/UNTIL ALSO WITH NONE/NOTHING FIND/FIND-OUT SHOW WITH AND WITH FIND/FIND-OUT AND NOISE REALLY NOISE NOISE HEARING WITH FIND/FIND-OUT TOTAL CHAT ACTION REALLY THING
"so, i will be analyzing what goes along with deaf speech.",THAT WHAT MAYBE THAT WHAT STILL THING ICL WHAT WHAT BELONG NONE/NOTHING
what did john buy yesterday?,JOHN WHAT JOHN CHAT JOHN
"the house shakes again, louder and worse than before.  he ran downstairs.",HUSBAND THEN BECAUSE WORD WORD WORD THAT HEAR HEARING HEARING REFUSE ABUSE THAT LIST-ORDER
"wow, his/her friend is a tall man.",AUSTRALIA ARRIVE ASIA AUSTRALIA MAN GROUP/TOGETHER AAA FRIEND TALK AREA
"wow, someone told me that the president might get fired.",THAT ONE SOMETHING/ONE PREVENT THAT SOME+ONE MEAN DIFFERENT PREVENT SOME+ONE THAT
the student does not like chocolate.,STUDY DIFFERENT AGENT NOT-MIND NOT-MIND CANNOT
"""...i saw him put something in his mouth""",SOME+THING PUT SOME+THING NONE/NOTHING RAIN SOME NONE/NOTHING SOME SOME INFORM THING PUT
"if mother cleans the kitchen, it means we can`t bake cookies.",GROUP/TOGETHER GROUP/TOGETHER MOTHER MOTHER MEAN GROUP/TOGETHER MOTHER+FATHER TEACHER CANNOT GROUP/TOGETHER CANNOT GROUP/TOGETHER MOTHER+FATHER OTHER
the movie starts at 7.,MOVIE_2 MOVIE EAT EAT MOVE
"if my friends do not want to go out, i will stay home and watch television.",DO-DO WANT WANT STAY GO-OUT STAY STAY WATCH STAY START STAY WANT HOME STILL NOT TO/UNTIL TO/UNTIL
if it stops snowing outside then school will reopen tomorrow.,DECIDE OUTSIDE HIT TOMORROW STILL STILL STOP OUTSIDE OUTSIDE SIT
"i had to put up and stay up til six or seven in the morning.  i was hoping that gas station would be open by then, since i needed my tire fixed before i went on to boston.",PERSON MAYBE ONE EXPERIENCE ICL DIFFERENT MORE INFORMATION MAYBE JOIN ONE BOSTON ICL HEARING SITUATION DIFFERENT MORE BOSTON ONE THING ICL HEARING FOR RAIN ONE THING START GROW-UP NONE/NOTHING SET-UP HEARING FOR HEARING NONE/NOTHING PERSON HEARING DIFFERENT EXPERIENCE BELONG START
if john stays home it probably means he's sick.,JOHN SIT JOHN FORGET-IT HOME JOHN MEAN FORGET-IT STAY_2 JOHN START
they grabbed my arm and bent it behind my back.,DIFFERENT NOT-MIND WAIT SIT DIFFERENT GRASS WAIT GRASS BEHIND GRASS
i bought a gift for my mom. she will love it!,AUSTRALIA FOR-FOR AAA ASIA ASIA FOR AREA FOR-FOR LOVE AUSTRALIA LOVE AAA
four of us boys lived in a dorm room.,AREA DORM ASIA AAA DORM AAA AAA AND AREA
"what they praise is connected to the voice; they say, ""you have a beautiful voice""…",AUSTRALIA WHAT ASIA BEAUTIFUL AUSTRALIA ANGELA BEAUTIFUL AUSTRALIA ASIA AREA AUSTRALIA AAA HAVE WHAT BEAUTIFUL BEAUTIFUL AREA AREA AREA
i will keep drinking coffee.,KEEP HEARING BILL DRIVE DRINK
sue is buying that blue car.,CHAT THING BLUE BLUE WEDDING THAT
"yesterday, i didn't play any golf.",ANY+TIME ANY+TIME PLAY INTERCOURSE+fs-UP YES IDENTIFY ANY ICL PLACE
"he died way back, when i was around 8 years old.",AROUND HEARING WHEN HEADACHE HEAR WAS HEADACHE WAY AROUND HERE AROUND HERE
"john won't take mary to work, he usually takes amy.",fs- TAKE MARY HEAR TAKE TAKE MAKE WORK HEADACHE MARY HEADACHE TAKE TAKE
"if bob studies literature, he will pass his final exam.",FINE PASS PASS BOB HEAR HERE HEADACHE HEAR BOB FINE HEADACHE
"""i want to see you put the ball down on the ground...",WANT GROUP/TOGETHER DOWN BALL DOWN SEE OH-I-SEE TO/UNTIL DOWN GROUP/TOGETHER PUT BOSTON PUT DOWN SEE
did mother give chocolate to john?,CHOCOLATE GROUP/TOGETHER GROUP/TOGETHER LIVE MOTHER TEACHER
was i passed out drunk last night?,IMPORTANT LAST PAST+NIGHT PAST+NIGHT ICL GO-OUT OUT
i went and got another bag to put on my hand.,AND BAG OTHER GROUP/TOGETHER ICL ICL BOSTON PUT BAG BOSTON PUT
my friend is surfing the web.,HEARING THEN TEND PRETEND BRING EXTEND
father likes both books and movies.,BOOK MOTHER MOTHER+FATHER MOTHER BOTH MOTHER+FATHER
"the wolf held his sore behind in relief, then ran away.  the three pigs happily celebrated and danced.  they lived together for ever after.  ",WEATHER WHEN MOTHER+FATHER EVERY-YEAR FAMILY FAMILY GROUP/TOGETHER GROUP/TOGETHER INCLUDE/INVOLVE LOOK-OVER AGAIN EVERY-YEAR JOIN KIND WIN MOTHER+FATHER OTHER MORE AGAIN KIND OTHER KIND OTHER JOIN LIVE MORE AGAIN
how many books will the students read?,THEN BOOK READ MANAGE/CONTROL SHOW REALLY BOOK
frank's car broke down.,CAR FRANK DOWN DOWN DOWNHILL DOWN
"if it's raining tomorrow, i'll stay home.",HOMEWORK NONE/NOTHING STAY STAY THING START FISHING HOMEWORK TOMORROW FISHING NONE/NOTHING TOMORROW
who sent the letter?,WHO PRESIDENT BREATHE EVERY-MONTH/RENT
"here (in boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",OFTEN CANNOT FUTURE WHERE CULTURE PERSON LEAVE-THERE PERSON NOT-YET TELL FUTURE TO/UNTIL BOSTON PERSON FUTURE TO/UNTIL WHERE CULTURE TO/UNTIL NOT-YET TO/UNTIL FUTURE FUTURE TEACH+AGENT FUTURE GOOD/THANK-YOU CULTURE TO/UNTIL CANNOT TELL DIFFERENT TO/UNTIL TO/UNTIL BOSTON PERSON FUTURE
"my mother told her to take it easy, said ""we'll see... """,HER WEATHER TAKE HER TOILET HER TO/UNTIL MOTORCYCLE TO/UNTIL MAKE MOTHER TAKE MOTHER HER HER TO/UNTIL SEE TOMORROW
"really, i felt...",REALLY INFORM IMPORTANT REALLY+WORK INTERPRET INTERCOURSE+fs-UP
who is going out?,BOXING MORNING OUT BOXING
the boy's bike crashed and he fell off.,CRASHED SELL HERE HEAR HERE AND HEAR CRASHED OFFICE AND
john should not buy a house.,BUY HOUSE JOHN NOT JOHN ANGELA
who will go to the post office?,BILL GOOD/THANK-YOU WHO LONG-AGO GO-OUT TO/UNTIL TOMORROW
that first night they brought me home...,SAME BROTHER FIRST-IN-LIST THAT THAT NIGHT HOME FIRE THAT
"analyzing information from a voice that tells their character, their personality, and their job. you may also be able to tell a person's size, height, weight, age, race, gender, sexual orientation...",AND ASIA AND AREA THAT ASIA ANGELA FROM TELL VOICE ASIA ALSO ALSO AUSTRALIA FROM THAT ASIA ASIA FROM SEXUAL THAT ASIA VOICE AND TELL TELL AUSTRALIA AREA THAT ALSO TELL THAT INFORMATION ASIA TELL ALSO ALSO ASIA TELL ALSO AREA AND FROM ASIA
"when father arrives home late, mother refuses to make dinner.",THEN HOME MOTHER GROUP/TOGETHER MOTHER+FATHER FATHER WHEN WHEN MOTHER+FATHER HOME MOTHER+FATHER
"honestly, i don`t like commuting to work by bicycle.",IDEA TO/UNTIL ICL TO/UNTIL HEARING TOMORROW ICL ICL HEARING THING ICL NONE/NOTHING
john did not visit mary.,JOHN NOT-WANT MARY MARY VISIT
because that waitress was really hard to understand.,HARD UNDERSTAND BECAUSE WAITRESS REFUSE HOUSE WAS HARD
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",HEARING PEOPLE TELL ANGELA ASIA ANGELA PEOPLE EACH HEARING PEOPLE AREA TELL PEOPLE AUSTRALIA HAVE TELL GOOD ASIA ASIA TELL HEARING HEARING
why do you work all night?,DO-DO HOMEWORK ALL FOOTBALL WORK REALLY+WORK
wearing black clothes in the summer will make you hot.,HEARING STILL HEARING SUMMER HEARING THING THING JOIN RAIN THING
he drank coffee all day.,HEARING COFFEE SMALL HERE HEADACHE
i notice that babies hate fireworks. the fireworks scare the babies.,NOTICE THAT THAT THAT NOTICE FIREWORKS SCARE SCARE THAT SCARE NOTICE ICL
the deaf person continued driving and started to speed again.,TO/UNTIL AND SPEED PERSON NONE/NOTHING AND START AGAIN SPEED AGAIN
i swerved and slammed on the brakes; the headlights shone right in the deer's face.,ICL SOMETHING/ONE SHOW HEARING AND HEARING BOSTON AND INCLUDE/INVOLVE HEAR ONE RIGHT IDENTIFY AGAIN AGAIN AND IDENTIFY HEARING
why are they chasing me? i asked myself.,IMPORTANT NONE/NOTHING NONE/NOTHING NONE/NOTHING NONE/NOTHING WHY THING INCLUDE/INVOLVE CHANGE
the teacher finished reading the magazine so now she is going to read a book.,AREA READ AUSTRALIA AREA AREA READ SO-SO ANGELA SO-SO READ TEACHER TEACHER AREA NOW READ
i commute to work by bike.,ICL COMMUTE ICL WORK BABY REALLY+WORK
the horses hate the rain- they don't like running in the rain.,HATE HORSE HATE LIKE FISHING HATE HATE HORSE RAIN COMMUNICATE JOIN INTERCOURSE+fs-UP COMMUNICATE JOIN RAIN
when did the president go to china?,STUDENT WHEN GO-OUT PREVENT DIFFERENT TOMORROW TOMORROW
"last week, john went to new york.",LAST JOHN NEW LAST MANAGE/CONTROL+AGENT FAST JOHN FAST
"if my family decides not to adopt the puppies, my friend probably will.",TOMORROW FRIEND TO/UNTIL TOMORROW DECIDE FAMILY TOTAL NOT TO/UNTIL FAMILY NOT TEND FAMILY NOT
i changed the tire. the tire was a donut tire that is only supposed to last for 50 miles.,TIRE WAS FOR-FOR TIRE WAS FOR-FOR TIRE AUSTRALIA AUSTRALIA AUSTRALIA FOR-FOR TIRE LAST ASIA THAT FOR-FOR TIRE THAT AAA LAST AREA
"once i finish work, i'm going home.",EXPERIENCE FIND/FIND-OUT ONCE HOME IDENTIFY ICL FINE ICL FINISH ICL
there are many issues related to how body control is associated with objects in the environment.,RAIN MANY WITH MANY OBJECTS WHERE TO/UNTIL HERE HOW AGAIN WITH WHERE OBJECTS HERE BODY OBJECTS
it is empty.,SIT LITTLE-BIT LITTLE-BIT
did bob send the letter?,fs- SENSES SEND LETTER/MAIL END
i told him/her tomorrow it would rain.,FATHER GROUP/TOGETHER TOMORROW TOMORROW SHOULD TOMORROW INTERCOURSE+fs-UP OTHER LITTLE-BIT
mother is sick because she just took care of her ill friend.,MOTHER HER MOTHER+FATHER HER SICK SICK SICK MOTHER ILL MOTHER MOTHER+FATHER MOTHER+FATHER
"if i pay rent now, i will have to cancel my vacation.",HAVE PAY PAY PAY NOW RENT NOW RENT RENT DIFFERENT PAY DIFFERENT TOMORROW
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",ICL REALLY THAT REALIZE REALIZE REALLY THAT ICL DRIVE REALIZE REALIZE SO-SO WAS SO-SO WAS WAS INCLUDE/INVOLVE SO-SO REALLY BUT WAS
what time did my friend crash the party?,ANY+TIME THAT FRIENDLY TIME KNOW-THAT PAY/SPEND PARPF WHAT
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",AFTER AGAIN AGAIN WHEN STILL AGAIN THAT THAT AND AND MOVE THAT AREA AGAIN AGAIN STILL AREA AGAIN AGAIN HAVE AFTER AFTER AREA HAVE AREA OUT AGAIN HAVE AGAIN HAVE AGAIN
john is constantly driving mary to work.,TOMORROW WORD DRIVE WORK TO/UNTIL BRING WORK
i don't want to go out; it's raining now.,TOMORROW GO-OUT TOGETHER/GO-STEADY_2 TOMORROW GO-OUT FISHING NOW HEARING NONE/NOTHING NOW GO-OUT ICL ICL ICL
is it raining outside?,WAIT DIAGNOSIS LITTLE-BIT OUT
john is giving mother chocolate.,GIVE MOTHER+FATHER GROUP/TOGETHER FATHER TEACHER
"the cop told my friend, ""make sure you keep an eye on him overnight.""",AND AND CAN CAN COP MAKE COP NICE/CLEAN MEAN COP KEEP KEEP GOOD/THANK-YOU FUTURE KEEP CAN FUTURE
the boat suddenly shot down; the rapids were churning all around us.,AROUND WERE WERE HERE AROUND WHERE SMALL HEARING WHERE HEARING HEARING WERE AROUND
i noticed my sister acting strange.,ICL NONE/NOTHING WATER NOT NOT-KNOW NOT
"ali was sitting, shaking; then he got up slowly and started punching the air.",THEN TAKE-UP AND ALI HERE SITUATION HEADACHE THEN ALI AND START THEN HEADACHE HEARING THEN ALI
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",BECAUSE AAA BECAUSE NOT THAT PUBLIC PUBLIC PUBLIC PAY BECAUSE BECAUSE AUSTRALIA AREA ANGELA ASIA PAY AAA AAA PUBLIC BECAUSE ANGELA BECAUSE THAT
the man decided he didn't want a big car; he prefers a small car.,AAA AUSTRALIA AAA HEADACHE ANGELA AAA WANT ANGELA AAA AREA AUSTRALIA HEADACHE ANGELA WANT MAN BIG BIG
...saw the whole thing.,WHOLE THINK+HOPE THING THINK+APPEAR THEN ROLE THINK+LONG-LIST
that (right over there) is john's car.,PAST+NIGHT PAST+NIGHT PAST+NIGHT PAST+NIGHT LOOK-OVER LOOK-OVER CHAT JOHN LOOK-OVER
how many cars has the teacher bought so far?,MOTHER+FATHER MOTHER+FATHER FATHER TEACHER SO-SO MOTHER TEACHER SO-SO TEACHER
who commutes to work by bike?,WHO WORK WORK WORD COMMUNICATE WORK
"no, john didn't break the truck, mary broke the truck.",LIBRARY JOHN TRUE-BUSINESS MARY STEAK JOHN BREAK-DOWN JOHN JOHN BROOKLINE MARY VARY SUNBATHE BREAK-DOWN
some boat sank off cape cod (i think).,OFF SOMETHING/ONE OFF CAPECOD THING
my friend loves traveling all over. his favorite place is asia because their food is delicious.,THEN FRIEND BECAUSE PLACE PLACE FRIEND FRIEND ASIA NONE/NOTHING TRACK-RING FOOD ALL ASIA FRIEND LOVE ALL BECAUSE
"""i better get going,"" he said.",BETTER HEADACHE ENTER ENTER HEADACHE WATER HERE GET BETTER
"there are many different options: they can pass to the wide receiver, ",TO/UNTIL PAST+NIGHT PAST+NIGHT PAST+NIGHT WHERE AREA CLASS RECENT-PAST DECIDE WHERE TO/UNTIL CANCEL/CRITICIZE WHERE
i reached under the raft and found her.,IDEA HERE READY REALLY AND AND RAFT AND
my friend is currently planning a surprise event.,IDEA AND NONE/NOTHING FRIEND PLAY FRISBEE SURPRISE SURPRISE
the bride and groom didn't dance.,DECIDE THEN GROUP/TOGETHER DECIDE BRING GROOM GROOM UNDERSTAND
mother isn't buying a car for john.,ANGELA AAA AUSTRALIA ASIA ANGELA ASIA MOTHER FOR AUSTRALIA
then they would ask the hit group about the car and whether if the glass was broken.,ASK GO-OUT THEN THEN THEN ABOUT THEN ABOUT CAR WHERE THEN CAR THEN GROUP AND ASK ASK
the student who won the award will get a $100 voucher.,AUSTRALIA STUDENT STILL AUSTRALIA WHO AREA ANGRY AND ASIA AAA AAA AUSTRALIA AND AREA
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",HEARING HEARING WANT HEARING CAN TEASE ASIA THEN THEN THEN WANT CAN HEARING AREA KIND THEN ASIA THEN TEASE WANT WANT WANT CAN
"if father arrives home late at night, he can't help us with our homework.",HOME MOTHER HOME HOME HELP THAT HELP HELP CAN EAT EAT HOME GROUP/TOGETHER THAT CAN LATE HEADACHE
"if my friends go out, i will join them.",IDEA IDEA STILL GOOD/THANK-YOU GOOD/THANK-YOU INTERNET INTERCOURSE+fs-UP IDEA GO-OUT INSURANCE/INFECTION
if there's no snow outside then normally school isn't cancelled.,CAN WHEN REALLY KNOW THEN THEN SCHOOL OUTSIDE NOT SNOW SNOW SNOW THEN NONE/NOTHING
mother cleans the kitchen.,MOTHER+FATHER THEN FATHER MOTHER+FATHER
they made a judgment in the bathroom. judgment is carried out in the bathroom.,AAA GO-OUT ANGELA RAIN AUSTRALIA OUT DIFFERENT CAR AUSTRALIA AREA AAA ANGELA AND ANGELA OUT
some boat sank off cape cod (i think).,OFFICE HOME OFF OFF SOMETHING/ONE THING CAPE-COD
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",MANY DIRECT/EXPLAIN BUT AGAIN AREA BUT REALLY BUT BUT MANY REALLY AREA MANY REALLY MANY AREA HERE MANY AREA MANY
striped shirts are cool because they look good on me.,GOOD BECAUSE LOOK ONE SITUATION BECAUSE LOOK GOOD COOL GOOD/THANK-YOU
i wrote to explain that deaf people can read lips.,RAIN READ CAN ICL CAN CAN READ THAT ICL DEAF
bob hasn't sent the letter.,THEN BOB IX STUDENT BOB BOB THEN
"the pig, i mean, the wolf arrived and stared at him.",EAT EAT THAT ICL WOLF AND EAT ICL BOAT AND START MEAN MEAN
specific places allow grunting but in general everyday grunts are not really accepted.,GRUNTS NOT NOT ALLOW NOT WIN ALL-NIGHT EVERY+fs-DAY REALLY EVERYDAY REALLY EVERYDAY REALLY
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",AND FOR THROUGH ANGELA ANGELA FOR THROUGH AND AND THROUGH FOR HEADACHE FOR AUSTRALIA HEADACHE AND FOR-FOR WHO FOR-FOR AND AREA AUSTRALIA THROUGH AND SPEECH SPEECH AREA AND HEADACHE AREA
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",HEARING CAN TO/UNTIL RANGE NOT-YET NOTHING TO/UNTIL FROM BELONG NOTHING FROM RANGE NONE/NOTHING FROM MEAN FROM NONE/NOTHING NOTHING NOT NOTHING HEARING
will you go to the post office? who will?,WHO STILL TOILET WHO WHO TOTAL GOOD/THANK-YOU WHO LONG-AGO GOOD
where did mother walk to?,OTHER MOTHER+FATHER MOTHER MOTHER+FATHER HERE
"this is connected to the voice itself, and it is displayed like a print within voice identity.",AREA AND THIS PRINT AND PRINT ANGELA AUSTRALIA ASIA AND AAA VOICE PRINT AAA THIS ASIA ASIA AUSTRALIA
"when my friend starts to surf the internet, i have to tell him to do homework.",HAVE INFORM TELL WHEN FRIEND DO-DO FRIEND HAVE FRIEND FRIEND DO-DO TELL WHEN DO-DO INFORM WHERE TO/UNTIL
john finished reading.,FIND/FIND-OUT FIND FINISH
if it happens to rain i won't have an umbrella.,RAIN ANGRY HAVE RAIN RAIN CAN ANGRY CAN CAN RAIN MEAN RAIN
john wants to sell his car in the future.,THEN FUTURE RAIN TOMORROW JOIN WANT TELL JOHN TELL
i haven`t yet paid rent.,IMPORTANT IDEA IDENTIFY PLAID SHIRT INTERNET HAVE
the people i met last night were really interesting!,PEOPLE ICL PAST+NIGHT HERE WERE LAST REALLY REALLY PEOPLE
the watch that my brother just found is real gold!,OTHER MUST WATCH WATCH WEATHER WATER WATCH-TV THAT MOTHER+FATHER THAT
"when it rains, i have to leave.",HAVE INTERCOURSE+fs-UP INTERCOURSE+fs-UP INTERNET TOMORROW ICL INCLUDE/INVOLVE INCLUDE/INVOLVE
"when bob enters the surprise party, everyone will spray silly string at him.",SURPRISE EVERY+ONE ONE THAT PARTY REALLY PARTY EVERY+ONE WHEN WHEN STRING REALLY SILLY NONE/NOTHING
mother doesn't want to buy a house.,MOTHER+FATHER AUSTRALIA ASIA AREA WANT MOTHER+FATHER BUY AAA AREA
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",MOTHER MAYBE MOTHER+FATHER MOTHER+FATHER SPORTS OTHER AND MOTHER+FATHER MORE SPORTS ICL AND PLUS SPORTS MORE MORE INFORM MORE BROTHER PLUS PLUS AND SPORTS ACT ICL PLUS
there is way more research focused on speech disorders than on good quality speech.,RESEARCH THAN QUALITY GOOD WHERE SPEECH RESEARCH SPEECH RESEARCH THAN SPEECH GOOD HERE MORE
is that the only one horse playing on the farm?,PLAY PLAY PLACE VACATION ONLY ANY+ONE ONE ONE NONE/NOTHING+ONE THAT
those friends dyed their hair together.,FRIENDLY THEN FRISBEE CLOSE HAIR+DYE FRIENDLY
do you all agree?,DOCTOR CALL THATS-ALL ALL
my friends are videophoning from home.,FROM HOMEWORK FROM THING VIDEO-GAME VIDEO-GAME
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",ICL CREAM FISHING ICL ANY FROM NONE/NOTHING ICL HERE AND FROM AND WHERE ANY FROM CAFETERIA AND MUST CAFETERIA HERE ANY FROM WHERE WHERE WHERE SAME VOICE
john works nights.,WORK-OUT WORSE JOHN
"when it looks warm out, i must go to the beach.",GO-OUT LOOK WARM ICL GO-OUT TOMORROW TOMORROW LOOK TO/UNTIL HIT MUST WAIT
where was the man born? he was born in chicago.,MANY BORN WHERE BORN HEAR HERE BORN BORN INCLUDE/INVOLVE BORN HERE
my sister wants a headband for her birthday because she has long hair.,FOR-FOR ASIA ASIA SISTER FOR HEADBAND AUSTRALIA BIRTHDAY AREA HEADBAND BIRTHDAY BECAUSE SISTER
"really, i ended up getting arrested for that?",ICL FOR HEARING IDEA ARRIVE SET-UP ICL NONE/NOTHING THAT
"we decided to have hamburger and french fries, something simple.",HAMBURGER HEARING SOME+THING AND NONE/NOTHING HAMBURGER AND HAMBURGER AND HAMBURGER
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",WHEN WHEN THAT WAS AREA WAS SAFE AAA WAS AREA BATHROOM AREA BATHROOM WHEN AREA THAT NOT SAFE NOT WHEN SAFE WHEN
"the car didn't break down, the truck did.",BREAK BREAK-DOWN BREAK-DOWN THEN THEN THEN TRUCK BREAK-DOWN STEAK CAR BREAK-DOWN
mother bought a car and gave it to john.,AAA AAA ASIA MOTHER+FATHER MOTHER MOTHER+FATHER CAR AUSTRALIA CAR
how many books will john buy?,BUY BOOK BUY MAN BOOK BUY
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,HERE THREE OFTEN THREE OFTEN ABOUT GO-OUT HEARING HERE FIND/FIND-OUT HEARING TOMORROW HERE HEAR HERE TOMORROW ABOUT HEARING THROUGH ABOUT HEAR FIND/FIND-OUT TOTAL
"in the past, when i was four or five years old...",IDEA WHEN ARRIVE ICL FOUR YEAR LIVE WHERE FOUR FIVE FOUR WAS WAS LIVE
"if i see that the beach is crowded, i won't go.",THEN SEE THAT IDENTIFY IDEA IDENTIFY BEACH OH-I-SEE BEACH ICL SEE-SEE THAT WONDERFUL SEE-SEE
mac beats pc because mac is good at suiting people`s needs.,FOOD BECAUSE NONE/NOTHING THING HEARING NONE/NOTHING HEARING HEARING MAC MAC TEXTING GOOD FOOD
john's old house was sold yesterday.,OLD HOUSE REFUSE WASTE HOUSE YESTERDAY EXCUSE WAS
what did john buy yesterday?  books.,fs- YESTERDAY PAY/BUY WHAT+ACTION BOOK YES CHAT
...and when that was done we got on the raft again,RAFT WHEN RAIN THAT WHEN WAS AGAIN WHEN WHERE RAFT AND WHEN PERSON
this happens when people don't know about the differences in sensory orientation.,KNOW SENSORY RAIN GO-OUT WHEN NOW ABOUT THIS PEOPLE NOW SENSORY WHERE WHEN THIS
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,THEN FINE RAIN REALLY FOR WHERE FOR AND WEATHER AND INTERPRET HERE ALSO FIND/FIND-OUT REALLY FOR HERE FIND/FIND-OUT FOR HERE WEATHER FINISH FINE AGAIN RAIN WHERE ABOUT TO/UNTIL WHERE WHERE JOIN REALLY FINISH WHERE TO/UNTIL AND AND TO/UNTIL
my aunt is currently making a blueberry pie.,ANGELA AUNT AUSTRALIA ASIA BLUE+fs-BERRY PIE BLUE+BERRY BLUE+BERRY
which house will the student's father buy?,WHICH STUDENT STILL HOUSE MOTHER+FATHER REFUSE HOUSE OTHER MOTHER
the hearing person didn't care and got into the car.,THEN PERSON CARE NONE/NOTHING BRING PERSON HEAR AND NONE/NOTHING PERSON PERSON HEARING
now france's king is bald.,KIND KIND WEDDING BALD FRANCE BOXING NONE/NOTHING
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",FROM UTAH AUSTRALIA DEAF AREA GROUP DEAF FOR FOR-FOR AUSTRALIA FOR-FOR GROUP CHILD AREA AUSTRALIA ASIA AUSTRALIA AREA DEAF
what does john eat? he eats caviar. yuck!,EAT+NIGHT THAT JOHN HEADACHE HERE WHAT HEARING HERE THAT EAT
he would read the book if he had time.,HEARING READ READ READ BOOK READ READ REALLY REALLY+WORK
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",HUSBAND DOCTOR SAY LIGHTNING NONE/NOTHING DOCTOR FIND/FIND-OUT BRING HEARING BRING OUT BRING THING FIND/FIND-OUT HEARING FIND/FIND-OUT START START LIGHTNING THING START HEARING SHOW THING START LIGHTNING SOME SAY
"so, what does deaf speech mean?",SPECIAL/EXCEPT DEAF DEAF SPEECH SPEECH SPECIAL/EXCEPT+fs-LY DEAF-APPLAUSE
you didn't pass out?,PAST+NIGHT CLASS PAST TOOTH/GLASS CLASS THANK-YOU
"from then on, we were good and stayed out of trouble at csun.",TROUBLE GOOD AND AND FROM TROUBLE AND VEGETABLE THAT THEN WERE WERE WERE FROM
france's king is bald.,FISHING THING THING KIND WEDDING THING
did the student buy many books?,THEN TEACH+AGENT STUDENT DIFFERENT BUY PAY/BUY
"thirdly, the hospital often will discuss about the communication options.",COMPETITION OFTEN HOSPITAL COMPETITION HOSPITAL HOSPITAL THINK GO-OUT DISCUSS ABOUT DISCUSS
what did john buy yesterday?  books.,fs- JOHN THAT CHAT YESTERDAY THAT WHATS-UP
"since mary's car broke, john has been taking her to work.",FATHER FATHER EXPERIENCE TO/UNTIL NONE/NOTHING WORK GROUP/TOGETHER CAR MOTHER+FATHER TO/UNTIL CAR GROUP/TOGETHER HERE GROUP/TOGETHER
my teacher is a good advisior.,GOOD ASIA GOOD ARRIVE ASIA TEACHER
"my mother taught my two brothers and me, so it was easier for us to move around.",MOVE WAS MOTHER+FATHER SO-SO FOR TWO EASIER SO-SO MOTHER+FATHER MOTHER SO-SO TWO WAS FOR MOTHER WAS FOR-FOR FOR-FOR
"if he has time, he will bake cookies.",HEADACHE HEADACHE HELP TIME HERE HEADACHE TAKE HEADACHE HEADACHE
"after i explained wyoming, the tons of cows and all that...",OFTEN AFTER ALL ALL ALL INFORM AND AFTER WATER THAT AND AFTER WATER AFTER
"when the teacher finishes reading the magazine, she will read a book.",READ MOTHER ASIA ASIA AREA TEACHER WHERE WHEN AUSTRALIA READ WHEN AREA READ
"if my computer breaks down, i tell carol.",COMPUTER SISTER INTERNET INSURANCE/INFECTION ENTER IDENTIFY TELL IMPORTANT IDENTIFY
i can't believe the car broke!,ICL BELIEVE ICL BELIEVE BELIEVE CAR CANNOT INCLUDE/INVOLVE
good weather has not arrived in boston… hurry up!,GOOD NOT MOTHER+FATHER NOT WEATHER NOT GOOD NOT GOOD WEATHER
"or they can hand off to the running back, ",FOR THING CLOSE-DOOR CANNOT CANCEL/CRITICIZE CANNOT CANCEL/CRITICIZE TO/UNTIL BRING
i enjoyed chatting with those two because we talked about asl.,FIND/FIND-OUT TWO INFORM TWO TALK TWO TWO ABOUT ICL TWO ABOUT
