input sentence,translation
what time did my friend crash the party?,FRIEND GROUP/TOGETHER DCL REALLY MANY THING
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",FRIEND GROUP/TOGETHER IX fs- OF IX fs- BEACH IX REFUSE LIVE DEAF fs- BEACH IX NOT REASON IX
john is constantly driving mary to work.,fs- JOHN FUTURE fs- MARY IX NOT
i don't want to go out; it's raining now.,IX LOOK
is it raining outside?,REALLY POSS FRIEND GO-OUT
john is giving mother chocolate.,IX ARRIVE HOME
"the cop told my friend, ""make sure you keep an eye on him overnight.""",# IF POSS SISTER NOT SNOW SCHOOL IX IX NOT HAVE BIG # SO # IF FRIEND
the boat suddenly shot down; the rapids were churning all around us.,POSS FAMILY VACATION EVERY-YEAR IX MUST DCL
i noticed my sister acting strange.,POSS MOTHER POSS SISTER IX fs-
"ali was sitting, shaking; then he got up slowly and started punching the air.",fs- BOB IX fs- LATE WHY YEAR # OK DEAF EXPERIENCE fs- BEACH IX MUST NICE/CLEAN
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",# IF IX IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IN BOSTON fs- LATE NIGHT IX NOT BREAK IX NOT IX NOT IX
the man decided he didn't want a big car; he prefers a small car.,IX LOOK # IF IX NEVER SEE THAT IX MUST ACCEPT NOT CANCEL/CRITICIZE
...saw the whole thing.,IX IX NOT LIKE MOVIE VACATION EVERY-YEAR
that (right over there) is john's car.,IX fs- JOHN FINISH READ BOOK
how many cars has the teacher bought so far?,TEACHER GIVE CHOCOLATE WHO # WHEN
who commutes to work by bike?,WHO MUST PAY EVERY-MONTH/RENT WHO IX
"no, john didn't break the truck, mary broke the truck.",fs- JOHN IX MUST IX MUST IX fs- MARY IX IX fs- MARY NOT
some boat sank off cape cod (i think).,SOMETHING/ONE STRANGE ARRIVE HOME fs- CREAM CHEESE
my friend loves traveling all over. his favorite place is asia because their food is delicious.,FRIEND IX MUST PAY fs- OF fs- OF IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IX NOT RAIN IX
"""i better get going,"" he said.",IX IX IX
"there are many different options: they can pass to the wide receiver, ",fs- BOB RAIN TOMORROW fs- BOB IX MUST PAY EVERY-MONTH/RENT LOOK IX MUST
i reached under the raft and found her.,IX SAY LOOK LOOK fs- VERY fs- OF
my friend is currently planning a surprise event.,FRIEND FINISH SCL SCHOOL NOT STAY_2 HOME fs-
the bride and groom didn't dance.,IX fs- BEACH WHO fs- LATE NIGHT IX
mother isn't buying a car for john.,MOTHER IX fs- JOHN READ BOOK
then they would ask the hit group about the car and whether if the glass was broken.,# IF IX fs- MARY IX fs- OF ON fs- BEACH IX fs- VERY fs- BEACH DCL
the student who won the award will get a $100 voucher.,STUDENT IX fs- GRUNT MANY EXPERIENCE fs- LATE IX THINK GOOD/THANK-YOU
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",IF IX IX HAVE TIME IN BOSTON DCL DCL
"if father arrives home late at night, he can't help us with our homework.",# IF FRIEND GROUP/TOGETHER DCL fs- LATE IX IX IX # OK NOT IX NOT RAIN IX
"if my friends go out, i will join them.",# IF POSS FAMILY VACATION IX fs- OF POSS FRIEND
if there's no snow outside then normally school isn't cancelled.,# IF RAIN IX MAN IX MUST PAY EVERY-MONTH/RENT
mother cleans the kitchen.,MOTHER IX MUST NICE/CLEAN
they made a judgment in the bathroom. judgment is carried out in the bathroom.,IX LOOK PERSON IX fs- BEACH NOT-YET WHY IX CANNOT HEAR POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
some boat sank off cape cod (i think).,MOTHER SCL SPIN ICL ICL
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",SAME FOR POSS FRIEND GO-OUT # LA # IF POSS FRIEND DEPART FISHING IX # LA CULTURE
striped shirts are cool because they look good on me.,IX IX NOT IX HAVE PINEAPPLE fs- IT IX fs-
i wrote to explain that deaf people can read lips.,LOOK IX LOOK IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM
bob hasn't sent the letter.,fs- BOB IX FAVORITE/PREFER CORN
"the pig, i mean, the wolf arrived and stared at him.",IX IX HAVE fs- BEACH WHY IX
specific places allow grunting but in general everyday grunts are not really accepted.,fs- BOB IX HAVE BIG # DOG_2 IX MUST NICE/CLEAN KITCHEN DCL TOGETHER/GO-STEADY_2
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",fs- BOB RAIN IX MAN THING
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",POSS FAMILY VACATION EVERY-YEAR IX MAN IX fs- OF fs- BEACH MANY THING
will you go to the post office? who will?,IX NOT BUY HOUSE IX WHO fs- LATE NIGHT fs-
where did mother walk to?,IX MOTHER IX MOTHER FUTURE
"this is connected to the voice itself, and it is displayed like a print within voice identity.",IX # IF IX fs- BEACH MORE ABOUT fs- BEACH DCL DCL BCL BCL BCL
"when my friend starts to surf the internet, i have to tell him to do homework.",POSS FRIEND IX GO-OUT # NO NOT IX # WHEN NOT REASON # WHEN IX NOT REASON
john finished reading.,fs- JOHN SHOULD
if it happens to rain i won't have an umbrella.,# IF # IF IX MUST MORE IX MUST PICK/CHOOSE ONE MOTORCYCLE
john wants to sell his car in the future.,POSS CAR BREAK-DOWN
i haven`t yet paid rent.,IX MUST PAY EVERY-MONTH/RENT
the people i met last night were really interesting!,IX REALLY IX GO-OUT PARTY WHY RECENT-PAST PAY/BUY CAR
the watch that my brother just found is real gold!,POSS SISTER IX IX fs- LATE IX MUST NICE/CLEAN CLASS_2+BOX/ROOM
"when it rains, i have to leave.",FRIEND GROUP/TOGETHER
"when bob enters the surprise party, everyone will spray silly string at him.",POSS FATHER POSS FATHER IX KISS-FIST MOVIE REALLY WOW
mother doesn't want to buy a house.,FATHER LIKE CHOCOLATE MOTHER BUY CAR QM
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",POSS SISTER DCL REALLY IX MUST MORE BUT IN HOUSE
there is way more research focused on speech disorders than on good quality speech.,# WHEN IX fs- LATE IX fs- LATE NIGHT
is that the only one horse playing on the farm?,IX MUST NICE/CLEAN KITCHEN IX MUST PAY EVERY-MONTH/RENT BUOY
those friends dyed their hair together.,FRIEND IX # IF FRIEND GO-OUT
do you all agree?,IX WAKE-UP CRY
my friends are videophoning from home.,FRIEND GO-OUT # IF FRIEND DEPART
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",# IF IX HAVE BIG # NO IX NOT BREAK TOOTH/GLASS fs- OF NOISE IX IN PUBLIC # NO IX NOT BREAK IX LOOK
john works nights.,fs- JOHN POSS
"when it looks warm out, i must go to the beach.",IX LOOK OH-I-SEE IX fs- BEACH IX fs- BEACH MANY THING DCL
where was the man born? he was born in chicago.,# DO THAT IX MAN IX MUST MAKE REALLY MAKE REALLY
my sister wants a headband for her birthday because she has long hair.,POSS FAMILY VACATION EVERY-YEAR DEPART CAMP IX KISS-FIST LAPTOP TYPE INTERNET WHY
"really, i ended up getting arrested for that?",# SO IX HAVE BIG # LA IX CAN
"we decided to have hamburger and french fries, something simple.",IX IX IX NOT LIKE PINEAPPLE fs- LATE IX
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",REALLY POSS FRIEND GROUP/TOGETHER DEAF PEOPLE fs- VERY fs- BEACH IX IX MUST NICE/CLEAN KITCHEN
"the car didn't break down, the truck did.",CAR NOT IX fs- LATE IX fs- LATE NIGHT IX MUST
mother bought a car and gave it to john.,STUDENT IX ARRIVE HOME
how many books will john buy?,fs- JOHN SHOULD BUY CAR WHO
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,POSS SISTER IX # SO IX IX
"in the past, when i was four or five years old...",POSS SISTER IX fs- LATE NIGHT DCL IX MUST PAY fs- BEACH IX REFUSE
"if i see that the beach is crowded, i won't go.",IX IX fs- MARY HAVE fs- OF fs- BEACH DCL
mac beats pc because mac is good at suiting people`s needs.,fs- BRIDE AND IX LOVE fs- BOB IX fs- ALI fs- BOB IX
john's old house was sold yesterday.,fs- JOHN POSS CAR BREAK-DOWN NOT BUY HOUSE
what did john buy yesterday?  books.,fs- JOHN SHOULD READ BOOK
...and when that was done we got on the raft again,IX NOT LIKE MOVIE IX
this happens when people don't know about the differences in sensory orientation.,fs- BOB IX HAVE fs- BEACH IX NOT CANCEL/CRITICIZE
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,IX LOOK OH-I-SEE IX HAVE PINEAPPLE fs- GRUNT DCL DCL REALLY POSS FAMILY VACATION EVERY-YEAR DEPART FISHING fs- IT fs- OF PEOPLE IX NOT IX LOOK OH-I-SEE IX NOT REASON # SO IX DCL REALLY WOW DCL DCL
my aunt is currently making a blueberry pie.,IF FATHER ARRIVE HOME fs- CREAM CHEESE MAKE
which house will the student's father buy?,FRIEND GROUP/TOGETHER IX ARRIVE
the hearing person didn't care and got into the car.,IX CAN FIND/FIND-OUT fs- LATE IX
now france's king is bald.,FRIEND IX FRIEND GO-OUT PARTY MOVIE ACT
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",fs- EVEN # IF IX MUST # SO # SO IX IX fs- VERY IX SAY IX NOT #
what does john eat? he eats caviar. yuck!,fs- JOHN SHOULD NOT BUY HOUSE IX MUST MORE POSS
he would read the book if he had time.,MOTHER IX MOTHER IX fs- JOHN IX MUST READ
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",# NO POSS SISTER SCL SELL IX MUST PAY fs- OF fs- OF NOISE IX SAY LOOK s e s t i n t i v e c
"so, what does deaf speech mean?",FRIEND IX fs- BEACH HAVE fs- OF
you didn't pass out?,IX NOT LIKE CHOCOLATE IX
"from then on, we were good and stayed out of trouble at csun.",fs- BOB IX HAVE fs- LATE NIGHT IX fs- BEACH IX fs- BEACH DCL
france's king is bald.,POSS FRIEND GROUP/TOGETHER DCL DCL DOG
did the student buy many books?,FRIEND IX NICE/CLEAN KITCHEN
"thirdly, the hospital often will discuss about the communication options.",BCL BCL BCL BCL BCL DCL DCL IX fs- OF DCL
what did john buy yesterday?  books.,fs- JOHN BUY HOUSE IX BOOK QM
"since mary's car broke, john has been taking her to work.",IX MUST fs- JOHN FINISH READ BOOK IX
my teacher is a good advisior.,IX NOT LIKE PINEAPPLE fs- OF
"my mother taught my two brothers and me, so it was easier for us to move around.",MOTHER IX fs- BOB IX # SO IX MUST
"if he has time, he will bake cookies.",IF IX # IF # SO IX MUST WRITE
"after i explained wyoming, the tons of cows and all that...",IX NOT LIKE PINEAPPLE fs- BEACH IX IX MUST
"when the teacher finishes reading the magazine, she will read a book.",TEACHER NOT LIKE PINEAPPLE fs- BEACH IX fs- BEACH IX MUST NICE/CLEAN CLASS_2+BOX/ROOM
"if my computer breaks down, i tell carol.",# IF FRIEND GO-OUT # IF fs- MUHAMMAD fs-
i can't believe the car broke!,IX IX IX # WHEN IX # IF
good weather has not arrived in boston… hurry up!,REALLY MANY THING IX NOT CANCEL/CRITICIZE
"or they can hand off to the running back, ",IX fs- MARY FUTURE IX IX IX
i enjoyed chatting with those two because we talked about asl.,IX MAN IX HAVE MANY IX NOT REASON IX IX LOOK
wow! that watch costs three thousand dollars!,fs- JOHN KNOW WHO ARRIVE HOME fs- LATE
"vince lombardi, before his men walked onto the field, ",IX fs- BEACH IX # SO IX # IF #
why did the friends dye their hair together?,FRIEND GROUP/TOGETHER DEPART CAMP # NO SCL SELL
do you like physics class?,# SO IX MUST NICE/CLEAN
i love fireworks.,IX IX fs-
"if i don't study, i will fail.",# IF IX NOT RAIN IX FUTURE FUTURE BUY IX
the students obeyed and listened to the teacher.,STUDENT IX MUST PAY fs- OF IX IX
"...this is really my favorite quote.  before that super bowl game,",# DO IX fs- BEACH IX MUST NICE/CLEAN KITCHEN # LA IX MUST PICK/CHOOSE #
those friends went out together.,FRIEND IX POSS FRIEND GROUP/TOGETHER
mary isn't a vegetarian.,IX fs- MARY IX fs- MARY
will john give his father that car?,fs- JOHN IX fs- JOHN ARRIVE HOME
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",IX IX IX HAVE BIG fs- LATE NIGHT
no one wants to go.,TEACHER LIKE CHOCOLATE IX NOT
i hope there's pineapple cream cheese.,IX MUST PAY fs- BEACH QM
when is the pizza party that friend is hosting?,FRIEND GO-OUT SELL IX HAVE BIG # SO IX
john has visited mary.,fs- JOHN IX fs-
john will visit mary.,fs- JOHN IX fs-
who's driving?,fs- JOHN FINISH ARRIVE
"when my friend calls me on the video phone, the lights flash on and off.",FRIEND GROUP/TOGETHER DEPART CAMP # LA IN HOUSE
they assigned me many tasks.,fs- JOHN NOT IX NOT
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,fs- BOB IX fs- BOB WHY IX fs- OF fs- MARY LOVE IX fs- OF fs- BEACH IX NOT
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",# SO IX fs- BEACH BOSTON fs- LATE NIGHT
"...and here in boston is that the fall, in september, seems about the same.",BCL BCL BCL BCL BCL fs- OF IX MUST MORE FRIENDLY IX MUST NICE/CLEAN KITCHEN # LA IX #
who loves john?,IX fs- JOHN
"in event of snow, school is cancelled.",TEACHER NOT LIKE MOVIE IX MUST PAY EVERY-MONTH/RENT
"that book you are reading now, i read a long time ago when i was young.",STUDENT IX fs- OF BOOK FUTURE READ
last night i rented an awful movie.,FRIEND IX ARRIVE HOME fs- LATE NIGHT
mother does not want to buy a house.,MOTHER IX ARRIVE HOME
the student likes chocolate.,STUDENT IX MUST BUY
what did bob give his girlfriend?,fs- BOB POSS fs- JOHN KNOW
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,# WHEN IX NOT REASON IX MUST DCL DCL DCL DCL DCL DCL DCL fs- VERY IX MUST PAY fs- IT fs- OF fs- VERY DCL IX DEAF IX HAVE PINEAPPLE fs- IT DEAF PEOPLE WHO IX IX fs- BEACH DCL
the teacher likes movies.,IX LOOK OH-I-SEE IX
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",IX IX fs- BOB IX CAN FIND/FIND-OUT OH-I-SEE IX fs- GRUNT s e s t i n u a r t i n t i v e s e s
my first year at csun.,fs- BOB IX fs- GRUNT
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",IX MUST BUY HOUSE IX LOOK IX
"john doesn't usually take mary to work, they usually walk to work together.",fs- JOHN IX fs- MARY NOT CANCEL/CRITICIZE fs- MARY
he removes the coffin lid and looks in.,BAD BUT IX IX HAVE TIME # NO
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,# NO IX fs- OF IX MUST PICK/CHOOSE - p l s e s e s e s e
now mary knows john.,IX MUST NICE/CLEAN KITCHEN
how to control making noises in the different places is also challenging.,IX MUST NICE/CLEAN KITCHEN IX LOOK IX MUST
"last monday, i knew it would rain the next day.",FRIEND IX KISS-FIST IX NOT CANCEL/CRITICIZE
i was looking back and saw two cops running.,IX MUST PAY fs- BEACH IX LOOK OH-I-SEE REALLY
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,THEN BCL REALLY POSS FAMILY VACATION EVERY-YEAR VACATION EVERY-YEAR IX MUST NICE/CLEAN KITCHEN
bob hasn't given the rose to his girlfriend.,fs- BOB IX fs- BOB IX MUST MAKE REALLY POSS
my friend loves to go outside because he loves camping.,FRIEND IX # SO IX GO-OUT CAMP IX NOT LIKE
"i have to admit that during spring time in boston, it rains a lot.",BCL BCL DCL DCL fs- BEACH BOSTON ICL ICL ICL ICL
i need to buy shorts.,IX NOT LIKE CHOCOLATE
my father moved here to chicago.,FRIEND IX MUST WRITE fs- OF
the sister doesn't like chocolate cereal.,POSS SISTER IX fs- BOB IX CAN LOOK
i missed my morning class because i didn`t wake up to my alarm.,IX FAMILY PROCEED START PAST+NIGHT IX CAN LOOK WHEW/RELIEVED
i was definitely deaf.,IX IX DCL fs-
he decided to waive the fine because he thought it was funny.,REALLY IX IX MUST IX IX MUST NICE/CLEAN KITCHEN
do you want butter?,IX MUST PAY EVERY-MONTH/RENT
"after the movie ends, the teacher will buy a book to give to the student to read.",STUDENT IX IX fs- GRUNT IX NOT BREAK TOOTH/GLASS fs- LATE WHY fs- JOHN FUTURE READ BOOK
"if the friends don't go out together, they will stay home and watch tv.",# WHEN FRIEND GO-OUT IX MUST DCL
whose car is that?,POSS fs- LATE IX
"did john read the book?  yes, he already did.",fs- JOHN IX FINISH READ BOOK
"if mom doesn't walk to the store, there won't be any milk.",# IF IX fs- LATE NIGHT IX HAVE IX REFUSE IX MUST PAY FOR THAT IX CAN
the student likes chocolate.,STUDENT IX MUST BUY
when did you graduate high school? will you go to college?,POSS FAMILY VACATION EVERY-YEAR WHERE # SO IX MUST NICE/CLEAN KITCHEN
"...he told his men, ""hey, remember: winning isn't everything--",IX LOOK LOOK OH-I-SEE IX MUST NICE/CLEAN CLASS_2+BOX/ROOM IX IX IX NOT REASON IX IX SAY CAN # IF
"from now on, i won't sleep. that's it. ",IX LOOK IX NOT IX NOT IX IX CAN
did the teacher buy a house yesterday?,TEACHER LIKE BUY HOUSE IX MUST BUY
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,REALLY IX LOOK OH-I-SEE VOICE VOICE fs- ALI POSS FAMILY VACATION HOPE fs- LATE NIGHT BUOY
"for example, in some areas of the world, people have a strong tendency to talk fast.",# DO THAT fs- LATE NIGHT IX CAN LOOK
"when my friends go out, i'll take the time to do homework.",FRIEND GROUP/TOGETHER DEPART IX # NO IX IX # NO IX # IF FRIEND IX
who lost the key?,POSS SISTER IX ARRIVE
who arrived?,IX MUST
the boy wants new shoes.,FRIEND GO-OUT PARTY IX MUST
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",IX IX IX fs- OF fs- MARY LOVE fs- OF MANY DIFFERENT SAME IX NOT REASON IX fs- IT fs- OF TO/UNTIL HOPE IX NOT LIKE CHOCOLATE IX MUST
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",REALLY SAME fs- BOB IX MUST NICE/CLEAN KITCHEN IX REFUSE LOOK # NO
i tended to sneak in and cause problems for another residences.,# SO IX SAY IX MUST WRITE THREE PIG fs- OF
"the cop said, ""no, i saw it very clearly.""",# IF IX NOT IX MUST NICE/CLEAN
"i was relieved, because it was important that nobody see me.  ",BCL BCL BCL BCL BCL BCL
the students must learn to listen to the teacher because the teacher is in charge.,MOTHER IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IX IX NOT MUST
has the teacher cleaned the classroom yet?,# WHEN NOT BUY HOW-MANY DEPART CAMP
"when it's loud, it can be seen as a lack of politeness, as barbaric.",# IF RAIN ICL ICL ICL IX IX NOT HAVE fs- OF IX IX IX SAY LOOK #
where is your friend driving to?,FRIEND IX IX fs- OF FRIEND
the students gave a book to the teacher.,IX MOTHER FUTURE FINISH READ BOOK
then what happened was a wolf arrived in the area,# WHEN RAIN IX MUST VACATION EVERY-YEAR WHERE IX
i've been here all day; i want to leave.,IX MAN # IF POSS FRIEND GO-OUT HOME fs- IT # NO
was i shitfaced drunk last night?,POSS FRIEND GROUP/TOGETHER IX FINISH READ
while the paper manila envelope...,TEACHER NOT BUY CAR BREAK-DOWN
"if all the students arrive on time, there won't be a test.",# IF MOTHER CHOCOLATE DRY-CEREAL IX NOT IX MUST
all the boys each give the teacher an apple.,# SO IX FINISH READ BOOK STUDENT IX CAN
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",fs- OF PERSON IX IX MUST PAY fs- OF PEOPLE WHO fs- GRUNT s t i n
last night i did a lot of homework.,FRIEND IX MUST PAY EVERY-MONTH/RENT IX MUST PAY
do you think obama will be elected again for his second term as president?,# IF IX GO-OUT # IF IX KISS-FIST LOOK
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,# IF IX NOT IX MUST MORE IX MUST IX fs- OF IX NOT IX NOT
"when we arrive in india, i have to send my family a postcard thanking them for support.",# IF IX IX MAN IX MUST DO THAT IX HAVE BIG # IF IX SAY CAN LOOK
"mary's not here, she just left.",fs- MARY IX HAVE fs- MARY NOT LIKE PINEAPPLE
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",# SO THAT IX NOT REASON IX IX LOOK
what did bob give to his girlfriend?,fs- BOB IX NOT fs- BEACH IX
bob hasn't gone to the post office.,fs- BOB IX fs- BOB IX NOT IX CAN
or ask the collided group about the car and if the glass was broken?,REALLY POSS FAMILY VACATION EVERY-YEAR WHERE IX IX fs- OF fs- OF fs- OF
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",IX MUST NICE/CLEAN KITCHEN fs- LATE POSS NEW FRIEND IX LOOK OH-I-SEE # NO
the flat road was boring but at least it was safe!,IX fs- BOB IX LOOK SAFE fs- OF NOISE DCL TOGETHER/GO-STEADY_2
"if i decide not to swim in the water, i will walk on the shore.",# IF IX IX MUST PAY n t POSS
i had a big bruise near my eye.  why...,IX MUST PAY EVERY-MONTH/RENT WHO TALK DEAF PEOPLE LOOK OH-I-SEE IX DCL
where do you work?,IX NOT fs- MARY
"have hearing friends come over, to socialize.",FRIEND IX POSS FATHER IX NOT LIKE MOVIE
"no, i just finished homework.",# IF IX GO-OUT IX GO-OUT
i hate asking for directions and then having to read lips and gestures to figure out the directions.,AUNT IX HAVE BIG # IF IX KISS-FIST CHOCOLATE DRY-CEREAL IX NOT BREAK TOOTH/GLASS fs- OF COUNT-ON-FINGERS IX
obama is from philadelphia.,# IF RAIN IX
the teacher likes chocolate.,STUDENT IX NICE/CLEAN KITCHEN
"when the sun rises, he asks himself, what was that, with the shaking? ",# SO # WHEN IX LOOK
i braced myself as we went down--i was expecting to fall out.,IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IX fs- BEACH IX IX NOT STILL
the park is crowded because the kids love playing there.,POSS MOTHER FUTURE IX fs- LATE NIGHT fs- BOB IX
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",FRIEND GROUP/TOGETHER DCL DCL DCL DCL DCL
i always get sick in winter because i wear flip-flops.,IX MUST PAY EVERY-MONTH/RENT IX CAN LOOK # NO
the deaf man turned to the cop and gestured that he couldn't hear.,# NO IX MUST DCL DCL IX
"i have to admit that sf copies boston a little, but anyway...",# SO IX HAVE MANAGE/CONTROL HOW DEAF PEOPLE LOOK
who is asking for directions?,COP SO IX HAVE FLAT-TIRE_3
my friends realized they didn`t want a pizza party because it has been the norm.,FRIEND POSS FRIEND GROUP/TOGETHER WHY IX fs- ALI MUST NICE/CLEAN KITCHEN IX MUST
"when you finish homework, you can go play outside.",# SO IX GO-OUT FISHING WHY POSS FRIEND GROUP/TOGETHER
"if it snows, school is cancelled.",# IF FRIEND PROCEED START # SO
when the three pigs grew up...,FRIEND IX KISS-FIST POSS FRIEND PROCEED WORK BICYCLE
who likes chocolate?,TEACHER NOT BUY
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",# IF IX IX KISS-FIST MOVIE # SO IX IX NOT REASON IX LOOK
"the next pig, well, he wasn't lazy...",IX MUST WRITE IX IX IX MUST
"i was drinking underage, too.",REALLY POSS SISTER IX MUST NICE/CLEAN
why isn't there any chocolate cereal?,IX LOOK OH-I-SEE fs- JOHN FUTURE BUY HOUSE
"if father arrives home late, he can`t help us with our homework.",# NO IX IX NOT # NO IX MUST # NO IX NOT BREAK TOOTH/GLASS
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,FRIEND GROUP/TOGETHER DCL fs- OF IX fs- OF POSS FRIEND IX MUST DCL DCL fs- OF FRIEND IX IX HAVE BIG # IF FRIEND GO-OUT
the sushi i ate tasted weird. i hope it`s not spoiled.,IX NOT BREAK WINDOW # NO IX fs- LATE
john read a/the book.,fs- JOHN FUTURE READ BOOK
"if it's cold, my mom won't go out.",POSS FRIEND IX IX
is that john's father's car?,fs- JOHN ARRIVE HOME
"dad likes chocolate cereal, like me.",FRIEND FINISH READ BOOK
"...you know, they have different buildings for different wards.  i went in and waited some more.",IX LOOK # DO THAT IX CAN FIND/FIND-OUT UMBRELLA
there are real implications behind the value of speech culture and what it means when it's given a voice.,fs- JOHN POSS FRIEND NOT LIKE CHOCOLATE DRY-CEREAL # DO THAT IX MUST PAY IX MUST PAY fs- OF VOICE
mary is funny. she really wants an ugly dog.,fs- MARY HAVE PINEAPPLE fs- JOHN FUTURE IX NOT #
there's something strange about myself.,# IF MOTHER IX HAVE BIG fs-
some strange thing/person arrived.,# IF RAIN IX NOT CANCEL/CRITICIZE
"if john eats spinach, he will get sick.",IX MUST NICE/CLEAN KITCHEN IX NOT LIKE PINEAPPLE fs-
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",IX MUST IX NOT fs- MARY NOT MUST PAY fs- OF fs- OF NOISE fs- LATE NIGHT IX NOT
often they don't realize how much noise they are making. so they're not as quiet as they think.,HORSE IX LOOK # SO FOR POSS NEW FRIEND IX MUST DCL DCL DCL DCL
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",IX LOOK OH-I-SEE POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER THING IX REFUSE EAT EAT-UP FUTURE CANCEL/CRITICIZE
i noticed some animal crossing the road.,IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM
mary arrived late.,fs- LATE IX
it must be ripped fast to reduce the noise.,IX LOOK OH-I-SEE IX HAVE TIME IN PUBLIC IX
the game finishes before 6? what time?,IX LOOK PERSON IX fs- GRUNT DCL
"i thought ""why don't i just drive on"". ",IX NOT RAIN IX MUST PAY EVERY-MONTH/RENT
