input sentence,translation
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",THAT POSS IDENTIFY HAVE MANAGE/CONTROL # SO IX NOT BREAK SCL
what time did my friend crash the party?,FRIEND GROUP/TOGETHER POSS FATHER POSS FRIEND GROUP/TOGETHER DEPART
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",POSS FRIEND IX CAN IX CAN fs- MUHAMMAD fs- VERY IN HOUSE SCL WHERE IX NOT SAME
john is constantly driving mary to work.,IX fs- JOHN READ BOOK IX NOT
i don't want to go out; it's raining now.,IX SAY VACATION GROUP/TOGETHER GO-OUT IX
is it raining outside?,HORSE IX MUST PAY
john is giving mother chocolate.,fs- JOHN BUY HOUSE
"the cop told my friend, ""make sure you keep an eye on him overnight.""",IX FAMILY VACATION WHERE IX IX CAN ICL IX fs- BEACH BOSTON NOT IX MUST
the boat suddenly shot down; the rapids were churning all around us.,REALLY IX fs- LATE NIGHT WHO IX
i noticed my sister acting strange.,POSS SISTER NOT LIKE CHOCOLATE DRY-CEREAL
"ali was sitting, shaking; then he got up slowly and started punching the air.",# SO IX fs- JOHN FINISH SIX fs- LATE NIGHT GOOD/THANK-YOU QM DCL LOOK fs- RENT
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",# IF RAIN IX HAVE MANAGE/CONTROL HOW IX LOOK OH-I-SEE SCL SCHOOL
the man decided he didn't want a big car; he prefers a small car.,REALLY IX LOOK # SO THAT IX MUST BUY HOUSE
...saw the whole thing.,IX THINK IX GO-OUT FISHING QM
that (right over there) is john's car.,IX fs- BOB FINISH READ BOOK
how many cars has the teacher bought so far?,POSS FATHER POSS FATHER IX CAN IX NOT IX
who commutes to work by bike?,WHO MUST NICE/CLEAN KITCHEN
"no, john didn't break the truck, mary broke the truck.",POSS FRIEND GROUP/TOGETHER IX fs- MARY IX IX fs- MARY NOT fs- MARY IX
some boat sank off cape cod (i think).,OFTEN MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
my friend loves traveling all over. his favorite place is asia because their food is delicious.,POSS FAMILY THAT IX fs- PARK IX MUST ACCEPT fs- GRUNT DCL COW NOISE IX SAY IX
"""i better get going,"" he said.",IX IX IX IX
"there are many different options: they can pass to the wide receiver, ",REALLY POSS SISTER IN BROOKLINE WITH DEAF fs- OF fs- BEACH IX LOOK
i reached under the raft and found her.,IX CAN RAIN IX MAKE REALLY ONE TWO
my friend is currently planning a surprise event.,FRIEND LOOK MOVIE ACT QM
the bride and groom didn't dance.,fs- BEACH MANY THING
mother isn't buying a car for john.,FATHER ARRIVE SCHOOL READ BOOK IX
then they would ask the hit group about the car and whether if the glass was broken.,IX fs- GRUNT DCL LOOK MOVIE FUTURE READ MAGAZINE # NO NOT REASON IX MUST DCL
the student who won the award will get a $100 voucher.,FATHER ARRIVE HOME fs- BEACH DCL BOSTON fs- VERY REALLY WOW
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",# IF IX IX GO-OUT # DOG_2 IN # SO IX NOT BREAK TIME POSS FATHER IX CAN HORSE
"if father arrives home late at night, he can't help us with our homework.",POSS FATHER ARRIVE HOME fs- MARY GO NOT fs- ALI HAVE fs- LATE NIGHT WHY IX #
"if my friends go out, i will join them.",IF FRIEND NOT IX fs- MARY FUTURE TAKE-UP
if there's no snow outside then normally school isn't cancelled.,# IF POSS BIRTHDAY_3 ICL ICL BCL
mother cleans the kitchen.,MOTHER MUST PAY fs-
they made a judgment in the bathroom. judgment is carried out in the bathroom.,BUT # IF fs- GRUNT 1 DCL REALLY IX REFUSE LIVE IX MUST NICE/CLEAN KITCHEN
some boat sank off cape cod (i think).,OFTEN MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",THEN IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IN IX DCL DCL
striped shirts are cool because they look good on me.,# SO IX IX HAVE WIFE TAKE IX MUST MAKE
i wrote to explain that deaf people can read lips.,IX CAN DCL DCL DCL DCL DCL
bob hasn't sent the letter.,fs- BOB IX MUST REQUEST DIRECT/EXPLAIN OF
"the pig, i mean, the wolf arrived and stared at him.",# IF IX IX IX NOT BUY IX fs- JOHN FUTURE NOT
specific places allow grunting but in general everyday grunts are not really accepted.,# NO IX NOT RAIN IX GRAB-CHANCE DCL REALLY DIFFERENT fs- OF NOISE
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",IX MUST CLEAN PICK-UP TIME IN THAT POSS NEW WORK IX NOT REASON THAT IX IN SCHOOL
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",fs- BOB IX fs- OBAMA CHOOSE L-X MAKE REALLY PITY fs- OF fs- EVEN DIRECT/EXPLAIN - c o n u a
will you go to the post office? who will?,IX MUST PAY fs- OF fs- JOHN FUTURE IX fs-
where did mother walk to?,MOTHER FINISH NICE/CLEAN KITCHEN QM
"this is connected to the voice itself, and it is displayed like a print within voice identity.",fs- BOB LOOK LOOK OH-I-SEE # NO IX NOT LIKE WHY # WHEN # SO IX MUST PAY
"when my friend starts to surf the internet, i have to tell him to do homework.",FRIEND POSS FRIEND LOOK OH-I-SEE IX
john finished reading.,fs- JOHN FUTURE
if it happens to rain i won't have an umbrella.,# IF RAIN IX IX HEARING BOSTON ICL ICL DCL EVERY+WHERE SAME
john wants to sell his car in the future.,IX MUST NICE/CLEAN WHO MANY
i haven`t yet paid rent.,# SO IX DEPART CAMP WHERE IX
the people i met last night were really interesting!,SAME SAME IX fs- LATE NIGHT WHO WHY RECENT-PAST
the watch that my brother just found is real gold!,LOOK DCL LOOK LOOK DCL
"when it rains, i have to leave.",# SO IX IX NOT STAY_2 HOME fs-
"when bob enters the surprise party, everyone will spray silly string at him.",POSS FATHER ARRIVE HOME fs- BOB IX fs- MARY IX CAN TELL POSS WEDDING
mother doesn't want to buy a house.,POSS CAR WHO
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",TEACHER POSS SISTER WHERE GO-OUT SELL
there is way more research focused on speech disorders than on good quality speech.,# IF IX fs- MARY IX HAVE MANAGE/CONTROL CAN LOOK SEE IX IX BCL
is that the only one horse playing on the farm?,ONE IX MUST MORE BUT MOVIE HOME SCHOOL CANCEL/CRITICIZE IX
those friends dyed their hair together.,FRIEND IX GO-OUT SELL IX KISS-FIST
do you all agree?,IX ENJOY LITTLE-BIT COMPANY
my friends are videophoning from home.,FRIEND IX # SO IX NOT
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",# SO NOT LIKE IX REALLY SAME IX fs- ALI HAVE DIFFERENT THING
john works nights.,IX fs- MARY
"when it looks warm out, i must go to the beach.",IX LOOK DCL fs- LATE NIGHT WHO IX fs- IT fs- VERY
where was the man born? he was born in chicago.,IX HAVE THAT IX MUST PAY ON DCL fs- BEACH BOSTON
my sister wants a headband for her birthday because she has long hair.,POSS SISTER RAIN WHY IX INNOCENT POSS NEW FRIEND WHY HAVE HOW PEOPLE
"really, i ended up getting arrested for that?",LOOK OH-I-SEE IX MUST PAY s e AND SECOND-IN-LIST
"we decided to have hamburger and french fries, something simple.",IX HAVE DEAF fs- IT # LA IN BOSTON REALLY LIVE
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",# IF FRIEND DEPART MOVIE IX fs- IT DEAF PEOPLE LOOK
"the car didn't break down, the truck did.",# IF IX ARRIVE fs- LATE IX # NO IX #
mother bought a car and gave it to john.,FATHER ARRIVE IX fs- JOHN IX fs- JOHN FINISH
how many books will john buy?,fs- JOHN SHOULD GIFT fs- MARY
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,IX NOT SNOW SCHOOL IX REALLY IX LOOK # OK
"in the past, when i was four or five years old...",SAME IX HAVE BIG # SO NOT SNOW IN # SO IX IX MUST
"if i see that the beach is crowded, i won't go.",FAMILY SCL SCL fs- MARY
mac beats pc because mac is good at suiting people`s needs.,fs- BRIDE AND fs- SUE fs- OF NOISE fs- DANA JUMP s HOME
john's old house was sold yesterday.,fs- JOHN ARRIVE WORK BICYCLE QM
what did john buy yesterday?  books.,fs- BOB IX ARRIVE YESTERDAY CHOCOLATE CAR
...and when that was done we got on the raft again,IX # WHEN NOT CANCEL/CRITICIZE IX NOT # OR IX FINE
this happens when people don't know about the differences in sensory orientation.,REALLY IX # DO DEAF fs- MARY WHY DCL REALLY
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,LOOK PERSON POSS FRIEND GROUP/TOGETHER DCL DCL fs- VERY DEAF fs- PARK POSS s e p l s e f a l s e AND REALLY POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
my aunt is currently making a blueberry pie.,POSS SISTER IX INTRODUCE NEW FRIEND GROUP/TOGETHER SOON
which house will the student's father buy?,STUDENT POSS FATHER ARRIVE HOME fs- BILL
the hearing person didn't care and got into the car.,IX IX ARRIVE WHO ARRIVE
now france's king is bald.,COP MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER ONE NIGHT
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",# SO IX # OK IX MAKE IX fs- VERY fs- BEACH IX MUST PAY fs- OF IX #
what does john eat? he eats caviar. yuck!,fs- JOHN POSS FRIEND GO-OUT PARTY NOT DEAF PEOPLE IX
he would read the book if he had time.,IX MUST CHOCOLATE IX MUST PAY fs- LATE NIGHT
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",# IF # SO NOT THINK CAN LOOK LOOK
"so, what does deaf speech mean?",POSS fs- MARY WHO DEAF PEOPLE IX
you didn't pass out?,IX IX NOT IX IX IX
"from then on, we were good and stayed out of trouble at csun.",POSS FAMILY VACATION WHERE fs- BEACH DEAF PEOPLE POSS WEDDING BUT # LA
france's king is bald.,FRIEND GROUP/TOGETHER GO-OUT POSS FRIEND GO-OUT
did the student buy many books?,STUDENT IX MOTHER CHOCOLATE fs- MARY
"thirdly, the hospital often will discuss about the communication options.",# IF THAT IX CAN FIND/FIND-OUT UMBRELLA IX CAN LOOK OH-I-SEE
what did john buy yesterday?  books.,fs- JOHN ARRIVE MOVIE IX FINISH GIVE
"since mary's car broke, john has been taking her to work.",# SO IX fs- fs- MARY IX fs- MARY LOVE
my teacher is a good advisior.,TEACHER NOW IX FINISH READ BOOK
"my mother taught my two brothers and me, so it was easier for us to move around.",POSS SISTER IX ARRIVE HOME IX IX CAN fs- ALI IX fs- VERY
"if he has time, he will bake cookies.",# NO IX HAVE THAT SCL QM
"after i explained wyoming, the tons of cows and all that...",IX LOOK BCL BCL BCL fs- IT BCL # WHEN
"when the teacher finishes reading the magazine, she will read a book.",fs- OF ARRIVE HOME fs- OF fs- BEACH IX NOT SCL SELL
"if my computer breaks down, i tell carol.",IX fs- GRUNT LOOK MOVIE ACT IX MUST PICK/CHOOSE
i can't believe the car broke!,# DOG_2 IX FINISH READ BOOK IX HAVE
good weather has not arrived in boston… hurry up!,HORSE PLAY VIDEO-GAME IX MUST WRITE MEAN IX MUST MAKE
"or they can hand off to the running back, ",IX fs- MARY IX IX NOT NOT IX
i enjoyed chatting with those two because we talked about asl.,# SO IX NOT HAVE BETTER YEAR IX MUST IX NOT
wow! that watch costs three thousand dollars!,LOOK fs- DANA DECIDE IX KISS-FIST fs- RENT
"vince lombardi, before his men walked onto the field, ",IX fs- LATE POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
why did the friends dye their hair together?,FRIEND GROUP/TOGETHER DCL DCL DCL TOGETHER/GO-STEADY_2 QM
do you like physics class?,REALLY ONE NIGHT WHO
i love fireworks.,IX IX NOT
"if i don't study, i will fail.",# IF IX # IF IX MUST DO THAT KIND
the students obeyed and listened to the teacher.,STUDENT IX MOTHER IX FINISH READ BOOK IX
"...this is really my favorite quote.  before that super bowl game,",IX BCL DCL # NO IX LOOK OH-I-SEE SAME fs- BEACH DCL DCL s e
those friends went out together.,FRIEND GROUP/TOGETHER SCL IX FINISH
mary isn't a vegetarian.,fs- JOHN IX HAVE TIME IX
will john give his father that car?,fs- JOHN POSS fs- JOHN ARRIVE HOME
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",NOT RAIN IX DCL IX # SO DEAF IX # OK FINE IX
no one wants to go.,FRIEND GROUP/TOGETHER DEPART QM IX
i hope there's pineapple cream cheese.,IX KNOW IX fs- CREAM CHEESE IX NOT
when is the pizza party that friend is hosting?,FRIEND LOOK NOISE TIME IX GRAB-CHANCE BIRTHDAY_3 WHY MUST
john has visited mary.,fs- JOHN IX fs-
john will visit mary.,fs- JOHN HAVE fs-
who's driving?,WHO IX MUST DCL
"when my friend calls me on the video phone, the lights flash on and off.",POSS FRIEND RAIN WHY POSS FRIEND GROUP/TOGETHER
they assigned me many tasks.,IX NOT ARRIVE
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,IX REALLY fs- BILL IX fs- MARY IX NOT IX SAY IX fs- BOB IX FEEL fs- BEACH
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",LOOK PERSON IX fs- GRUNT DCL LOOK IX CAN
"...and here in boston is that the fall, in september, seems about the same.",IX HOPE IX NOT CANCEL/CRITICIZE s t i p HOSPITAL LOOK # NO IX # WHEN IX IX ENTER
who loves john?,WHO IX fs-
"in event of snow, school is cancelled.",POSS FRIEND GO-OUT # NO NOT REASON POSS
"that book you are reading now, i read a long time ago when i was young.",fs- JACK HAVE PINEAPPLE fs- SPEECH IX MUST
last night i rented an awful movie.,# SO IX GO-OUT # SO IX
mother does not want to buy a house.,FATHER NOT LIKE CHOCOLATE NOT BUY HOUSE
the student likes chocolate.,STUDENT IX ARRIVE HOME
what did bob give his girlfriend?,fs- BOB IX fs- BOB IX
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,# IF SNOW SCHOOL DEAF PEOPLE fs- OF fs- MARY NOT IX # LA # OK SAME IX NOT DEAF PEOPLE IX # SO IX fs- PARK SCL DEAF DEAF PEOPLE WHO LOOK IX NOT LIKE WHY BCL IX # IF
the teacher likes movies.,TEACHER GIVE STUDENT IX
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",IX IX IX fs- EVEN MAKE SAME IX REFUSE CLEAN NASAL NAME BCL
my first year at csun.,# WHEN POSS MOTHER+FATHER MOTHER+FATHER
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",REALLY IX CAN HAVE GOOD/THANK-YOU IX IX NOT # SO IX
"john doesn't usually take mary to work, they usually walk to work together.",fs- JOHN POSS FAMILY IX HAVE MANAGE/CONTROL DCL DCL DCL IX fs- CREAM CHEESE IX fs-
he removes the coffin lid and looks in.,OFTEN MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,LOOK IX NOT HAVE BIG # DOG_2 IX CAN FROM fs- OF IX fs- ALI START IN # DOG_2
now mary knows john.,fs- MARY IX fs-
how to control making noises in the different places is also challenging.,# IF FRIEND GO-OUT # IF IX NOT LIKE IX REALLY IX
"last monday, i knew it would rain the next day.",AUNT IX KISS-FIST fs- OF WHO IX NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM
i was looking back and saw two cops running.,IX MUST PAY fs- LATE NIGHT DCL REALLY IX
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,BAD WEATHER IX HAVE BIG # OK OFTEN IX HAVE fs- OF STRUGGLE ONE STORY IX CAN - c o n
bob hasn't given the rose to his girlfriend.,fs- BOB IX CAN fs- BOB IX KISS-FIST IX #
my friend loves to go outside because he loves camping.,POSS FAMILY IX GO-OUT PARTY IX HAVE DEAF # NO
"i have to admit that during spring time in boston, it rains a lot.",IX LOOK TRUE-BUSINESS MAKE REALLY BIG # BQQ PARTY
i need to buy shorts.,IX LIKE PINEAPPLE fs- OF
my father moved here to chicago.,FRIEND GROUP/TOGETHER IX # IF SNOW
the sister doesn't like chocolate cereal.,# SO IX ARRIVE FOR IX GRAB-CHANCE IX
i missed my morning class because i didn`t wake up to my alarm.,# IF IX INTRODUCE NEW AUNT POSS BIRTHDAY_3 ONE TWO DIFFERENT IN # OR #
i was definitely deaf.,IX LOOK IX IX
he decided to waive the fine because he thought it was funny.,LOOK OH-I-SEE IX LOOK IX LOOK IN HOUSE IX fs- BILL IX
do you want butter?,IX CAN HAVE TIME
"after the movie ends, the teacher will buy a book to give to the student to read.",NOW IX LOOK MOVIE BOOK
"if the friends don't go out together, they will stay home and watch tv.",# IF FRIEND IX fs- BOB IX MUST
whose car is that?,IX WHO WHO SCL
"did john read the book?  yes, he already did.",fs- JOHN FINISH READ BOOK WHY IX FINISH READ BOOK
"if mom doesn't walk to the store, there won't be any milk.",# IF FRIEND GROUP/TOGETHER IX CAN TELL POSS FRIEND GO-OUT IX fs- OF VOICE
the student likes chocolate.,STUDENT BUY PLAID SHIRT
when did you graduate high school? will you go to college?,THAT IX LOOK OH-I-SEE IX fs- CREAM CHEESE ON # DO SOMETHING/ONE
"...he told his men, ""hey, remember: winning isn't everything--",SAME FOR THAT IX IX NOT LIKE
"from now on, i won't sleep. that's it. ",BCL IX SCL IX
did the teacher buy a house yesterday?,IX MUST CLEAN TEACHER BUY BOOK IX
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,IX FAMILY FEEL POSS MOTHER LOOK OH-I-SEE # WHEN NOT STAY_2 HOME BCL
"for example, in some areas of the world, people have a strong tendency to talk fast.",# IF MOTHER IX NOT BREAK TOOTH/GLASS
"when my friends go out, i'll take the time to do homework.",FRIEND SCL
who lost the key?,WHO MUST NICE/CLEAN KITCHEN
who arrived?,WHO IX
the boy wants new shoes.,FRIEND GO-OUT POSS FAMILY VACATION
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",THAT fs- DANA WHO fs- BEACH BOSTON
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",IX HAVE fs- BOB IX KISS-FIST POSS BIRTHDAY_3 IX REFUSE IX THINK MORE FRIENDLY IX FEEL SAY YES
i tended to sneak in and cause problems for another residences.,IX MAN IX MAKE PEOPLE DCL REALLY NONE n t i
"the cop said, ""no, i saw it very clearly.""",IX LOOK LOOK # VP
"i was relieved, because it was important that nobody see me.  ",POSS ROOMMATE MANY BCL BCL BCL # WHEN
the students must learn to listen to the teacher because the teacher is in charge.,TEACHER STUDENT IX REALLY WOW AND fs- BEACH IX REFUSE EAT
has the teacher cleaned the classroom yet?,TEACHER GIFT TEACHER IX CAN LOOK OH-I-SEE
"when it's loud, it can be seen as a lack of politeness, as barbaric.",BCL BCL BCL
where is your friend driving to?,FAMILY GO-OUT # WHEN IX SCL
the students gave a book to the teacher.,POSS FAMILY READ BOOK NOT LIKE MOVIE IX
then what happened was a wolf arrived in the area,IX LOOK PEOPLE IX MAKE COURT fs- LATE NIGHT
i've been here all day; i want to leave.,IX NOT LIKE WHY IX KISS-FIST fs- LATE NIGHT
was i shitfaced drunk last night?,BCL BCL BCL POSS FRIEND GO-OUT
while the paper manila envelope...,HORSE LOOK DCL DEPART CAMP
"if all the students arrive on time, there won't be a test.",# IF IX STUDENT POSS FAMILY IX JOIN BCL IX IX NOT IX NOT BREAK
all the boys each give the teacher an apple.,fs- DANA SAY WHERE # WHEN FATHER IX HAVE
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",fs- DANA STILL NOT HAVE DEAF PERSON WHO fs- IT IX REALLY WOW TO/UNTIL 5 IN THAT
last night i did a lot of homework.,FRIEND IX KISS-FIST IX NOT # NO
do you think obama will be elected again for his second term as president?,BCL BCL
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,# DO THAT IX IX HAVE THAT IX NOT REALLY IX NOT LIKE CHOCOLATE
"when we arrive in india, i have to send my family a postcard thanking them for support.",fs- THEN POSS BIRTHDAY_3 LOOK OH-I-SEE CAN DCL DCL DCL REALLY PERSON
"mary's not here, she just left.",fs- BOB IX NOT ARRIVE HOME fs- LATE WOW
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",IX IX HAVE BIG IX LOOK MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER ONE POSS IDENTIFY # NO NOT KNOW IX
what did bob give to his girlfriend?,fs- BOB IX CAN LOOK # NO
bob hasn't gone to the post office.,fs- BOB IX NOT LIKE # OR IX fs-
or ask the collided group about the car and if the glass was broken?,IF POSS CAR BREAK-DOWN IX fs- JOHN FUTURE READ BOOK
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",IX # IF IX fs- PARK fs- LATE NIGHT
the flat road was boring but at least it was safe!,IX MAKE REALLY MAKE REALLY fs- OF IN fs- RENT POSS
"if i decide not to swim in the water, i will walk on the shore.",# IF RAIN IX IX LOOK QM DCL LOOK
i had a big bruise near my eye.  why...,IX MAKE LIST NOT-YET IX GRAB-CHANCE INFORM MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
where do you work?,IX NOT RAIN WHERE
"have hearing friends come over, to socialize.",FRIEND GROUP/TOGETHER DCL BCL
"no, i just finished homework.",IX KISS-FIST MOVIE POSS FAMILY TAKE-UP
i hate asking for directions and then having to read lips and gestures to figure out the directions.,THEN SAME # NO IX MOVE-AWAY # DOG_2 IX MUST PAY BUOY
obama is from philadelphia.,IX FINISH GO-OUT WHERE
the teacher likes chocolate.,TEACHER GIVE CAR NOT
"when the sun rises, he asks himself, what was that, with the shaking? ",# IF IX KISS-FIST IX NOT CANCEL/CRITICIZE IX NOT REFUSE NOT LIKE DCL
i braced myself as we went down--i was expecting to fall out.,REALLY IX IX REALLY MANY THING IX REALLY POSS FRIEND IX SCL
the park is crowded because the kids love playing there.,POSS FAMILY VACATION EVERY-YEAR IX MUST PAY fs- BOB IX
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",REALLY IX MUST NICE/CLEAN CLASS_2+BOX/ROOM VOICE DEAF PEOPLE MUST CLEAN RED FUNNY
i always get sick in winter because i wear flip-flops.,IX THINK MAKE COURT IX REFUSE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
the deaf man turned to the cop and gestured that he couldn't hear.,SAME SCL IX NOT HAVE PINEAPPLE fs- VERY fs- BEACH IX MUST
"i have to admit that sf copies boston a little, but anyway...",IX NOT RAIN DEAF fs- VERY OF PEOPLE WHO IX REALLY IX MAKE s e
who is asking for directions?,SOME RAIN RAIN ICL ICL
my friends realized they didn`t want a pizza party because it has been the norm.,FRIEND GO-OUT RAIN IX MAN IX fs- OF PERSON IX MAN IX
"when you finish homework, you can go play outside.",IX LOOK IX FINISH READ BOOK WHEN IX MAN REFUSE
"if it snows, school is cancelled.",FRIEND GO-OUT SNOW SCHOOL DCL DCL DCL
when the three pigs grew up...,POSS SISTER RAIN ICL ICL
who likes chocolate?,WHO ARRIVE HOME
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",# WHEN NOT BUY PLAID SHIRT MAKE NOISE DCL DCL WHY IX # NO NOT RAIN NOT # LA
"the next pig, well, he wasn't lazy...",REALLY IX IX ARRIVE
"i was drinking underage, too.",STUDENT HAVE THAT SCL
why isn't there any chocolate cereal?,IX LIKE CHOCOLATE DRY-CEREAL IX fs- OF fs-
"if father arrives home late, he can`t help us with our homework.",FATHER IX ARRIVE HOME fs- LATE NIGHT IX MUST
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,FRIEND IX # WHEN IX # NO POSS FRIEND HAVE THAT IX THAT IX IX # OR PARTY # IF FRIEND FINISH DEPART
the sushi i ate tasted weird. i hope it`s not spoiled.,BCL NOT LIKE MOVIE fs- LATE WHY MUST
john read a/the book.,fs- JOHN IX NOT CANCEL/CRITICIZE
"if it's cold, my mom won't go out.",IX LOOK # SO IX NOT RAIN
is that john's father's car?,POSS SISTER CAR NOT CAR BREAK-DOWN
"dad likes chocolate cereal, like me.",IX LIKE CHOCOLATE
"...you know, they have different buildings for different wards.  i went in and waited some more.",THAT IX MUST PAY fs- IT DCL WHY # SO FINE DEAF PEOPLE
there are real implications behind the value of speech culture and what it means when it's given a voice.,IX HAVE THAT fs- OF VOICE DEAF PEOPLE POSS fs- LATE NIGHT
mary is funny. she really wants an ugly dog.,fs- MARY RAIN IN HOUSE
there's something strange about myself.,REALLY IX LOOK MOVIE NOT BUY HOUSE
some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE IX GO-OUT
"if john eats spinach, he will get sick.",fs- TO # NO IX HAVE PINEAPPLE fs- LATE
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",IX fs- TO IX fs- SPEECH DEAF THREE PIG REALLY HAVE fs- EVEN s t i n d e
often they don't realize how much noise they are making. so they're not as quiet as they think.,SAME IX HAVE DEAF PEOPLE SAME IX FAVORITE/PREFER fs- OBAMA LOOK OH-I-SEE IX NOT WIN FOR POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",IF RAIN DCL LOOK LOOK NOISE IX KISS-FIST READ BOOK BUT DCL DCL REALLY BIG # LA IN HOUSE
i noticed some animal crossing the road.,IX NOT IX MAKE REALLY WHO
mary arrived late.,fs- MARY IX
it must be ripped fast to reduce the noise.,IX MAKE REALLY IX MAKE LIST NOT-YET NONE/NOTHING+ONE NONE/NOTHING+ONE
the game finishes before 6? what time?,IX LOOK MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
"i thought ""why don't i just drive on"". ",IX CAN FIND/FIND-OUT ICL ICL
