input sentence,translation
she didn't realize that her voice actually sent a message that was misunderstood.,THAT MOTHER+FATHER AND OTHER WAS ASIA ANGELA REALLY AUSTRALIA AAA WAS WAS REALLY AUSTRALIA OTHER
the teacher cleans the classroom everyday because he wants it clean for his students.,MOTHER+FATHER FATHER FATHER CLEAN TEACH+AGENT STUDY_2 FORMERLY CLASS_2+BOX/ROOM CLEAN CLEAN FOR-FOR REFUSE EVERYDAY FOR
the friends have not played frisbee.,PLAY+AGENT FRIEND NOT-WANT PLACE NOT-MIND PLAN
"...really, football players now make millions of dollars.  ",NOT-KNOW FOOD NOW+AFTERNOON FOOD FOOD KNOW DOLLAR_2 PLACE PLACE PLASTIC PLASTIC NOW+AFTERNOON
the screening shows that the baby is deaf.,HEARING SCREAM SHOWER HEARING BOXING CHAT BOXING BABY
but anyway i was sitting...,INTERPRET ICL SITUATION SIT SITUATION
you're going to the mall today? can i join? my car has a flat.,ANGELA TOMORROW NONE/NOTHING AREA MALL AND AUSTRALIA HEARING AAA JOIN IDENTIFY ICL AGAIN MALL AND ASIA ARRIVE A-LOT
wolf chased after the pigs.  two pigs went into the brick house.,ENTER STUDENT CHARACTER STUDENT OVER/AFTER ENTER INTERCOURSE+fs-UP BUTTER STUDENT INTERCOURSE+fs-UP ANYWAY/NOT-MATTER DIFFERENT TEACH+AGENT
barack obama swam at the beach.,BEAUTIFUL THAT BEAUTIFUL MEAT BEACH BLACK
jim threatened to sue the man who punched him.,MANAGE/CONTROL MAN TO/UNTIL TOGETHER/GO-STEADY_2 TOGETHER/GO-STEADY TO/UNTIL JIM MAN THREE
mary owns many different cars.,PRESIDENT ENVIRONMENT DIFFERENT APPOINTMENT DIFFERENT
john's voice was a good match to the character he played. his character in the movie was that of a swashbuckler.,AAA ARRIVE RAIN GOOD CHAPTER THAT ANGELA GOOD ANGELA ASIA VOICE AREA MATCH HEADACHE AUSTRALIA HEADACHE ASIA ASIA CHAPTER AAA ASIA AUSTRALIA MOVIE GOOD
is bill planning on moving to new york?,ONE HEARING+PERSON PLACE VACATION ROWING MOVIE_2 BILL PLAY
"in the field of audiovocal orientation, they have their own way of viewing the role of voice range...",NONE/NOTHING WAY AUDIOVOCAL ROLE DIRECT/EXPLAIN ROLE ROLE HAVE INFORM INTERCOURSE+fs-UP ROLE FIELD AUDIOVOCAL NOTHING WAY OFTEN OWN INTERRUPT WAY INCLUDE/INVOLVE INTERCOURSE+fs-UP
i didn`t enjoy talking to donna and jessica.,LIGHTNING INVITE/HIRE INTERCOURSE+fs-UP HEARING LIGHTNING TALK INTERCOURSE+fs-UP AND TALK WEDDING
"my hand became numb, and he stitched it.",BECOME FACE+SAME HELP HELP LOOK+SAME HERE HEADACHE MISUNDERSTAND BECAUSE
"after working out and playing he went into the locker room to change clothes and next to the room there was a hallway. he heard two deaf people grunting. as if they were having a conversation, and grunting back and forth.",IDEA ROOM AFTER TWO WAS AND WHERE AUSTRALIA BACK CHALLENGE CHALLENGE AND CHALLENGE AFTER WAS TWO AND CHALLENGE AUSTRALIA TO/UNTIL DEAF AAA AFTER AREA WHERE GO-OUT ANGELA AFTER AUSTRALIA HEADACHE WERE TWO AREA ANGELA CHANGE ASIA AND AFTER CHANGE CHALLENGE BACK ROOM AND AND
"if i don't have any money, i go to my aunt's house and eat there.",IMPORTANT HAVE EAT+MORNING AND TOILET ICL HAVE HOW-MANY ANY IDEA ICL INTERPRET MANY TOTAL ANY AND TO/UNTIL MANY HOW-MANY EAT
john should buy a car.,SHOW ABOUT SHOULD ANGRY BUY
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",GO-OUT BELONG A-LOT ARRIVE NONE/NOTHING PINEAPPLE BRING NOISE NONE/NOTHING ALSO TOMORROW BEAUTIFUL TO/UNTIL AGAIN A-LOT SHOW REALLY BEAUTIFUL REALLY THING THING ALL-DAY TOTAL MAYBE BETTER AND AND WITH WORK ANY+ONE REALLY FIRST-IN-LIST HEARING A-LOT
"so, i will be analyzing what goes along with deaf speech.",INTERPRET WITH INTERNET DEAF BECAUSE WHAT BELONG WITH WITH INFORM INFORM WHAT
what did john buy yesterday?,JOHN FINISH GIVE - YES
"the house shakes again, louder and worse than before.  he ran downstairs.",DISORDER AGAIN REFUSE THEN BECAUSE HEAR HEARING DOWN WORK HEAR BEFORE_2 WORK WORK HERE
"wow, his/her friend is a tall man.",AREA ANGRY SMALL GROUP/TOGETHER TALK OTHER MAN TALK AAA WOW
"wow, someone told me that the president might get fired.",PRESIDENT NAME SOME+ONE PRESIDENT WOW/AWFUL SOME+ONE PREVENT GET PAST+NIGHT GAME PREVENT
the student does not like chocolate.,NOT-WANT LIKE ACCIDENT CHOICE ACT+AGENT NOT-CARE
"""...i saw him put something in his mouth""",SOMETHING/ONE PUT-AWAY EXPLAIN SOME AGAIN BOXING BRING MORNING INHALE INTERPRET INTRODUCE AGAIN
"if mother cleans the kitchen, it means we can`t bake cookies.",MAKE FATHER FATHER HIT FATHER LITTLE-BIT COOLER SIT CAN CLEAN ITALY HIT MAKE HIT
the movie starts at 7.,MOVIE_2 STAY_2 WHAT POUR-SWEAT BEAT
"if my friends do not want to go out, i will stay home and watch television.",HOME SOME GO-OUT WANT HOME GO-OUT WANT+NEG GOOD/THANK-YOU WANT WANT WATCH TELL WANT STAY NOT-YET GOOD/THANK-YOU WANT
if it stops snowing outside then school will reopen tomorrow.,COOK/KITCHEN STILL THEN HEARING ROWING OUTSIDE LIGHTNING THEN LITTLE-BIT LITTLE-BIT
"i had to put up and stay up til six or seven in the morning.  i was hoping that gas station would be open by then, since i needed my tire fixed before i went on to boston.",HOPE TEACH+AGENT INFORM RAIN THING SITUATION NONE/NOTHING ONE PERSON MORE TORTURE_2 EXPERIENCE GROW-UP TEACH+AGENT BOSTON FOR SET-UP MORE SKI SET-UP HEARING FOR BECOME AGAIN RAIN DIFFERENT DIFFERENT FOR ONE TO/UNTIL ICL TO/UNTIL DIFFERENT THING BELONG HEARING HEARING EXPERIENCE NONE/NOTHING NONE/NOTHING
if john stays home it probably means he's sick.,SOME PERMIT HOMEWORK MEAN FORGET-IT HOME+WORK PROBLEM WAIT SICK SOME HIT
they grabbed my arm and bent it behind my back.,HIT PRESIDENT BEHIND BED FARM FARM LITTLE-BIT WAIT LITTLE-BIT CAR+AGENT
i bought a gift for my mom. she will love it!,AUSTRALIA AMONG_2 AUSTRALIA PAST+NIGHT PAST+NIGHT FOR-FOR INCLUDE/INVOLVE AREA INCLUDE/INVOLVE AGAIN FOR-FOR ASIA
four of us boys lived in a dorm room.,AUSTRALIA AND ACCEPT AGAIN RAIN ACT RAIN DORM ACCEPT
"what they praise is connected to the voice; they say, ""you have a beautiful voice""…",SAY BEAUTIFUL BEAUTIFUL AAA AREA AUSTRALIA GOOD/THANK-YOU ASIA ARRIVE AAA NOISE TO/UNTIL ASIA GOOD/THANK-YOU AGAIN ALSO ANGELA AAA NOISE
i will keep drinking coffee.,IMPORTANT IOWA INSTITUTE DEEP NONE/NOTHING
sue is buying that blue car.,FISHING BRING NONE/NOTHING THAT CARE SUE
"yesterday, i didn't play any golf.",IDEA INFORM INFORM IDEA ANY ICL ICL PLACE YESTERDAY
"he died way back, when i was around 8 years old.",IMPORTANT WAY IDENTIFY AROUND INTERPRET YEAR INFORM AROUND AROUND INSTITUTE AROUND WHERE
"john won't take mary to work, he usually takes amy.",HEAVY MAKE HEARING WONDERFUL MAKE MARY JOHN REALLY VARY TOGETHER/GO-STEADY WORD MAKE TOTAL
"if bob studies literature, he will pass his final exam.",FIND/FIND-OUT EXAMPLE CLASS GRASS FIND STILL HEADACHE PASS HEAR+NOISE PASS-OUT_2 HERE
"""i want to see you put the ball down on the ground...",WANT ONE FOOTBALL PERSON GROW-UP SMALL DOWN GOOD/THANK-YOU PUT GROUP/TOGETHER GROW-UP TOMORROW BALL TOMORROW SMALL
did mother give chocolate to john?,GROUP/TOGETHER GROUP/TOGETHER CHOCOLATE TO/UNTIL GIVE HAVE-TO
was i passed out drunk last night?,LAST OUT PAST DRUG PAST NIGHT OUT
i went and got another bag to put on my hand.,TO/UNTIL GROUP/TOGETHER MOTHER+FATHER PERSON PUT TOMORROW MOTHER IX BAG DIFFERENT AND
my friend is surfing the web.,FRIEND HEARING THING BEING TEND THING
father likes both books and movies.,TEACHER MOVE GROUP/TOGETHER TEACHER MOVIE UNDERSTAND
"the wolf held his sore behind in relief, then ran away.  the three pigs happily celebrated and danced.  they lived together for ever after.  ",MOTHER RAIN LOOK-OVER KIND LOOK-OVER BORE OTHER WEATHER UNDERSTAND AGAIN RAIN LIVE PIG MORE JOIN MORE TALK-OVER PIG LIVE INTERCOURSE+fs-UP MOTHER TEACHER GROUP/TOGETHER WHEN NOT-MIND AGAIN GROUP/TOGETHER
how many books will the students read?,THEN REALLY THEN BILL HOW-MANY SUNBATHE BILL
frank's car broke down.,CAROL DOWN FRANK BROTHER CARE_2 CARE
"if it's raining tomorrow, i'll stay home.",NONE/NOTHING LIGHTNING RAIN START STAY-AWAKE-ALL-NIGHT HOMEWORK STAY NONE/NOTHING STAY_2 STAY HOME STATE
who sent the letter?,PRESIDENT WHO ENVIRONMENT SENTENCE
"here (in boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",FRIEND NOT-MIND NOT-MIND PAY/SPEND PAY/SPEND COMMUNICATE DIFFERENT COMPETITION CULTURE DIFFERENT FRIEND NOT-CARE TO/UNTIL CANNOT TEACH+AGENT CULTURE BUTTER FUTURE COMPETITION SEND TOTAL GOOD/THANK-YOU BOSTON FUTURE GOOD/THANK-YOU SURF-INTERNET TOMORROW GET-TICKET NOT-YET TO/UNTIL LECTURE COMMUNICATE CULTURE CANNOT TEACH+AGENT TOMORROW
"my mother told her to take it easy, said ""we'll see... """,HER FATHER LITTLE-BIT COLD TOMORROW AFRAID GROUP/TOGETHER TAKE-UP SEE HER MOTHER MOTHER+FATHER TOTAL TAKE TEACHER MOTHER+FATHER SIT TAKE
"really, i felt...",INTERRUPT INSTITUTE INSTITUTE READY INTERNET INSURANCE/INFECTION
who is going out?,OUT ANY+THING BRING KING
the boy's bike crashed and he fell off.,HEAR OFFICE HITCH-HIKE HEARING+PERSON HERE THOUSAND CRASHED HEARING MIKE BOY
john should not buy a house.,AUSTRALIA AREA ACCEPT AND AREA JOHN
who will go to the post office?,GOOD/THANK-YOU TO/UNTIL GOOD/THANK-YOU+NIGHT GO-OUT POSS GOOD/THANK-YOU NEXT-TO
that first night they brought me home...,FIRST-IN-LIST TIME SOME MEXICO/SPAIN BECOME SOME NIGHT MEAN MEAN
"analyzing information from a voice that tells their character, their personality, and their job. you may also be able to tell a person's size, height, weight, age, race, gender, sexual orientation...",TELL INFORMATION BECAUSE ABOUT AND ARRIVE BRING TELL TO/UNTIL TO/UNTIL AAA PERSON ABOUT INFORMATION HEARING INFORMATION AND AREA ASIA AND SEXUAL AREA AGAIN TELL AREA TELL FROM ALSO INFORMATION SEXUAL SEXUAL PERSON THAT AAA SEXUAL ALSO TELL GOOD/THANK-YOU TELL TELL HEARING NONE/NOTHING ANGELA INFORMATION
"when father arrives home late, mother refuses to make dinner.",OTHER MOTHER COME TOGETHER/GO-STEADY SOME MOTHER FATHER REFUSE DINNER TO/UNTIL LATE
"honestly, i don`t like commuting to work by bicycle.",HEARING ICL TOMORROW WORD IDENTIFY COMMUNICATE LIKE TOOTH/GLASS BICYCLE IMPORTANT COMPETITION LIGHTNING
john did not visit mary.,NOT+MUST JOHN NOT-CARE NOTHING-AT-ALL JOHN
because that waitress was really hard to understand.,THAT WAIT CHAT THAT THAT BECOME TO/UNTIL REALLY
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",IDEA HEAR GOOD AAA ANGELA ASIA AAA EACH+ONE AREA AAA HEAR GOOD ANGELA GOOD/THANK-YOU HEARING AREA ASIA AND AAA ACCEPT ALL-NIGHT ASIA
why do you work all night?,GOOD/THANK-YOU ADULT-TALL WORK ALL ALL-NIGHT HOMEWORK
wearing black clothes in the summer will make you hot.,THEN RAIN THING AGAIN BLACK BLAME THING BLACK BLACK WEDDING
he drank coffee all day.,SMALL ADULT-TALL HEAVY ALL-DAY COFFEE
i notice that babies hate fireworks. the fireworks scare the babies.,FIREWORKS NOT FIREWORKS_2 NOT INTRODUCE FIREWORKS SCARE NOT-MIND FIRE VOICE FIRE NOT-CARE
the deaf person continued driving and started to speed again.,DEAF NONE/NOTHING UNDERSTAND PERSON AGAIN HEARING UNDERSTAND DEAF STAY SPEED
i swerved and slammed on the brakes; the headlights shone right in the deer's face.,NONE THEN RAIN INTERNET NONE NIGHT SITUATION SOMETHING/ONE SHOW RIGHT BOSTON NONE RIGHT RIGHT JOIN AGAIN HEARING NONE/NOTHING+ONE
why are they chasing me? i asked myself.,CHASE INTERPRET AREA LIGHTNING NONE/NOTHING INFORM INTERCOURSE+fs-UP INFORM INTERCOURSE+fs-UP
the teacher finished reading the magazine so now she is going to read a book.,ASIA AREA READ TEACHER KNOW AAA READ ANGELA AREA TEACHER FINE TEACHER NOW SO-SO ARRIVE
i commute to work by bike.,TOMORROW IDENTIFY WORK TOGETHER/GO-STEADY WORK TOGETHER/GO-STEADY_2
the horses hate the rain- they don't like running in the rain.,LIKE VOMIT/HATE THING COMMUNICATE INTERRUPT RUN INTERPRET THING NONE/NOTHING LIKE LIKE HATE RUN EXPLAIN DIRECT/EXPLAIN
when did the president go to china?,LONG-AGO WHEN WHEN GOOD/THANK-YOU TOOTH/GLASS WHEN CHILDREN
"last week, john went to new york.",TOGETHER/GO-STEADY_2 TONY NEXT-TO LAST TEACH+AGENT TODAY RECENT-PAST RECENT-PAST
"if my family decides not to adopt the puppies, my friend probably will.",CANNOT FRISBEE NOT TO/UNTIL NOT NOT-KNOW FRIEND FRIEND TOTAL TOTAL NOT-YET WHY+NOT PAY/SPEND FRIEND
i changed the tire. the tire was a donut tire that is only supposed to last for 50 miles.,DONUT A-LEVEL-BELOW AUSTRALIA FOR DONUT THAT AAA THAT AREA AGAIN ONLY THAT PAST CHANGE AND IDEA THAT TO/UNTIL FOR-FOR DONUT TO/UNTIL
"once i finish work, i'm going home.",FINE IDENTIFY WORD INTERCOURSE+fs-UP FINISH NONE/NOTHING FINISH THING FIND/FIND-OUT INTERPRET
there are many issues related to how body control is associated with objects in the environment.,OBJECTS HERE MAN MANY WITH WITH INTERCOURSE+fs-UP MANY OBJECTS HOW HERE RAIN OBJECTS CONTINUE AGAIN INSURANCE/INFECTION
it is empty.,WAIT SPIT OVER-IT
did bob send the letter?,LETTER/MAIL SUNBATHE TEND PAY/SPEND THEREFORE
i told him/her tomorrow it would rain.,FATHER ICL FORGET-IT SIT MOTHER COLD SIT OTHER WAIT
mother is sick because she just took care of her ill friend.,OF-COURSE OTHER MOTHER+FATHER BECAUSE CARE MOTHER ILL HER SICK ILL MOTHER+FATHER HERE
"if i pay rent now, i will have to cancel my vacation.",TEACH+AGENT DIFFERENT TEACH+AGENT INSURANCE/INFECTION PAY EVERY-MONTH/RENT CAN DIFFERENT ICL INCLUDE/INVOLVE STILL PAY NOW
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",WAS ICL REALLY DRIVE BUT REALLY INSPIRE CANCEL/CRITICIZE REALIZE BUT ICL SO-SO ICL REALLY+WORK THAT IDEA ALSO DRIVE DRIVE REALIZE WAS
what time did my friend crash the party?,FRIEND THAT FRISBEE KNOW-THAT TIME SEND GIRL+FRIEND FRIEND
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",AAA AUSTRALIA AFTER THAT FATHER WAS HEADACHE WHEN AFTER HEADACHE AAA AREA AND HALF AAA HEADACHE HEADACHE OUT AND AFTER FATHER AFTER ASIA AND AND AREA SIX ASIA HALF AGAIN FATHER
john is constantly driving mary to work.,WORD WORK TOTAL TOTAL BRING TOTAL CONCEPT
i don't want to go out; it's raining now.,TO/UNTIL POINT-TO HEARING HEARING IDEA WANT_2 RAIN HEARING GOOD/THANK-YOU IDEA THING
is it raining outside?,SIT ANY+THING NONE/NOTHING NONE/NOTHING
john is giving mother chocolate.,OTHER JOHN MOTHER FISHING FATHER
"the cop told my friend, ""make sure you keep an eye on him overnight.""",VACATION MEAN AND MAN FRIEND KEEP AND SOON CULTURE PERSON COLD CULTURE CULTURE MAN BOSTON FUTURE AND
the boat suddenly shot down; the rapids were churning all around us.,COAT ONLY WHERE ALL-DAY FISHING FISHING WERE SHOCK HOT FALL HEARING FALL AROUND
i noticed my sister acting strange.,HEARING NOTICE NOT-MIND INSURANCE/INFECTION HEARING OVER/AFTER
"ali was sitting, shaking; then he got up slowly and started punching the air.",HUSBAND AND HEAVY AND WAS THRILL/WHATS-UP TAKE-UP SITUATION SET-UP HEADACHE AND HEADACHE SIT ALI SITUATION START
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",THEN GOOD/THANK-YOU SCHOOL BECAUSE SCHOOL TO/UNTIL NOT INVITE/HIRE SCHOOL AND HIT PAY PAY AAA ANGELA THAT PAY AUSTRALIA BECAUSE NONE/NOTHING PAY SCHOOL PAY
the man decided he didn't want a big car; he prefers a small car.,SMALL ASIA MAN MAN SMALL HERE SMALL ANGELA ANGELA MAN WOMAN SMALL DECIDE AND DECIDE ABOUT MAN
...saw the whole thing.,THIRTY_2 THIRD-PLACE_2 THEREFORE THIRD-PLACE_2 THIS WHO THINK+SHOCK
that (right over there) is john's car.,THAT THAN OVER/AFTER JOHN KNOW-THAT CARE CAR THIS OVER/AFTER PING-PONG/TENNIS BRAVE/RECOVER
how many cars has the teacher bought so far?,TEACHER HOW MANAGE/CONTROL SO-SO WEATHER SO-SO MANY HOW-MANY HOW
who commutes to work by bike?,COMMUNICATE COMPARE COMMUTE WHO TOMORROW WORD
"no, john didn't break the truck, mary broke the truck.",BREAK BREATHE SNEAK VARY MARRY SUNBATHE JOHN LIBRARY BREAK+ENTER BREAK-DOWN VARY BREAK-DOWN THEN BREAK-DOWN
some boat sank off cape cod (i think).,SOMETIMES OFF SOME COME SOME BECOME TURN-OFF SOME SOMETIMES COME
my friend loves traveling all over. his favorite place is asia because their food is delicious.,HEARING PLACE ALL-NIGHT TRACK-RING FRIEND BECAUSE BRING WEDDING BECAUSE WRITE HOUSE TRACK-RING FALL TRACK-RING BRING BASKETBALL NONE/NOTHING
"""i better get going,"" he said.",REPORTER HEAR/LISTEN SEMESTER CHARACTER BETTER GET HEAR HELP GET
"there are many different options: they can pass to the wide receiver, ",CANNOT APPOINTMENT SCARE TOTAL PAST+NIGHT DECIDE RECENT-PAST TOGETHER/GO-STEADY_2 TOILET DECIDE LEAVE-THERE CANNOT BREATHE
i reached under the raft and found her.,RAFT AND REALLY+WORK REALLY AND INCLUDE/INVOLVE INTERPRET REALLY
my friend is currently planning a surprise event.,ASIA KING FRIEND ABOUT IDEA AAA END ASIA
the bride and groom didn't dance.,THEN BRING DECIDE HEADBAND BRING BRICK HIDE GROOM
mother isn't buying a car for john.,MOTHER AUSTRALIA AREA MOTHER CAR GROUP/TOGETHER ASIA CAR ASIA
then they would ask the hit group about the car and whether if the glass was broken.,FIND/FIND-OUT GRASS WEATHER FIND/FIND-OUT OTHER THEN CLASS GO-OUT ABOUT WEATHER AND ABOUT ASK WHERE MOTHER ASK THEN
the student who won the award will get a $100 voucher.,GET WHO AREA AAA APPLE AGAIN TEACH+AGENT TEACH+AGENT AREA ALSO ANGELA AAA ACT ASIA
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",KIND HEARING STYROFOAM TEASE ASIA CAN WANT NONE/NOTHING PEOPLE AREA THING THAT HEARING THEN HEAR AND GOOD/THANK-YOU STYROFOAM HEAR STYROFOAM THAT TO/UNTIL AUSTRALIA
"if father arrives home late at night, he can't help us with our homework.",LATE WITH MOTHER HOME LATE HERE LATE ARRIVE HOME ARRIVE HEARING HEAR WITH HOME HELP HEAR HELP
"if my friends go out, i will join them.",INTERCOURSE+fs-UP INTERCOURSE+fs-UP INTERCOURSE+fs-UP INFORM GO-AWAY IDENTIFY ICL INTERPRET IMAGINE GONE
if there's no snow outside then normally school isn't cancelled.,THEN OUTSIDE NOT-CARE NONE/NOTHING+ONE SET-ASIDE NOT-KNOW REALLY CANCEL/CRITICIZE THEN NOT-YET NOT-WANT OUTSIDE OUTSIDE CANNOT
mother cleans the kitchen.,BROTHER MOTORCYCLE BROTHER GRANDFATHER
they made a judgment in the bathroom. judgment is carried out in the bathroom.,A-LOT STUDENT AND AND ACT AREA AREA AREA ABOUT ABOUT OUT ACCEPT AUSTRALIA AND INTERPRET
some boat sank off cape cod (i think).,THIRTY_2 THING SOME BECOME TURN-OFF RELATIONSHIP-OFF CAPECOD THINK THING THINK+HOPE
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",FOR SEARCH-FOR EXPLAIN MAN READY REALLY+WORK DIRECT/EXPLAIN LANGUAGE FOR INHALE READY INFORM READY INFORM BUT REALLY+WORK/BUSINESS AREA MANY REALLY MANY
striped shirts are cool because they look good on me.,AREA COOL HOUSE ONE SCHOOL BLOOD GOOD LOOK-OVER GOOD/THANK-YOU BECAUSE
i wrote to explain that deaf people can read lips.,IMPORTANT REALLY+WORK INCLUDE/INVOLVE REALLY ICL THAT TOMORROW INTERCOURSE+fs-UP THAT ICL
bob hasn't sent the letter.,STUDENT LETTER/MAIL ANSWER+AGENT PREVENT PRESIDENT AGENT DIFFERENT
"the pig, i mean, the wolf arrived and stared at him.",PIG INTERCOURSE+fs-UP MEAN CAT MEAT ICL BOAT UNDERSTAND INTERPRET STAY STAY ARRIVE INSURANCE/INFECTION
specific places allow grunting but in general everyday grunts are not really accepted.,EVERYDAY REALLY GRUNTS REALLY EVERYDAY AREA INCLUDE/INVOLVE ALLOW ALLOW RAIN PLACE NONE/NOTHING GENERAL
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",FOR-FOR LOOK ANGELA ASIA FOR-FOR AUSTRALIA CHECK+fs-LIST WHO SPEECH ANGELA AND HEAR AND THREE THIRD-IN-LIST FOR CHECK+fs-LIST FOR FOR-FOR WERE AUSTRALIA AND FOR-FOR ASIA AUSTRALIA HEADACHE ASIA AUSTRALIA HEADACHE ASIA
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",MEAN SIT TOILET MEAN NOT TO/UNTIL NOT NOTHING BELONG FROM FISHING NONE/NOTHING NONE/NOTHING NOTHING MAYBE RANGE SIT COMMUNICATE TOILET CAN TOMORROW
will you go to the post office? who will?,TOILET GO-OUT STILL GOOD TO/UNTIL GOOD/THANK-YOU CHICAGO SUNBATHE SKILL GO-OUT
where did mother walk to?,HERE OTHER MOTHER+FATHER TEACHER HERE
"this is connected to the voice itself, and it is displayed like a print within voice identity.",AREA VOICE ASIA AGAIN THING AND AREA ANGELA AUSTRALIA TO/UNTIL HIT THING THIS LIKE AND VOICE THIS THIS
"when my friend starts to surf the internet, i have to tell him to do homework.",STAY KITCHEN TOMORROW TO/UNTIL TO/UNTIL FRIEND INTERNET DOG HOME FRIEND INFORM INTERRUPT IDEA HOME FRIEND TELL TELL
john finished reading.,SMASHED REALLY READY
if it happens to rain i won't have an umbrella.,UMBRELLA CAN ANY+ONE DIRECT/EXPLAIN HAVE IDEA HAVE TOGETHER/GO-STEADY_2 INCLUDE/INVOLVE HAVE IDEA INFORM
john wants to sell his car in the future.,FUTURE INTERPRET RAIN SELL INSURANCE/INFECTION INSURANCE/INFECTION INSURANCE/INFECTION WIN TOMORROW
i haven`t yet paid rent.,INFORM IDEA IMAGINE ICL INFORM IDENTIFY INCLUDE/INVOLVE
the people i met last night were really interesting!,IDEA ICL READ REALLY+WORK PEOPLE PEOPLE WERE HERE PAST+NIGHT
the watch that my brother just found is real gold!,REALLY+WORK MOTHER+FATHER WATCH FATHER WATER+DCL TEACHER BROTHER BROTHER WHAT THAT
"when it rains, i have to leave.",ATTENTION-WAVE INFORM NEXT-TO LEAVE-THERE FORGET-IT RAIN INTERNET WHERE
"when bob enters the surprise party, everyone will spray silly string at him.",NONE/NOTHING NOISE ENTER EACH+ONE ENTER ONE BOB STILL THING EACH+ONE HEARING ONE THING WHEN
mother doesn't want to buy a house.,AUSTRALIA AUSTRALIA TO/UNTIL AUSTRALIA AUSTRALIA AUSTRALIA ANGELA MOTHER+FATHER HOUSE
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",RAIN PLUS THING MORE MORE MORE MANY MAN THINK BELONG MOTHER+FATHER PLUS GROUP/TOGETHER SCHOOL OTHER INCLUDE/INVOLVE AND SPORTS MOTHER MOTHER+FATHER ANY MANY GROUP/TOGETHER THING BELONG ICL
there is way more research focused on speech disorders than on good quality speech.,THAT HERE HERE QUALITY GOOD/THANK-YOU THAT MORE ONE ONE WHERE BORE ACTION SPEECH GOOD
is that the only one horse playing on the farm?,ONE ONE-MONTH SOON FARM NONE/NOTHING THAT SURGEON PERSON ONE THAT
those friends dyed their hair together.,CHAIR FRISBEE CHAIR TOGETHER/GO-STEADY_2 FRIDAY PICK/CHOOSE
do you all agree?,ALL_2 DOWN THANK-YOU DOCTOR
my friends are videophoning from home.,SCARE FISHING LIGHTNING LIGHTNING NOT-CARE VIDEOTAPE
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",HUSBAND MUST HERE ANY SAME ANY INTERPRET GAME AND AND ANY WHERE THING AND CAFETERIA MUST CAFETERIA MUST FROM FROM WHERE GAME CAFETERIA FROM MANY NONE/NOTHING HERE
john works nights.,WORK-OUT # WORK-OUT
"when it looks warm out, i must go to the beach.",WHERE LOOK FARM GOOD/THANK-YOU ICL LOOK-OVER WHEN MUST GO-OUT WHERE FORGET-IT TOTAL
where was the man born? he was born in chicago.,MANY INTERCOURSE+fs-UP HEAR HEADACHE MANY BORE AGAIN WAS MANY CHILDREN WAS
my sister wants a headband for her birthday because she has long hair.,AND FOR FATHER FOR IDEA ANGELA SISTER HER BECAUSE HEADBAND AAA GROUP/TOGETHER AND
"really, i ended up getting arrested for that?",INTRODUCE NONE/NOTHING FORGET-IT THAT IDEA LIGHTNING GROW-UP FOR IDEA
"we decided to have hamburger and french fries, something simple.",WEATHER NEXT-TO HAVE SOMETHING/ONE TO/UNTIL TOMORROW WEATHER WEATHER NONE/NOTHING FRIEND FRIDAY
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",AREA SAFE ICL SAFE AND WHERE ANY+ONE BATHROOM ASIA WHEN WAS PLAY NOT-YET THAT WHEN AND THAT AND A-LOT AND THAT WAS
"the car didn't break down, the truck did.",BREAK+ENTER BREATHE DOWN CARE BREATHE BREAK+ENTER CARE THEN STUCK BREAD STUCK
mother bought a car and gave it to john.,FATHER GROUP/TOGETHER AAA CAR MOTHER APPLE AREA ABOUT HAVE
how many books will john buy?,MANAGE/CONTROL KILL MANAGE/CONTROL+AGENT COMPANY COMPANY BOOK
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,TO/UNTIL OFTEN HEAR SICK-OF THREE ABOUT THROUGH TO/UNTIL THROUGH TOMORROW
"in the past, when i was four or five years old...",IDEA FIVE FOUR PAST+NIGHT FOR PAST INCLUDE/INVOLVE RAIN WIN JOIN FOUR IDEA PAST+NIGHT INCLUDE/INVOLVE
"if i see that the beach is crowded, i won't go.",SEE THAT IMPORTANT KNOW-THAT IX INNOCENT INTERRUPT OH-I-SEE THAN INTERCOURSE+fs-UP INTERRUPT OH-I-SEE SEE-SEE SEE-SEE
mac beats pc because mac is good at suiting people`s needs.,BEACH BECAUSE BECAUSE EAT WEDDING EAT ENNIS HEARING THAT CHAT MAC BECAUSE FOOD
