input sentence,translation
"""...i saw him put something in his mouth""",PUT PUT SOME+THING AGAIN NONE/NOTHING THING PUT SOME+THING PUT NONE/NOTHING PUT NONE/NOTHING
"if mother cleans the kitchen, it means we can`t bake cookies.",THEN MOTHER MOTHER+FATHER MEAN MOTHER MOTHER MOTHER MOTHER+FATHER MEAN MAKE MOTHER GROUP/TOGETHER CAN OTHER
the movie starts at 7.,EAT START THAT MOVIE EAT
"if my friends do not want to go out, i will stay home and watch television.",WANT WANT HOME AND AND NOT AND WANT NOT WANT DO-DO NOT NOT AND WANT HOME STAY
if it stops snowing outside then school will reopen tomorrow.,OUTSIDE SCHOOL TOMORROW OUT SCHOOL STILL SCHOOL SCHOOL STILL SCHOOL
"i had to put up and stay up til six or seven in the morning.  i was hoping that gas station would be open by then, since i needed my tire fixed before i went on to boston.",THEN FOR PERSON EXPERIENCE BELONG ONE THING ICL BOSTON MORE ONE TO/UNTIL THING ONE INFORM PERSON FOR DIFFERENT ICL NONE/NOTHING FOR BOSTON ICL NONE/NOTHING TO/UNTIL AGAIN DIFFERENT TO/UNTIL GROW-UP TO/UNTIL HOPE FOR DIFFERENT DIFFERENT ONE FOR DIFFERENT ICL DIFFERENT TO/UNTIL
if john stays home it probably means he's sick.,JOHN PROCEED JOHN HOME SOME START HOME JOHN JOHN JOHN JOHN
they grabbed my arm and bent it behind my back.,TEACH+AGENT TEACH+AGENT GRASS KIND BEHIND BEHIND BEHIND AND BEHIND DIFFERENT
i bought a gift for my mom. she will love it!,AREA FOR LOVE FOR-FOR LOVE FOR-FOR LOVE FOR GIFT AREA FOR-FOR LOVE
four of us boys lived in a dorm room.,AREA FOUR AREA ASIA AUSTRALIA AUSTRALIA ANGELA ASIA AUSTRALIA
"what they praise is connected to the voice; they say, ""you have a beautiful voice""…",AREA WHAT WHAT AUSTRALIA BEAUTIFUL AREA AUSTRALIA HAVE WHAT AUSTRALIA BEAUTIFUL AREA WHAT ASIA WHAT BEAUTIFUL WHAT AREA WHAT
i will keep drinking coffee.,KEEP KEEP ICL FISHING DRIVE
sue is buying that blue car.,BLUE SUE BLUE BLUE SUE BUY
"yesterday, i didn't play any golf.",YESTERDAY MANY ANY MANY PLAID PLAY PLAY PLAY ANY
"he died way back, when i was around 8 years old.",WAS HEADACHE WAS WAY WAY HEADACHE WHEN WHEN WAY HEADACHE WHEN AROUND
"john won't take mary to work, he usually takes amy.",fs- WORK MARY HEADACHE TAKE TAKE TAKE WORK MARY JOHN MARY TAKE WORK
"if bob studies literature, he will pass his final exam.",HERE BOB HEADACHE FINISH HEADACHE BOB FINISH PASS HEADACHE BOB PASS
"""i want to see you put the ball down on the ground...",PUT SEE SEE WANT WANT WANT SEE SEE-SEE SEE-SEE SEE-SEE SEE-SEE DOWN WANT BALL WANT
did mother give chocolate to john?,CHOCOLATE JOHN ARRIVE CHOCOLATE MOTHER ARRIVE
was i passed out drunk last night?,WAS OUT GO-OUT WAS WAS LAST INSTITUTE
i went and got another bag to put on my hand.,AND PUT BAG BAG AND ICL AND BAG ICL BAG PUT
my friend is surfing the web.,FISHING FRIEND SURF-INTERNET LANDSCAPING PAY/SPEND BOXING
father likes both books and movies.,MOTHER AND BOOK BOTH FATHER FATHER
"the wolf held his sore behind in relief, then ran away.  the three pigs happily celebrated and danced.  they lived together for ever after.  ",THEN RAIN OTHER MORE KIND GROUP/TOGETHER LIVE LOOK-OVER GROUP/TOGETHER GROUP/TOGETHER LOOK-OVER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER RAIN RAIN GROUP/TOGETHER LOOK-OVER MORE INFORMATION KIND LIVE LOOK-OVER MORE GROUP/TOGETHER OTHER
how many books will the students read?,REALLY STUDENT HOW BOOK MANY BOOK MANY
frank's car broke down.,CAR BROTHER CARE BROTHER BROTHER BROOKLINE
"if it's raining tomorrow, i'll stay home.",NONE/NOTHING HOME STAY RAIN HEARING NONE/NOTHING STAY START START RAIN STAY NONE/NOTHING
who sent the letter?,WHO WHO SEND TEACH+AGENT
"here (in boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",FRIEND CANNOT WHERE DIFFERENT TO/UNTIL FUTURE NOT-YET WHERE FUTURE PAY/SPEND TO/UNTIL BOSTON PERSON PERSON WHERE CULTURE CULTURE BOSTON CULTURE BOSTON GOOD/THANK-YOU BOSTON BOSTON TO/UNTIL BOSTON TO/UNTIL WHERE DIFFERENT DIFFERENT GOOD/THANK-YOU WHERE WHERE NOT-YET TO/UNTIL TELL GOOD/THANK-YOU
"my mother told her to take it easy, said ""we'll see... """,TAKE FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER TAKE MOTHER MAKE TO/UNTIL MOTHER HER MOTHER+FATHER MOTHER MOTHER TAKE MOTHER
"really, i felt...",ICL INFORM INTERNET INTERCOURSE+fs-UP ICL READ
who is going out?,NONE/NOTHING THING HEARING NONE/NOTHING
the boy's bike crashed and he fell off.,HEADACHE TELL CRASHED AND HEAR AND HEARING AND AND TELL
john should not buy a house.,BUY NOT JOHN NOT BUY AREA
who will go to the post office?,GO-OUT POSS POSS GOOD/THANK-YOU POSS WHO WHO
that first night they brought me home...,SOME NIGHT FIRST FIRST FIRST FIRST TIME NIGHT HOME
"analyzing information from a voice that tells their character, their personality, and their job. you may also be able to tell a person's size, height, weight, age, race, gender, sexual orientation...",TELL TELL AND ALSO THAT THAT TELL ALSO THAT VOICE THAT THAT THAT AND TELL TELL VOICE VOICE ALSO VOICE THAT VOICE VOICE AND AND AND AND TELL VOICE TELL ALSO AND ALSO ALSO TELL ALSO THAT ALSO ALSO TELL VOICE AND THAT VOICE
"when father arrives home late, mother refuses to make dinner.",WHEN MAKE FATHER FATHER MAKE FATHER MOTHER+FATHER MAKE MOTHER+FATHER FATHER HOME
"honestly, i don`t like commuting to work by bicycle.",WORK HEARING WORK TOMORROW WORK LIKE TO/UNTIL ICL NONE/NOTHING THING THING LIKE
john did not visit mary.,JOHN VISIT MARY NOT NOT-YET
because that waitress was really hard to understand.,REALLY WAS WAITRESS BECAUSE BECAUSE THAT WAITRESS BECAUSE
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",TELL TELL HAVE TELL HAVE PEOPLE AREA PEOPLE AREA HAVE HEARING TELL HAVE PEOPLE HEARING PEOPLE HEARING HAVE PEOPLE TELL HAVE HEARING
why do you work all night?,DO-DO DO-DO GOOD/THANK-YOU DO-DO GOOD/THANK-YOU WHY
wearing black clothes in the summer will make you hot.,BLACK MAKE BLACK SUMMER NONE/NOTHING BLACK MAKE MAKE GOOD/THANK-YOU MAKE
he drank coffee all day.,HEADACHE HEARING HERE FOOTBALL COFFEE
i notice that babies hate fireworks. the fireworks scare the babies.,FIREWORKS NOTICE NOTICE THAT FIREWORKS NOTICE SCARE THAT FIREWORKS HATE NOTICE HATE
the deaf person continued driving and started to speed again.,DEAF PERSON PERSON DRIVE SPEED SPEED SPEED AND DEAF AND
i swerved and slammed on the brakes; the headlights shone right in the deer's face.,SOMETHING/ONE ICL ICL AND AND HEARING PERSON RIGHT RIGHT BOSTON AND HEARING RIGHT AND ICL RIGHT RIGHT ICL
why are they chasing me? i asked myself.,WHY CHAT WHY NONE/NOTHING WHY WHY CHAT THING WHY
the teacher finished reading the magazine so now she is going to read a book.,NOW TEACHER MAGAZINE AREA READ READ BOOK TEACHER AREA AREA READ NOW READ TEACHER NOW
i commute to work by bike.,TO/UNTIL COMMUTE WORK WORK WORK INTERNET
the horses hate the rain- they don't like running in the rain.,LIKE LIKE CHOCOLATE HATE LIKE LIKE INFORM HEARING NONE/NOTHING THING LIKE LIKE HEARING HATE THING
when did the president go to china?,PREVENT DIFFERENT PREVENT WHEN PRESIDENT STUDENT WHERE
"last week, john went to new york.",STUDENT JOHN RECENT-PAST JOHN JOHN LAST LAST JOHN
"if my family decides not to adopt the puppies, my friend probably will.",FRIEND NOT NOT FAMILY DECIDE PROCEED FRIEND FAMILY FAMILY FAMILY FRIEND FRIEND NOT-YET NOT
i changed the tire. the tire was a donut tire that is only supposed to last for 50 miles.,AREA TIRE TIRE TIRE AREA THAT TIRE TIRE THAT AREA FOR TIRE FOR AREA FOR TIRE THAT FOR THAT FOR THAT
"once i finish work, i'm going home.",ONCE FINISH WORK ONCE FINISH ICL FINE FINE FINISH FINISH
there are many issues related to how body control is associated with objects in the environment.,HOW WITH WITH BODY WITH WITH WITH MANY MANY OBJECTS WITH WITH MANY BODY OBJECTS WITH
it is empty.,SIT LITTLE-BIT HIT
did bob send the letter?,FRIEND SEND LETTER/MAIL TEND FRIEND
i told him/her tomorrow it would rain.,MOTHER+FATHER MOTHER+FATHER OTHER GROUP/TOGETHER TOMORROW MOTHER+FATHER SIT OTHER GROUP/TOGETHER
mother is sick because she just took care of her ill friend.,MOTHER BECAUSE SICK MOTHER+FATHER SICK MOTHER+FATHER MOTHER BECAUSE HER MOTHER+FATHER MOTHER CARE
"if i pay rent now, i will have to cancel my vacation.",CAN RENT PAY PAY HAVE DIFFERENT RENT NOW NOW PAY RENT HAVE PAY
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",SO-SO REALIZE SO-SO REALIZE REALLY REALIZE REALLY BUT REALLY THAT SO-SO REALLY SO-SO BUT REALIZE THAT REALLY WAS BUT REALLY WAS
what time did my friend crash the party?,WHAT WHAT WHAT CRASH PARTY CRASH WHAT WHAT
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",AFTER AFTER AGAIN AND AND AND AND AFTER THAT AGAIN AND STILL AFTER AND AGAIN AND AGAIN AFTER AFTER AFTER AND AFTER AND AFTER AND AFTER AGAIN HAVE AFTER AFTER AFTER
john is constantly driving mary to work.,fs- MARY JOHN JOHN TO/UNTIL WORK JOHN
i don't want to go out; it's raining now.,NOW GO-OUT WANT NOW NONE/NOTHING ICL TO/UNTIL WANT WANT WANT NOW ICL ICL WANT
is it raining outside?,HEARING HIT NONE/NOTHING HEARING
john is giving mother chocolate.,JOHN JOHN MOTHER+FATHER MOTHER JOHN
"the cop told my friend, ""make sure you keep an eye on him overnight.""",COP MAN COP FRIEND FUTURE CAN ANY+ONE FUTURE KEEP COP CAN FUTURE SOON KEEP MAKE KEEP CAN
the boat suddenly shot down; the rapids were churning all around us.,AROUND BOAT ALL ALL AROUND AROUND ALL ALL AROUND AROUND WERE HERE WERE
i noticed my sister acting strange.,SISTER NOT NOT-MIND NOT SISTER NOT-YET
"ali was sitting, shaking; then he got up slowly and started punching the air.",THEN HEADACHE AND WAS WAS HEADACHE ALI HEADACHE HEADACHE AND AND WAS THEN THEN THEN AND
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",THAT BECAUSE AREA PUBLIC AREA PUBLIC THAT PAY AUSTRALIA BECAUSE BECAUSE PUBLIC BECAUSE THAT THAT PUBLIC AREA THAT AREA THAT AREA PAY PUBLIC
the man decided he didn't want a big car; he prefers a small car.,WANT WANT AREA BIG MAN SMALL SMALL SMALL AUSTRALIA WANT MAN BIG WANT AREA SMALL MAN WANT
...saw the whole thing.,WHOLE WHO THIRTY_2 WHO WHO WHOLE WHOLE
that (right over there) is john's car.,CAR CAR THAT CAR PAST+NIGHT PAST+NIGHT CAR THAT NIGHT JOHN THAT
how many cars has the teacher bought so far?,SO-SO TEACHER MANY MANY TEACHER SO-SO MOTHER+FATHER MOTHER+FATHER MANY
who commutes to work by bike?,WORK WORK WORK WORK WORK TODAY
"no, john didn't break the truck, mary broke the truck.",JOHN TRUE-BUSINESS BROTHER BREAK-DOWN BREAK TRUE-BUSINESS TRUE-BUSINESS BREAK-DOWN BREAK BREAK STEAK JOHN BREAK TRUE-BUSINESS
some boat sank off cape cod (i think).,BOAT BOAT BECOME THING BOAT BECOME THING OFF SOME THINK
my friend loves traveling all over. his favorite place is asia because their food is delicious.,FRIEND PLACE FRIEND FOOD FRIEND PLACE FOOD BECAUSE FRIEND BECAUSE FOOD ALL BECAUSE FOOD FOOD ALL BECAUSE
"""i better get going,"" he said.",GET GET ENTER HEADACHE BETTER BETTER HERE GET HEAR
"there are many different options: they can pass to the wide receiver, ",WHERE HERE WHERE MAN GRASS MAN WHERE WHERE MAN HERE PAST TOMORROW TO/UNTIL
i reached under the raft and found her.,UNDER UNDERSTAND REALLY AND RAFT AND REALLY RAFT
my friend is currently planning a surprise event.,FRIEND ASIA FRIEND SURPRISE AREA AAA FRIEND SURPRISE
the bride and groom didn't dance.,BRIDE GROOM GROOM GROOM GROOM GROOM DECIDE GROUP/TOGETHER
mother isn't buying a car for john.,CAR CAR CAR CAR MOTHER+FATHER CAR MOTHER+FATHER AREA AREA
then they would ask the hit group about the car and whether if the glass was broken.,ASK ABOUT CAR CAR HIT HIT HIT CAR AND HIT THEN ABOUT HIT ABOUT ABOUT THEN ABOUT
the student who won the award will get a $100 voucher.,GET GET STUDENT AREA STUDENT AUSTRALIA WHO AREA GET GET GET STUDENT WHO ASIA
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",CAN AREA KIND CAN THEN CAN KIND THEN THEN WANT HEARING KIND THEN CAN THEN AREA KIND CAN CAN HEARING THEN THEN KIND
"if father arrives home late at night, he can't help us with our homework.",FATHER HOME LATE LATE HELP FATHER HELP WITH FATHER FATHER HOME WITH LATE HOME LATE WITH HOME
"if my friends go out, i will join them.",IDEA FRIEND GO-OUT ICL INFORM IDENTIFY GO-OUT ICL GOOD/THANK-YOU JOIN
if there's no snow outside then normally school isn't cancelled.,SCHOOL SNOW OUTSIDE SNOW THEN THEN NOT THEN THEN NOT OUTSIDE SNOW SCHOOL NOT
mother cleans the kitchen.,FATHER MOTHER GROUP/TOGETHER MOTHER
they made a judgment in the bathroom. judgment is carried out in the bathroom.,ANGELA AUSTRALIA ASIA AREA AAA AREA AUSTRALIA OUT AREA OUT AREA ASIA AUSTRALIA AUSTRALIA ASIA
some boat sank off cape cod (i think).,SOMETHING/ONE BOAT SOME SOME SOME THINK BOAT BECOME BOAT SOME
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",BUT AREA FOR BUT BUT BUT MANY MANY REALLY AREA BUT AREA FOR REALLY REALLY AREA AREA BUT REALLY HERE
striped shirts are cool because they look good on me.,GOOD COOL ONE COOL LOOK COOL BECAUSE GOOD BECAUSE GOOD
i wrote to explain that deaf people can read lips.,DEAF THAT CAN PEOPLE DEAF DEAF PEOPLE DEAF READ CAN
bob hasn't sent the letter.,TEACH+AGENT STUDENT SEND BOB STUDENT STUDENT LETTER/MAIL
"the pig, i mean, the wolf arrived and stared at him.",AND THAT THAT ARRIVE EAT AND AND THAT WOLF
specific places allow grunting but in general everyday grunts are not really accepted.,BUT NOT BUT BUT GRUNTS REALLY EVERY+fs-DAY NOT NOT GRUNTS GRUNTS GRUNTS EVERY+fs-DAY
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",AND THROUGH AREA AND AND WHO THROUGH AREA FOR AND AND AND FOR THROUGH AND AND WHO WHO FOR AND AND WHO FOR THROUGH FOR AREA AND AREA AND FOR
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",NOTHING NOTHING RANGE FROM NOTHING NOTHING FROM CAN NOTHING RANGE NOTHING CAN NOTHING CAN NOT RANGE FROM NOTHING FROM NOTHING NOTHING
will you go to the post office? who will?,WHO STILL WHO WHO GOOD/THANK-YOU GO-OUT WHO WHO POSS TO/UNTIL
where did mother walk to?,MOTHER WHERE WALK WHERE MOTHER
"this is connected to the voice itself, and it is displayed like a print within voice identity.",VOICE AREA LIKE AND VOICE THIS AND AND AND AND THIS AREA AREA AND THIS VOICE VOICE AND
"when my friend starts to surf the internet, i have to tell him to do homework.",HAVE WHEN WHEN FRIEND DO-DO WHEN DO-DO HAVE TELL TELL TELL DO-DO DO-DO TELL TELL WHEN HAVE
john finished reading.,FINISH READ JOHN
if it happens to rain i won't have an umbrella.,HAVE RAIN RAIN HAVE RAIN HAVE MEAN AND MEAN RAIN HAVE HAVE
john wants to sell his car in the future.,SELL CAR SELL FUTURE SELL SELL JOHN JOHN JOHN
i haven`t yet paid rent.,ICL HAVE INFORM ICL HAVE HAVE INCLUDE/INVOLVE
the people i met last night were really interesting!,LAST PEOPLE REALLY NIGHT WERE NIGHT PEOPLE REALLY REALLY
the watch that my brother just found is real gold!,WATCH REALLY BROTHER THAT THAT THAT GROUP/TOGETHER BROTHER REALLY REALLY
"when it rains, i have to leave.",IDEA RAIN RAIN WHERE RAIN WHEN WHERE HAVE
"when bob enters the surprise party, everyone will spray silly string at him.",EVERY+ONE EVERY+ONE STRING SILLY SURPRISE BOB WHEN EVERY+ONE BOB BOB STRING SILLY SURPRISE BOB
mother doesn't want to buy a house.,AREA BUY BUY MOTHER BUY AREA WANT AREA AREA
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",MORE PLUS PLUS OTHER MORE MANY AND MORE AND MORE OTHER MORE PLUS MANY PLUS OTHER MORE MANY MANY MORE PLUS PLUS AND MANY PLUS MORE
there is way more research focused on speech disorders than on good quality speech.,THAN RESEARCH MORE THAN SPEECH GOOD MORE GOOD RESEARCH SPEECH MORE SPEECH THAN THAN
is that the only one horse playing on the farm?,ONLY ONLY ONLY ONE THAT ONLY THING THAT ONE HORSE
those friends dyed their hair together.,THEN FRIENDLY DYE DYE FRIEND TOGETHER/GO-STEADY_2
do you all agree?,ALL ALLERGY DO-DO ALL
my friends are videophoning from home.,MORNING FROM FROM HOME FRIEND BOXING
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",ANY CREAM ANY FROM FROM CAFETERIA CREAM CAFETERIA ANY AND ANY FROM CREAM CREAM ANY CAFETERIA CAFETERIA AND CREAM ANY ANY CREAM CREAM CAFETERIA ANY ANY CREAM
john works nights.,JOHN WORK JOHN
"when it looks warm out, i must go to the beach.",WARM LOOK WARM WHEN MUST WARM WHEN WARM WARM WARM WHERE WARM
where was the man born? he was born in chicago.,BORN MAN HEADACHE MAN BORN MAN MAN BORN BORN BORN HEADACHE
my sister wants a headband for her birthday because she has long hair.,LONG FOR BECAUSE BECAUSE SISTER AREA AREA BIRTHDAY FOR-FOR FOR FOR BECAUSE FOR-FOR
"really, i ended up getting arrested for that?",FOR FOR-FOR FOR FOR REALLY FOR-FOR ICL FOR-FOR FOR-FOR
"we decided to have hamburger and french fries, something simple.",SOME+THING SOME+THING HAVE HAMBURGER HAVE HAMBURGER HAVE SOME+THING SOME+THING HAVE SOME+THING
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",THAT NOT NOT NOT WHEN NOT SAFE AREA NOT NOT SAFE SAFE WHEN AREA THAT THAT SAFE AREA NOT AREA AREA NOT
"the car didn't break down, the truck did.",BREAK BREAK TRUCK BREAK TRUE-BUSINESS BREAK TRUE-BUSINESS BREAK CAR TRUE-BUSINESS TRUCK
mother bought a car and gave it to john.,MOTHER AREA AREA AND AREA MOTHER+FATHER AND MOTHER MOTHER+FATHER
how many books will john buy?,BUY JOHN HOW JOHN BUY JOHN
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,GO-OUT HERE GO-OUT TOMORROW ABOUT HERE FIND/FIND-OUT GO-OUT SELF HEARING TO/UNTIL GO-OUT GO-OUT HERE
"in the past, when i was four or five years old...",WHEN WHEN WHEN WAS FIVE FIVE FOUR FOUR WHEN FIVE FIVE WHERE WAS FIVE
"if i see that the beach is crowded, i won't go.",SEE-SEE THAT SEE-SEE SEE BEACH THAT SEE SEE-SEE SEE ICL SEE THAT SEE SEE
mac beats pc because mac is good at suiting people`s needs.,GOOD MAC BECAUSE THAT MAC PEOPLE GOOD MAC PEOPLE MAC GOOD MAC MAC
john's old house was sold yesterday.,HOUSE OLD HOUSE YESTERDAY OLD YESTERDAY JOHN WAS
what did john buy yesterday?  books.,fs- BOOK CHAT THAT BOOK THAT THAT
...and when that was done we got on the raft again,WAS THAT AGAIN WAS THAT WHEN WAS RAFT AGAIN WHEN RAFT RAFT WAS
this happens when people don't know about the differences in sensory orientation.,WHEN ABOUT ABOUT PEOPLE ABOUT THIS THIS ABOUT THIS WHEN THIS ABOUT ABOUT THIS
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,AUNT AND HUSBAND FOR REALLY HERE ANY+ONE AND AND AND REALLY TOTAL REALLY HERE WHERE WHERE AND FOR RAIN TO/UNTIL A-LOT WHERE MORE WHERE REALLY FOR WHERE TO/UNTIL FOR FOR REALLY MORE FOR HERE WHERE RAIN MORE HERE
my aunt is currently making a blueberry pie.,AUSTRALIA AREA BLUE+fs-BERRY AUNT AUNT BLUE+fs-BERRY BLUE+fs-BERRY AAA
which house will the student's father buy?,WHICH HOUSE HOUSE FATHER FATHER HOUSE BUY STUDENT WHICH
the hearing person didn't care and got into the car.,CARE CARE AND CAR NONE/NOTHING CAR CARE PERSON HEARING AND CAR CARE
now france's king is bald.,KING LIGHTNING KING LIGHTNING NOW THING NOW
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",FOR GROUP DEAF FROM FROM DEAF FOR GROUP GROUP FOR GROUP FOR FOR GROUP DEAF DEAF DEAF GROUP AREA
what does john eat? he eats caviar. yuck!,JOHN HEADACHE WHAT JOHN WHAT WHAT HEADACHE WHAT JOHN JOHN
he would read the book if he had time.,BOOK HEADACHE BOOK HEADACHE LOOK HEAR BOOK READ LOOK
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",THEN HEARING HEARING START FIND/FIND-OUT SOME SOMETIMES NONE/NOTHING FIND/FIND-OUT SAY FIND/FIND-OUT BRING SOMETHING/ONE NONE/NOTHING HEARING THING THING HEARING THING START SHOW NONE/NOTHING SHOCK START FIND/FIND-OUT SHOW HEARING NONE/NOTHING
"so, what does deaf speech mean?",THAT SPEECH DEAF WHAT SPEECH DEAF WHAT
you didn't pass out?,PASS GOOD/THANK-YOU PAST+NIGHT GOOD/THANK-YOU PAST PASS
"from then on, we were good and stayed out of trouble at csun.",AND AND WERE WERE WERE THEN THEN WERE FROM FROM OUT AND WERE WERE
france's king is bald.,KING NONE/NOTHING BEING KING NONE/NOTHING KING
did the student buy many books?,MANY BUY BUY BUY STUDENT BUY
"thirdly, the hospital often will discuss about the communication options.",COMPETITION ABOUT HOSPITAL COMPETITION HOSPITAL DISCUSS ABOUT DISCUSS DISCUSS COMPETITION HOSPITAL
what did john buy yesterday?  books.,BOOK THAT CHAT PAY/BUY PAY/BUY YESTERDAY BOOK
"since mary's car broke, john has been taking her to work.",JOHN JOHN JOHN JOHN CAR CAR MARY JOHN JOHN JOHN CAR HERE HERE HER
my teacher is a good advisior.,TEACHER ASIA GOOD AREA TEACHER TEACHER
"my mother taught my two brothers and me, so it was easier for us to move around.",AND AND MOTHER MOTHER+FATHER TWO TWO AND FOR AND FOR TWO TWO MOTHER AND TWO TWO AND AND
"if he has time, he will bake cookies.",HEARING HEADACHE HEADACHE HERE HERE HEADACHE HEADACHE HEAR TIME
"after i explained wyoming, the tons of cows and all that...",THAT ICL ALL ICL AFTER AFTER AND THAT THAT AND AND ALL THAT AND
"when the teacher finishes reading the magazine, she will read a book.",AREA READ READ READ READ AUSTRALIA ANGELA READ AUSTRALIA READ AREA TEACHER READ
"if my computer breaks down, i tell carol.",ENTER CAR TELL REPORTER TELL IMPORTANT COMPUTER CAR BREAK-DOWN
i can't believe the car broke!,BELIEVE ICL BELIEVE BELIEVE CAN BELIEVE CAR BELIEVE
good weather has not arrived in boston… hurry up!,GOOD NOT NOT GOOD HURRY GOOD HURRY HURRY NOT-YET NOT
"or they can hand off to the running back, ",AND AND NONE/NOTHING FOR FOR TO/UNTIL FOR AND FOR
i enjoyed chatting with those two because we talked about asl.,BECAUSE TWO WITH WITH GO-OUT WITH BECAUSE ABOUT NONE/NOTHING NONE/NOTHING BECAUSE
wow! that watch costs three thousand dollars!,THREE WATCH THAT THOUSAND WATCH WATCH WATCH THAT
"vince lombardi, before his men walked onto the field, ",FRANCE BORE DANCE BORE THIS BORE DANCE BORE MORE DANCE
why did the friends dye their hair together?,DYE DYE FRIEND HAIR+DYE HAIR+DYE HAIR DYE WHY
do you like physics class?,LIKE CLASS LIKE DO-DO DO-DO
i love fireworks.,ICL FIRE INFORM
"if i don't study, i will fail.",IDEA INFORM INTERNET STILL INCLUDE/INVOLVE STILL INTERPRET STUDENT IDENTIFY INFORM
the students obeyed and listened to the teacher.,AND TEACHER TOMORROW STUDENT AND STUDENT TOMORROW TEACHER
"...this is really my favorite quote.  before that super bowl game,",GAME KNOW-THAT CHAT CHAT WRITE WRITE WRITE MORE SUPPOSE GAME MORE POLITE WRITE GAME MORE
those friends went out together.,OUT DIFFERENT FRIEND ABOUT OUT
mary isn't a vegetarian.,MARY AUSTRALIA ASIA ANGELA ASIA ASIA
will john give his father that car?,FATHER THAT ARRIVE JOHN JOHN CAR CAR
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",GO-OUT GO-OUT GO-OUT OTHER PERSON LOOK HEARING HEAR NOISE LOOK FIND/FIND-OUT GROUP/TOGETHER ONE GOOD/THANK-YOU OTHER NOISE NOISE LOOK NOISE ABOUT NOISE DIFFERENT ABOUT ABOUT PERSON ABOUT NOISE HEAR DIFFERENT LOOK HEAR LOOK HEAR DIFFERENT DIFFERENT NOISE LOOK HEAR LOOK HEAR NOISE ABOUT ONE GOOD/THANK-YOU HERE LOOK PERSON LOOK HEAR ONE
no one wants to go.,NOT WANT NOT NOT ONE
i hope there's pineapple cream cheese.,PINEAPPLE PEOPLE PEOPLE CREAM PINEAPPLE CREAM CREAM CREAM
when is the pizza party that friend is hosting?,THAT FRIEND THAT WHEN PARTY PARTY PARTY THAT END
john has visited mary.,JOHN JOHN JOHN JOHN
john will visit mary.,fs- VISIT STILL JOHN
who's driving?,WHO WHO WHO DRIVE
"when my friend calls me on the video phone, the lights flash on and off.",FRIEND SAME TIME WHEN AND WHERE WHERE WHEN WHEN FRIEND CRASH SAME FRIEND AND FRIEND AND
they assigned me many tasks.,SAME SAME SAME MAN SAME
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,AND THEN CIGARETTE PUT FROM CIGARETTE PUT THEN THEN CIGARETTE CIGARETTE CIGARETTE CIGARETTE AND AND THEN THEN PUT CIGARETTE
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",WHERE AND ALSO WHERE WHERE THAT AND AND THAT ALSO THAT WERE THAT WHERE THAT AND AND WHERE ALSO WHERE ALSO WERE WHERE WHERE AND THAT WHERE WERE WHERE AND WHERE WERE AND AND AND AND WHERE WHERE THAT WHERE AND WHERE ALSO THAT THAT WERE WERE ALSO AND WERE WERE
"...and here in boston is that the fall, in september, seems about the same.",BOSTON HERE THAT SAME SAME BOSTON HERE HERE HERE WHERE BOSTON HERE HERE HERE BOSTON HERE HERE THAT THAT
who loves john?,WHO LOVE WHOLE
"in event of snow, school is cancelled.",SCHOOL EVERY-MONTH/RENT EVERY-MONTH/RENT EVERY-MONTH/RENT CAN EVERY-MONTH/RENT SCHOOL SCHOOL
"that book you are reading now, i read a long time ago when i was young.",AREA BOOK READ READ TIME THAT BOOK THAT AREA AREA BOOK AREA READ THAT AREA AREA READ
last night i rented an awful movie.,PAST+NIGHT PAST+NIGHT PAST+NIGHT AWFUL CAN MOVIE LAST
mother does not want to buy a house.,MOTHER+FATHER NOT WANT BUY AREA NOT NOT MOTHER+FATHER
the student likes chocolate.,STUDENT LIKE STUDENT LIKE
