input sentence,translation
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",# IF IX fs- BOB IX NOT fs- BEACH POSS CAR STEAL DCL TOGETHER/GO-STEADY_2 IX IX THAT IN PUBLIC THAT POSS FAMILY PROCEED
john is constantly driving mary to work.,fs- JOHN POSS fs- OF fs- MARY
i don't want to go out; it's raining now.,IX FINISH READ HOW-MANY IX
is it raining outside?,TEACHER IX GO-OUT FISHING
john is giving mother chocolate.,fs- JOHN IX HAVE CAR
"the cop told my friend, ""make sure you keep an eye on him overnight.""",POSS FATHER NOT IX MAN IX HAVE DIFFERENT fs- ALI CAN DCL DCL VOICE AND # SO
the boat suddenly shot down; the rapids were churning all around us.,# SO SCL fs- SUE NOT CANCEL/CRITICIZE
i noticed my sister acting strange.,POSS FRIEND SCL SELL IX KISS-FIST
"ali was sitting, shaking; then he got up slowly and started punching the air.",BCL BCL BCL BCL IX LOOK PERSON
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",# IF POSS FAMILY KNOW MANY THING
the man decided he didn't want a big car; he prefers a small car.,GO-OUT IX LOOK LOOK fs- BEACH YEAR IX REFUSE CLEAN PICK-UP DCL
...saw the whole thing.,IX NOT KNOW FUTURE ^ NOT CANCEL/CRITICIZE
that (right over there) is john's car.,IX fs- JOHN FINISH BUY CAR NOT
how many cars has the teacher bought so far?,HAPPEN KNOW BCL BCL # NO IX SAY NOT
who commutes to work by bike?,TEACHER LIKE MOVIE WHO WHY IX
"no, john didn't break the truck, mary broke the truck.",fs- JOHN IX DRIVE IX REALLY POSS IX fs- BOB IX fs- MARY
some boat sank off cape cod (i think).,REALLY WOW BIG PERSON CAN BANDAGE
my friend loves traveling all over. his favorite place is asia because their food is delicious.,FRIEND GROUP/TOGETHER BCL fs- VERY EXPENSIVE IX CAN TELL IX fs- PARK IX MUST DCL REALLY WOW
"""i better get going,"" he said.",# SO IX # IF IX IX
"there are many different options: they can pass to the wide receiver, ",# IF SNOW SCHOOL IX HOPE AND POSS BIRTHDAY_3 IX HOPE IX IX
i reached under the raft and found her.,IX NOT SNOW SCHOOL IX # DO THAT
my friend is currently planning a surprise event.,FRIEND IX WORK ALL-NIGHT DRUNK PAST+NIGHT PAST+NIGHT PAST+NIGHT
the bride and groom didn't dance.,IX CAN ORDER fs- BEACH
mother isn't buying a car for john.,MOTHER IX MUST CAR fs- MARY
then they would ask the hit group about the car and whether if the glass was broken.,IX MUST PAY fs- JOHN SHOULD START
the student who won the award will get a $100 voucher.,FRIEND GO-OUT # OR NOW IX HAVE BIG POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",BUT # IF IX GO-OUT WHERE IX FUTURE LOOK
"if father arrives home late at night, he can't help us with our homework.",# WHEN ARRIVE HOME fs- MARY IX # PO
"if my friends go out, i will join them.",FRIEND GROUP/TOGETHER DCL WHO NOT # SO IX REFUSE DCL
if there's no snow outside then normally school isn't cancelled.,FRIEND IX SAY VACATION KNOW MORE ABOUT POSS SISTER
mother cleans the kitchen.,FRIEND IX NICE/CLEAN CLASS_2+BOX/ROOM
they made a judgment in the bathroom. judgment is carried out in the bathroom.,# SO IX LOOK LOOK DCL DCL WHY # SO FINE WHERE
some boat sank off cape cod (i think).,FRIEND GROUP/TOGETHER STUDY HOUSE SCL
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",BCL BCL BCL WHO IN FOUR-DAY REALLY # LA POSS FAMILY SCL IX MUST # DOG_2 # DO THAT SAME
striped shirts are cool because they look good on me.,THAT IX LOOK MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
i wrote to explain that deaf people can read lips.,POSS FAMILY # NO NOT HERE BUOY IX HAVE #
bob hasn't sent the letter.,COP fs- BOB IX DEPART CAMP #
"the pig, i mean, the wolf arrived and stared at him.",REALLY IX NOT fs- BEACH NOT-YET
specific places allow grunting but in general everyday grunts are not really accepted.,POSS SISTER IX THINK POSITIVE ADVISER KNOW IX fs- ALI GOOD/THANK-YOU IX CAN
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",FRIEND GROUP/TOGETHER DCL DCL DCL COW IN ACT IX REFUSE EAT SCHOOL
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",fs- BOB IX fs- VERY EXPENSIVE # LA IX REFUSE TEACH+AGENT TEACH+AGENT TEACH+AGENT TEACH+AGENT NOT THINK IX THAT fs- OF POSS
will you go to the post office? who will?,GO-OUT # WHAT IX NOT BREAK NOT IX IX fs-
where did mother walk to?,STUDENT HAVE PINEAPPLE fs- CREAM
"this is connected to the voice itself, and it is displayed like a print within voice identity.",IX KNOW BCL BCL BCL BCL DCL DCL fs- IT DEAF PEOPLE BCL BCL BCL
"when my friend starts to surf the internet, i have to tell him to do homework.",POSS FRIEND IX FINISH PAST+NIGHT PAST+NIGHT PAST+NIGHT PAST+NIGHT IX CANNOT LOOK OH-I-SEE # DO THAT IN SCHOOL
john finished reading.,fs- JOHN GIVE
if it happens to rain i won't have an umbrella.,# IF RAIN HAVE MAKE NOISE MAKE REALLY WOW/AWFUL REALLY IX HOPE
john wants to sell his car in the future.,IX LIKE ARRIVE HOME
i haven`t yet paid rent.,IX THINK FACE INTERNET WHY
the people i met last night were really interesting!,DCL REALLY IX KISS-FIST MOVIE MOVIE ACT FUTURE GO-OUT
the watch that my brother just found is real gold!,# SO # SO IX MUST WRITE THREE PIG
"when it rains, i have to leave.",# IF FRIEND WHY CAN GO-OUT TRIP
"when bob enters the surprise party, everyone will spray silly string at him.",IX MUST IX fs- OF HIGH fs- LATE NIGHT IX GO IX DCL
mother doesn't want to buy a house.,MOTHER SAY MOTHER
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",THEN IX LOOK - c o n t i n u a PEOPLE HAVE BIG FOR EXAMPLE SCL FOR EXAMPLE IX SCL DCL TOGETHER/GO-STEADY_2
there is way more research focused on speech disorders than on good quality speech.,# WHEN IX fs- OF VOICE IN HOUSE THAT IX CANNOT BILL/OWE DCL REALLY
is that the only one horse playing on the farm?,IX MUST MORE THAN MANY LONG-LIST THING
those friends dyed their hair together.,FRIEND IX SCL SPIN HAVE MANAGE/CONTROL
do you all agree?,POSS FAMILY VACATION PIZZA_4
my friends are videophoning from home.,FRIEND LOOK FRIEND GROUP/TOGETHER
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",IF POSS # NO IX REFUSE EAT # DOG_2 # OK IX CAN NOISE NOT RAIN
john works nights.,fs- LATE NIGHT
"when it looks warm out, i must go to the beach.",THEN BCL SCL PAST+NIGHT PAST+NIGHT IX # NO IX fs- OF fs-
where was the man born? he was born in chicago.,SAME IX fs- VERY PLAY VIDEO-GAME WHERE LOOK PERSON IX LOOK
my sister wants a headband for her birthday because she has long hair.,fs- GRUNT DCL DCL DOG WHO IX FAVORITE/PREFER CORN DCL COME-ON POSS FRIEND
"really, i ended up getting arrested for that?",DEAF POSS FAMILY SIGN HEAR IX HEARING IX CANNOT
"we decided to have hamburger and french fries, something simple.",IX THINK IX fs- GRUNT ALSO WORK BUOY
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",SAME # WHEN WHO IX fs- BEACH DEAF PERSON IX MUST ACCEPT BCL
"the car didn't break down, the truck did.",FRIEND POSS CAR NOT POSS FAMILY IX CAN fs- OF WORK
mother bought a car and gave it to john.,MOTHER FUTURE BUY READ BOOK
how many books will john buy?,fs- JOHN FINISH BUY PLAID SHIRT
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,HORSE DCL DCL REALLY
"in the past, when i was four or five years old...",PEOPLE fs- MARY FUTURE CANCEL/CRITICIZE IX CANNOT BILL/OWE CAR IX HAVE PINEAPPLE fs- OF
"if i see that the beach is crowded, i won't go.",# SO IX # IF fs- IT IX NOT IX FINE BCL BCL
mac beats pc because mac is good at suiting people`s needs.,fs- MARY IX fs- BOB MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
john's old house was sold yesterday.,fs- JOHN POSS SISTER GIVE - c o
what did john buy yesterday?  books.,fs- JOHN IX FINISH BUY CAR YESTERDAY
...and when that was done we got on the raft again,IX SCL SCL IX LOOK WHY IX
this happens when people don't know about the differences in sensory orientation.,fs- MARY IX REALLY IX REFUSE LOOK
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,IX FAMILY FEEL SAME DCL BCL NOT BREAK REALLY DIFFERENT IN fs- OF NOISE IX FEEL BUT AND REALLY MANY SAME # WHEN
my aunt is currently making a blueberry pie.,STUDENT IX THINK PERSON MAKE LIST GO-AWAY BLUE+fs-BERRY
which house will the student's father buy?,TEACHER IX STUDENT FUTURE BUY BOOK
the hearing person didn't care and got into the car.,BCL DCL fs- VERY
now france's king is bald.,DRESS/CLOTHES LOOK NOISE fs- LATE NIGHT
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",# IF fs- EVEN # DO DCL DCL
what does john eat? he eats caviar. yuck!,fs- JOHN FUTURE BUY POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
he would read the book if he had time.,IX READ BOOK IX IX FINISH READ HOW-MANY BOOK
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",COP DEAF SISTER FOR SHOW BELONG WITH HOW IX
"so, what does deaf speech mean?",fs- BOB IX fs- MARY FUTURE FINISH
you didn't pass out?,IX IX IX NOT IX NOT
"from then on, we were good and stayed out of trouble at csun.",DEAF PERSON LOOK fs- BEACH DCL fs- TO ALSO fs- BEACH IX fs- TO
france's king is bald.,POSS FRIEND GROUP/TOGETHER - c o
did the student buy many books?,TEACHER STUDENT BUY BOOK
"thirdly, the hospital often will discuss about the communication options.",HORSE IX THINK MAYBE POSS IDENTIFY BUT IX SAY YES IX
what did john buy yesterday?  books.,IX fs- MARY GIFT CAR BREAK-DOWN
"since mary's car broke, john has been taking her to work.",REALLY ARRIVE fs- MARY IX WORK BICYCLE WHY DCL DCL DCL DCL fs- LATE
my teacher is a good advisior.,TEACHER GIVE TEACHER IX WHO
"my mother taught my two brothers and me, so it was easier for us to move around.",POSS MOTHER IX # NO NOT # IF IX REFUSE HAVE IX NOT LIKE PINEAPPLE fs- JOHN IX
"if he has time, he will bake cookies.",IX IF RAIN IX NOT REASON THAT CAN -
"after i explained wyoming, the tons of cows and all that...",REALLY IX IX WHO HAVE WHO
"when the teacher finishes reading the magazine, she will read a book.",IX LIKE CHOCOLATE DRY-CEREAL WHY IX fs- SPEECH BCL
"if my computer breaks down, i tell carol.",# OR FRIEND IX fs- OF REALLY PITY REALLY
i can't believe the car broke!,HAVE POSS ARRIVE SCHOOL IX NOT LIKE CHOCOLATE
good weather has not arrived in boston… hurry up!,LOOK TRUE-BUSINESS IX THINK MAYBE IN BOSTON WOW
"or they can hand off to the running back, ",# IF POSS FATHER IX CAN
i enjoyed chatting with those two because we talked about asl.,BCL IX ARRIVE HOME fs- IT CAN HAVE POSS KIND IX
wow! that watch costs three thousand dollars!,BCL fs- IT WHO IX THINK fs- VERY
"vince lombardi, before his men walked onto the field, ",# SO REALLY IX KISS-FIST IX CAN LOOK PERSON IX
why did the friends dye their hair together?,POSS FRIEND START # SD WHY YEAR IX
do you like physics class?,SAME REALLY NONE fs- OF
i love fireworks.,SCL LOOK IX
"if i don't study, i will fail.",IX MUST WRITE FUTURE GIVE FIND/FIND-OUT UMBRELLA IX DCL
the students obeyed and listened to the teacher.,FATHER NOW IX TEACHER IX fs- RENT IX
"...this is really my favorite quote.  before that super bowl game,",# IF IX # VP MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MEAN DEAF IX MAKE BCL SAME BCL
those friends went out together.,FRIEND GROUP/TOGETHER DCL FINISH QM
mary isn't a vegetarian.,fs- BILL # VP - B
will john give his father that car?,fs- JOHN POSS FATHER IX IX FUTURE
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",CAN DCL DCL DCL BCL BCL
no one wants to go.,HORSE PLAY
i hope there's pineapple cream cheese.,IX THINK fs- JOHN FUTURE PAY/SPEND # NO
when is the pizza party that friend is hosting?,FRIEND GROUP/TOGETHER IX JOIN PARTY WHY IX MUST PICK/CHOOSE
john has visited mary.,fs- JOHN IX NOT
john will visit mary.,fs- JOHN IX fs-
who's driving?,WHO NOT WORK FINISH
"when my friend calls me on the video phone, the lights flash on and off.",FRIEND IX FEEL MOVIE IX KISS-FIST MOVIE QM NOT EXACT s t i v e f
they assigned me many tasks.,IX # SO IX
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,LOOK VOICE fs- MARY LOVE # SO FINE SCL fs- BEACH DCL DCL DCL LOOK DCL DCL
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",IX fs- MARY KNOW IX NOT DEAF POSS IDENTIFY # SD IX # NO IX NOT SAME IX ENTER fs- SPEECH
"...and here in boston is that the fall, in september, seems about the same.",THEN IX IX fs- PARK WHERE # WHEN SNOW SCHOOL CONTINUE NOT CANCEL/CRITICIZE
who loves john?,PEOPLE WHO fs-
"in event of snow, school is cancelled.",DRESS/CLOTHES ICL IX NOT ARRIVE HOME QM
"that book you are reading now, i read a long time ago when i was young.",NOT LIKE CHOCOLATE fs- TO NOW NOT SCL
last night i rented an awful movie.,COP IN FOUR-DAY REALLY MANY THING
mother does not want to buy a house.,MOTHER NOT MUST BUY CHOCOLATE HOUSE
the student likes chocolate.,FRIEND NOT BUY HOUSE
what did bob give his girlfriend?,fs- BOB IX fs- BOB WHY
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,# IF FATHER MUST PAY fs- OF DEAF PEOPLE IX HAVE DEAF PEOPLE STILL
the teacher likes movies.,TEACHER IX NOT BUY
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",POSS FAMILY IX NOT KNOW IX LOOK IX MUST DCL WHY IX REFUSE EAT EAT-UP KNOW WHERE IX ENTER # NO POSS FAMILY REALLY+WORK REALLY+WORK REALLY+WORK REALLY+WORK MOVE-AWAY SCL IX
my first year at csun.,PEOPLE WHO NOT CANCEL/CRITICIZE IX
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",STUDENT ARRIVE HOME fs- SPEECH
"john doesn't usually take mary to work, they usually walk to work together.",fs- JOHN HAVE fs- MARY IX FINISH PAY EVERY-MONTH/RENT
he removes the coffin lid and looks in.,STUDENT # SO REALLY MAKE REALLY IX MUST
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,# IF IX IX KISS-FIST EXPERIENCE IN PEOPLE fs- OF LIVE PEOPLE IX HAVE DEAF PEOPLE NOT REASON THAT
now mary knows john.,IX fs- JOHN KNOW
how to control making noises in the different places is also challenging.,REALLY PERSON IX fs- RENT IX CAN LOOK BUT # NO IX
"last monday, i knew it would rain the next day.",FRIEND GROUP/TOGETHER POSS FRIEND WHY CAN FIND/FIND-OUT DO-DO IX HAVE fs-
i was looking back and saw two cops running.,IX HAVE TIME DCL fs- LATE IX NOT CANCEL/CRITICIZE
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,THEN FAMILY IX MUST NICE/CLEAN KITCHEN IX MUST NICE/CLEAN KITCHEN
bob hasn't given the rose to his girlfriend.,fs- BOB IX fs- BOB IX HOPE IX NOT REASON
my friend loves to go outside because he loves camping.,FRIEND GO-OUT CAMP IX SCL SELL FOR IX MUST IX
"i have to admit that during spring time in boston, it rains a lot.",IX MUST PICK/CHOOSE POSS FAMILY VACATION MAKE s e fs- EVEN TO/UNTIL MAKE REALLY MANY
i need to buy shorts.,fs- BOB IX RECENT-PAST HAVE
my father moved here to chicago.,FATHER IX HAVE fs- RENT s
the sister doesn't like chocolate cereal.,IX SISTER DCL fs- GRUNT FOR fs- VERY
i missed my morning class because i didn`t wake up to my alarm.,IX NEVER SOME SAME IX LOOK OH-I-SEE IN HOW FAST IN BOSTON INCLUDE/INVOLVE # LA
i was definitely deaf.,NOT IX REALLY IX
he decided to waive the fine because he thought it was funny.,# SO IX IX NOT IX # NO IX IX IX IX
do you want butter?,IX KNOW IX MUST
"after the movie ends, the teacher will buy a book to give to the student to read.",THAT POSS STUDENT BOOK - p l s t i TEACH+AGENT TEACH+AGENT TEACH+AGENT IX fs- JACK POSS TEACHER
"if the friends don't go out together, they will stay home and watch tv.",# WHEN POSS FRIEND IX MUST PAY # NO GROUP/TOGETHER IX # NO NOT STAY_2 HOME
whose car is that?,fs- LATE IX HAVE
"did john read the book?  yes, he already did.",fs- JOHN GIFT TEACHER GIVE MOTHER READ BOOK
"if mom doesn't walk to the store, there won't be any milk.",# NO IX fs- JACK # IF IX IX CANNOT WHERE IX MUST WRITE LOOK # OK
the student likes chocolate.,STUDENT STUDENT FUTURE BUY
when did you graduate high school? will you go to college?,IX MUST MAKE PERSON ICL SAME TIME DEAF PEOPLE WHO DCL DEPART
"...he told his men, ""hey, remember: winning isn't everything--",# NO IX fs- JOHN # DO # SO IX SAY IX IX NOT WIN
"from now on, i won't sleep. that's it. ",MOTHER IX GO-OUT
did the teacher buy a house yesterday?,TEACHER LIKE MOVIE IX LOVE BOOK
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,COP LOOK POSS BOSS DECIDE LOVE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER LOOK MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
"for example, in some areas of the world, people have a strong tendency to talk fast.",ONE IX THAT IX fs- BEACH WHY IX REALLY DIFFERENT
"when my friends go out, i'll take the time to do homework.",FRIEND IX GO-OUT IX MUST
who lost the key?,WHO LOOK WHO DCL
who arrived?,ARRIVE HOME
the boy wants new shoes.,# WHEN POSS SISTER MUST
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",IX IX DCL fs- LATE NIGHT IX NOT CANCEL/CRITICIZE
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",IX BCL BCL BCL BCL BCL BCL
i tended to sneak in and cause problems for another residences.,ONE SHOW IX NOT CANCEL/CRITICIZE NOT LIKE PINEAPPLE fs- VERY s
"the cop said, ""no, i saw it very clearly.""",REALLY IX CAN LOOK IX CAN IX FUTURE NOT # SO IX MUST
"i was relieved, because it was important that nobody see me.  ",HAVE POSS VACATION EVERY-YEAR DEPART HERE
the students must learn to listen to the teacher because the teacher is in charge.,STUDENT IX IX PLAY - p l s e s e s e c o
has the teacher cleaned the classroom yet?,TEACH+AGENT TEACH+AGENT TEACH+AGENT TEACH+AGENT TEACH+AGENT TEACH+AGENT TEACH+AGENT
"when it's loud, it can be seen as a lack of politeness, as barbaric.",AUNT # OR GO-OUT WHO IX NOT IX MUST DO THAT
where is your friend driving to?,fs- BOB IX FINISH IX #
the students gave a book to the teacher.,STUDENT BOOK fs- JOHN NOT BUY BOOK WHEN
then what happened was a wolf arrived in the area,SAME DCL IX HAVE fs- PARK IX REFUSE SUCCEED
i've been here all day; i want to leave.,IX THINK POSS FRIEND NOT LIKE MOVIE ACT IX fs- GRUNT 1
was i shitfaced drunk last night?,POSS FAMILY IX FAVORITE/PREFER fs- CREAM
while the paper manila envelope...,STUDENT LIKE PINEAPPLE fs- MUHAMMAD fs- MARY
"if all the students arrive on time, there won't be a test.",FATHER ARRIVE HOME fs- GROOM POSS FATHER POSS BIRTHDAY_3 IX HAVE DIFFERENT SAME BUOY
all the boys each give the teacher an apple.,COP POSS FRIEND GROUP/TOGETHER MANY THING WHERE # IF
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",ATTENTION-WAVE PAST+NIGHT IX MUST HAVE BETTER PEOPLE POSS FRIEND IX REALLY IX # LA NOT SNOW IX
last night i did a lot of homework.,FRIEND IX KISS-FIST POSS NEW FRIEND DEPART HOME
do you think obama will be elected again for his second term as president?,LOOK MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER TWO DCL DCL
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,REALLY IX # DO SOMETHING/ONE # IF IX SAY CAN ICL IX IX CAN DCL IX
"when we arrive in india, i have to send my family a postcard thanking them for support.",THEN IX HAVE DIFFERENT MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER THAT FOR SHOW DCL REALLY
"mary's not here, she just left.",fs- MARY IX fs- MARY GO IX THINK IX
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",IX REALLY IX NOT KNOW IX CAN REALLY MAKE REALLY IX # NO NOT WIN IX NOT AND POSS
what did bob give to his girlfriend?,fs- BOB fs- BOB IX SAY YES
bob hasn't gone to the post office.,POSS fs- BOB IX fs- BOB IX # DO
or ask the collided group about the car and if the glass was broken?,# IF POSS FATHER NOT BREAK WINDOW # SO POSS CAR DCL EAT SCHOOL
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",IX # SO IX MAKE PEOPLE fs- ALI FAMILY VACATION EVERY-YEAR VACATION EVERY-YEAR IX
the flat road was boring but at least it was safe!,THAT SAME PEOPLE BCL BCL REALLY WOW/AWFUL
"if i decide not to swim in the water, i will walk on the shore.",# NO IX NOT LIKE CHOCOLATE DRY-CEREAL IX
i had a big bruise near my eye.  why...,LOOK OH-I-SEE # LA l s e s t i c o
where do you work?,IX IX HAVE BIG
"have hearing friends come over, to socialize.",POSS FRIEND IX HAVE BIG IX IN HOSPITAL
"no, i just finished homework.",BCL BCL NOT CANCEL/CRITICIZE
i hate asking for directions and then having to read lips and gestures to figure out the directions.,DRESS/CLOTHES MAKE REALLY ONE THING IX HAVE BIG PARTY # SO IX IX NOT REASON SAY LOOK IN
obama is from philadelphia.,THAT IX HAVE THAT
the teacher likes chocolate.,TEACHER IX IX READ
"when the sun rises, he asks himself, what was that, with the shaking? ",BCL BCL BCL
i braced myself as we went down--i was expecting to fall out.,HAVE fs- OF fs- LATE NIGHT fs- LATE NOT CANCEL/CRITICIZE WHY HAVE TIME
the park is crowded because the kids love playing there.,IX MUST DRIVE IX HAVE fs- BOB IX HAVE BOOK
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",POSS SISTER THAT IX SAY OH-I-SEE MEAN IX REALLY PITY THING
i always get sick in winter because i wear flip-flops.,IX NEVER SEE IX MAN RECENT-PAST SPREAD CAN LOOK
the deaf man turned to the cop and gestured that he couldn't hear.,BAD DEAF POSS NEW
"i have to admit that sf copies boston a little, but anyway...",IX fs- OBAMA POSS BOSS FUTURE TAKE-UP PIZZA_4 EAT+NIGHT
who is asking for directions?,STUDENT FINISH ARRIVE HOME QM
my friends realized they didn`t want a pizza party because it has been the norm.,FRIEND GROUP/TOGETHER DEAF PERSON POSS NEW FRIEND GO-OUT IX REFUSE IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM
"when you finish homework, you can go play outside.",HORSE IX NICE/CLEAN KITCHEN IX KISS-FIST HOME fs- OF
"if it snows, school is cancelled.",THEN POSS SISTER WHERE
when the three pigs grew up...,DRESS/CLOTHES IX MAKE REALLY IX MAKE COURT MAKE
who likes chocolate?,WHO SCL IX
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",IF IX POSS FRIEND GO-OUT SELL FOR DIRECT
"the next pig, well, he wasn't lazy...",LOOK LOOK WOW
"i was drinking underage, too.",# SO RAIN IX CAN FIND/FIND-OUT
why isn't there any chocolate cereal?,IX FINISH READ BOOK
"if father arrives home late, he can`t help us with our homework.",FRIEND LOOK fs- LATE NIGHT BUOY
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,FRIEND GO-OUT IX fs- BOB IX fs- TO IX fs- LATE POSS BIRTHDAY_3 IX LOOK PERSON IX POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
the sushi i ate tasted weird. i hope it`s not spoiled.,SAME NOT ARRIVE HOME
john read a/the book.,fs- JOHN READ BOOK FINISH ARRIVE
"if it's cold, my mom won't go out.",SNOW SCHOOL IX IX IX NOT REASON IX CAN IX
is that john's father's car?,WHO SCL
"dad likes chocolate cereal, like me.",FRIEND GO-OUT TRIP IX IX
"...you know, they have different buildings for different wards.  i went in and waited some more.",IX NOT RAIN IX FINISH PAY fs- IT CAN
there are real implications behind the value of speech culture and what it means when it's given a voice.,# IF IX HAVE fs- GRUNT 1
mary is funny. she really wants an ugly dog.,IX fs- MARY IX DEPART FISHING # LA IX #
there's something strange about myself.,DEAF IX fs- JOHN FUTURE DCL REALLY
some strange thing/person arrived.,FRIEND GROUP/TOGETHER
"if john eats spinach, he will get sick.",POSS MOTHER IX HAVE fs- MARY DEPART MOVIE IX
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",BCL FOR REALLY IX IX fs- BEACH IX CANNOT
often they don't realize how much noise they are making. so they're not as quiet as they think.,# IF MAKE REALLY WOW/AWFUL DCL TOGETHER/GO-STEADY_2 FOR SHOW THAT GROUP/TOGETHER
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",BAD WEATHER POSS FAMILY MANY THING BUT NOT CANCEL/CRITICIZE NOT LIKE SCHOOL CANCEL/CRITICIZE THAT FOR SHOW DCL DCL IX NOT # SO IX MUST NICE/CLEAN IN ONE
i noticed some animal crossing the road.,IX SAY IX SAY HEAR IX CANNOT
mary arrived late.,SCL fs- MARY
it must be ripped fast to reduce the noise.,IX REALLY MANY IX HAVE PINEAPPLE fs- SPEECH IN
the game finishes before 6? what time?,BCL BCL BCL BCL
"i thought ""why don't i just drive on"". ",NOT IX NOT HAVE BIG fs- SPEECH STILL NOT-YET DEPART MOVIE
