input sentence,translation
"if i pay rent now, i will have to cancel my vacation.",IF HAVE fs- CREAM CHEESE IN HOUSE IX REFUSE SUCCEED LOOK PEOPLE IX
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",IX LOOK PERSON IX NOT UNDERSTAND f a t i n u a s e s t i n u a
what time did my friend crash the party?,FRIEND MAKE NOISE IX ARRIVE SCHOOL CANCEL/CRITICIZE
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER LOOK fs- OF POSS IDENTIFY
john is constantly driving mary to work.,fs- JOHN SEE fs- MARY IX CAN
i don't want to go out; it's raining now.,IX NOT FINISH READ BOOK FINE WOW
is it raining outside?,FINE MOTHER+FATHER MOTHER+FATHER NOT
john is giving mother chocolate.,NOW FATHER ARRIVE HOME fs-
"the cop told my friend, ""make sure you keep an eye on him overnight.""",IX MAKE PEOPLE IX # JOB IX # WHEN NONE/NOTHING
the boat suddenly shot down; the rapids were churning all around us.,# SO POSS MOTHER BUY HOW-MANY BOOK
i noticed my sister acting strange.,NOT SISTER IX FUTURE IX MUST
"ali was sitting, shaking; then he got up slowly and started punching the air.",WHO MAKE REALLY IX fs- ORIENTATION TIME POSS p MARY
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",IX MUST WRITE KNOW WHERE
the man decided he didn't want a big car; he prefers a small car.,THAT IX fs- BEACH BOSTON GO MOTHER+FATHER LOOK
...saw the whole thing.,LOOK SAME SCL WITH DCL WHERE #
that (right over there) is john's car.,fs- JOHN IX READ BOOK
how many cars has the teacher bought so far?,STUDENT NOT HERE BUT
who commutes to work by bike?,FOR POSS FATHER FINISH READ BOOK
"no, john didn't break the truck, mary broke the truck.",fs- JOHN POSS FATHER IX WORK NOT fs- VERY MAKE IN fs- MARY IX
some boat sank off cape cod (i think).,IF FAMILY VACATION EVERY-YEAR
my friend loves traveling all over. his favorite place is asia because their food is delicious.,FATHER HEARING ONE SAME IX REALLY DIFFERENT MOTORCYCLE REALLY
"""i better get going,"" he said.",IX KNOW IX NOT IX IX KNOW IX
"there are many different options: they can pass to the wide receiver, ",OH-I-SEE # LA WHO WHY LOVE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
i reached under the raft and found her.,IX FEEL PIG IN BOSTON KNOW IX IN
my friend is currently planning a surprise event.,POSS FRIEND KNOW PAST+NIGHT PAST+NIGHT PAST+NIGHT MORE BUT
the bride and groom didn't dance.,WHO LOVE fs- BEACH IX LOVE
mother isn't buying a car for john.,MOTHER IX IX IX DEPART FINISH GO-OUT
then they would ask the hit group about the car and whether if the glass was broken.,# IF ONE fs- JOHN NOT HAPPY # OK THAT IX DCL WORK IX NOT RAIN IX
the student who won the award will get a $100 voucher.,THEN BCL POSS MOTHER MUST GO MOVIE IX # NO IX DCL DCL DCL
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",IF ONE SAME IX fs- GRUNT NOISE IN IX GRAB-CHANCE DCL DCL 1 KIND PAPER BUT IN BOSTON BCL
"if father arrives home late at night, he can't help us with our homework.",THEN POSS CAR QM IX FUTURE
"if my friends go out, i will join them.",# SO FATHER MANY FRIEND NOT LIKE CHOCOLATE IN fs-
if there's no snow outside then normally school isn't cancelled.,FAMILY SCL FOR BOSTON IN THAT IX fs- ROPE
mother cleans the kitchen.,STUDENT MOTHER IX #
they made a judgment in the bathroom. judgment is carried out in the bathroom.,# IF IX THINK CAN ICL WHY TELL IX IX REALLY MANY e s t
some boat sank off cape cod (i think).,SOME BCL BCL POSS SISTER QM
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",IDEA fs- OBAMA POSS SISTER IX HAVE DEAF PERSON fs- BEACH LIVE BUT # SO IX IX CAN BPCL DCL
striped shirts are cool because they look good on me.,BUT IX CAN fs- ALI NOISE SCL SAFE
i wrote to explain that deaf people can read lips.,POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MEAN IX THAT KIND
bob hasn't sent the letter.,fs- BOB IX VOMIT/HATE i n o
"the pig, i mean, the wolf arrived and stared at him.",MAKE REALLY POSS fs- ALI QM
specific places allow grunting but in general everyday grunts are not really accepted.,fs- PARK IX MAKE REALLY PREVENT WITH POSS FAR DO BUT # OUT
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",REALLY WOW DEAF PEOPLE REALLY NONE QM
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",IX fs- OBAMA IX DRIVE # LA # NO NOT FEEL LIVE FOR DIRECT fs- ORIENTATION fs- IT HERE
will you go to the post office? who will?,IX KNOW THAT KIND fs- PARK
where did mother walk to?,MOTHER CHOCOLATE ARRIVE
"this is connected to the voice itself, and it is displayed like a print within voice identity.",# IF HAVE DEAF IX MAKE LOOK WHY BCL
"when my friend starts to surf the internet, i have to tell him to do homework.",FRIEND GO-OUT # IF POSS SISTER MUST WAIT IX TEND COMMUTE SAME # NO IX CANNOT BUOY
john finished reading.,fs- JOHN ARRIVE
if it happens to rain i won't have an umbrella.,# IF FRIEND GROUP/TOGETHER MAKE VOICE KNOW HOSPITAL FUTURE HAVE SMALL #
john wants to sell his car in the future.,fs- JOHN CAN NOT BUY HOUSE IX fs- JOHN
i haven`t yet paid rent.,IX FAMILY WORK BICYCLE FINISH READ BOOK
the people i met last night were really interesting!,LOOK HEAR DIFFERENT PARTY
the watch that my brother just found is real gold!,COP IN THAT DCL DCL DEPART CAMP
"when it rains, i have to leave.",AUNT IX DCL DCL
"when bob enters the surprise party, everyone will spray silly string at him.",fs- BOB IX # VP WHICH ONE LOOK THAT IX fs- JOHN POSS IDENTIFY
mother doesn't want to buy a house.,STUDENT IX KISS-FIST MOVIE
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",IF POSS FRIEND IX NICE/CLEAN KITCHEN IX fs- RENT BUT HERE BUOY DEAF PEOPLE FOR IX NOT IX CAN FROM BOSTON fs- SPEECH TALK THAT
there is way more research focused on speech disorders than on good quality speech.,HORSE WHERE fs- VERY FOR IX fs- OF IN PUBLIC NOT WIN
is that the only one horse playing on the farm?,IX HAVE BIG # NO COP # SD HEARING SAME
those friends dyed their hair together.,FRIEND IX NEVER SELL IX GRAB-CHANCE
do you all agree?,POSS BIRTHDAY_3 VACATION EVERY-YEAR
my friends are videophoning from home.,FRIEND IX FRIEND FINISH GIVE FRIEND
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",LOOK # WHEN # SO SAY WHERE IX MUST DO # LA SAME IX MAKE COURT IX MUST TIME
john works nights.,fs- JOHN GIVE
"when it looks warm out, i must go to the beach.",# FUCK IX PLAY FRISBEE IX fs- BEACH BOSTON SEE IX fs-
where was the man born? he was born in chicago.,DEAF BUT PEOPLE POSS FAMILY TAKE-UP DCL DCL INCLUDE/INVOLVE DCL DCL
my sister wants a headband for her birthday because she has long hair.,SAME POSS SISTER IX KISS-FIST THING TRIP QM # IF POSS IDENTIFY MOTORCYCLE
"really, i ended up getting arrested for that?",IX SAY YES # IF FRIEND GROUP/TOGETHER IX SCL
"we decided to have hamburger and french fries, something simple.",IX CAN fs- CREAM CHEESE NOT RAIN IX DCL LOOK
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",BUT # SO NOT STUDY OH-I-SEE IX fs- BEACH IX HAVE PINEAPPLE THING DEAF # NO NOT SNOW SCHOOL
"the car didn't break down, the truck did.",fs- JOHN POSS POSS MOTHER IX MUST IX FUTURE DCL DCL
mother bought a car and gave it to john.,FATHER IX fs- MARY WHO
how many books will john buy?,fs- GIFT ARRIVE HOME fs- JOHN
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,# IF IX HAVE MANY BCL BCL BUT IX
"in the past, when i was four or five years old...",# IF fs- LOTTERY CAN MAN IX FUTURE DCL DCL REALLY POSS KIND TWO
"if i see that the beach is crowded, i won't go.",# SO IX REALLY fs- OF IX fs- LOTTERY IX
mac beats pc because mac is good at suiting people`s needs.,PERSON fs- DONNA fs- GROOM THAT HOTEL # BUT fs- MUHAMMAD fs- PARK
john's old house was sold yesterday.,fs- JOHN FUTURE GIVE BUY PLAID SHIRT
what did john buy yesterday?  books.,fs- JOHN TEACHER NOT LIKE WHO
...and when that was done we got on the raft again,HAVE LOOK PEOPLE
this happens when people don't know about the differences in sensory orientation.,IX fs- LATE IX ARRIVE HOME fs- IT fs- SPEECH LOOK
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,MAKE CAN FIND/FIND-OUT UMBRELLA IX MAKE REALLY WOW SIGN DCL EAT FISH REALLY GAME SCL IN DEAF fs- LOTTERY KNOW IX CANNOT COMPETITION
my aunt is currently making a blueberry pie.,HORSE IX LOOK OH-I-SEE IX FAVORITE/PREFER MOTHER+FATHER MOTHER+FATHER
which house will the student's father buy?,STUDENT IX KISS-FIST HOUSE PARTY
the hearing person didn't care and got into the car.,# SO IX ARRIVE
now france's king is bald.,FATHER ARRIVE HOME fs- MPH RANGE IX
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",FRIEND IX fs- MARY # SO IX LOOK OH-I-SEE IX HAVE MANAGE/CONTROL WOW/AWFUL IX # VP DCL REALLY IX
what does john eat? he eats caviar. yuck!,fs- JOHN KNOW IX WIN
he would read the book if he had time.,FAMILY BOOK NOT BOOK WHEN IX LOOK LOOK IX
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",# IF POSS BOSS THAT KIND BUT MOTORCYCLE IX HAVE THAT fs- MAINE IX MUST BUT STILL NONE/NOTHING+ONE NONE/NOTHING+ONE TWO MAKE COURT # OK THAT
"so, what does deaf speech mean?",PEOPLE SCL fs- BEACH QM
you didn't pass out?,SCL FINE IX DEPART
"from then on, we were good and stayed out of trouble at csun.",# BQQ MARY NOT fs- AT FUTURE KNOW IX CANNOT ACCEPT # LA IX
france's king is bald.,FRIEND GROUP/TOGETHER WORK BICYCLE FINISH MOVIE
did the student buy many books?,TEACHER STUDENT IX MUST QM IX
"thirdly, the hospital often will discuss about the communication options.",fs- MPH THAT GO-OUT BUT IX IX IX NOT DEAF POSS
what did john buy yesterday?  books.,fs- JOHN CAR BREAK-DOWN IX WHO LOVE
"since mary's car broke, john has been taking her to work.",POSS fs- JOHN GIFT fs- JOHN NOT CANCEL/CRITICIZE IX FINISH READ BOOK IX fs-
my teacher is a good advisior.,IX LIKE SCHOOL HAVE MOVIE IX
"my mother taught my two brothers and me, so it was easier for us to move around.",FRIEND IX MOTHER FUTURE BUY IX SCL FUTURE NOT IX
"if he has time, he will bake cookies.",# IF IX SCL IX CAN WORK YES SAME
"after i explained wyoming, the tons of cows and all that...",IX CAN IX # BQQ PARTY FOR BCL ICL IX
"when the teacher finishes reading the magazine, she will read a book.",IX IX fs- OF READ BOOK QM
"if my computer breaks down, i tell carol.",PEOPLE NOT IX # SO IX MAKE REALLY IX
i can't believe the car broke!,IX LIKE CAR NOT IX GO-OUT IX NOT
good weather has not arrived in boston… hurry up!,IX FAMILY MOVE NOW IX CAN FUTURE READ SITUATION
"or they can hand off to the running back, ",IX # SO IX CAN LOOK OH-I-SEE IX NOT
i enjoyed chatting with those two because we talked about asl.,COP ARRIVE WORK ALL-NIGHT WHY IX NOT BREAK MUST IX WHY
wow! that watch costs three thousand dollars!,IF IX WORK BICYCLE DEPART HOME fs- ALI
"vince lombardi, before his men walked onto the field, ",IX FRIEND # SO HAVE VIDEOTAPE THAT IX CAN REALLY
why did the friends dye their hair together?,# IF FRIEND IX PROCEED VACATION EVERY-YEAR DCL
do you like physics class?,POSS SAME FINE NOT MANY
i love fireworks.,IX SAY IX
"if i don't study, i will fail.",# IF FOR IX IX DEPART CAMP IX FUTURE NOT
the students obeyed and listened to the teacher.,FATHER IX FATHER IX MUST DRIVE NOT fs-
"...this is really my favorite quote.  before that super bowl game,",# LA OTHER FRIEND IX HAVE BIG WOW IX DCL LOOK s e BEACH OTHER
those friends went out together.,FRIEND GROUP/TOGETHER DCL LOOK MOVIE
mary isn't a vegetarian.,fs- JOHN FUTURE VISIT fs- LATE
will john give his father that car?,fs- JOHN FATHER POSS YESTERDAY CAR QM
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",HAVE fs- BOB IX DCL DCL DOG
no one wants to go.,IX NEVER THINK WHO
i hope there's pineapple cream cheese.,# NO IX FINISH DEPART CAMP WHERE IX
when is the pizza party that friend is hosting?,# OK FINE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
john has visited mary.,fs- JOHN TELL WHO
john will visit mary.,fs- MARY DRIVE IX
who's driving?,WHO WHO
"when my friend calls me on the video phone, the lights flash on and off.",FRIEND DEPART CAMP MAKE REALLY HERE DCL DCL REALLY MANY SAME GROUP/TOGETHER FINE BUOY
they assigned me many tasks.,# OR IX NOT
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,IX fs- ROPE # IF THAT DCL OTHER NEW FRIEND IX fs- SPEECH IX CANNOT HEAR DEAF IX DCL
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",IX DCL MAKE PLAY FOR DCL DCL IX fs- SUN DCL LOOK BCL
"...and here in boston is that the fall, in september, seems about the same.",HORSE IX fs- GRUNT 1 # DOG_2 MAKE REALLY MANY LIVE IX BCL BCL
who loves john?,MOTHER IX FINISH
"in event of snow, school is cancelled.",IF SNOW SCHOOL IX MUST GO TO/UNTIL WORK
"that book you are reading now, i read a long time ago when i was young.",IX MAN FINISH SCL ICL IX CAN TELL POSS IDENTIFY
last night i rented an awful movie.,PAST+NIGHT PAST+NIGHT PAST+NIGHT PAST+NIGHT IX DCL DOG
mother does not want to buy a house.,SOMETHING/ONE BUY HOUSE WHERE
the student likes chocolate.,IX FAMILY VACATION EVERY-YEAR
what did bob give his girlfriend?,fs- BILL fs- BEACH IX REFUSE
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,DRESS/CLOTHES IN MAKE REALLY IX REALLY IX THINK MAYBE BCL TO/UNTIL POSS FRIEND DEAF POSS 0 MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER TWO DCL DCL # SALE
the teacher likes movies.,WHEN TEACHER GIVE GIFT
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",REALLY IX IX fs- IT CAN FEEL # SALE FOR BCL
my first year at csun.,fs- ROPE PEOPLE MAKE fs-
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",TEACHER ARRIVE HOME IX NOT ARRIVE HOME
"john doesn't usually take mary to work, they usually walk to work together.",fs- JOHN FUTURE IX KISS-FIST MOVIE IX # OK FINE TO/UNTIL IX MUST DEAF IX NOT-YET
he removes the coffin lid and looks in.,REALLY POSS FRIEND IX KISS-FIST IX HEARING SAME
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,IX NEVER SEE SOMETHING/ONE STUDENT HERE BOSTON # OK REALLY SHOW LOOK DCL DCL DCL fs- OF fs- RENT
now mary knows john.,FRIEND GROUP/TOGETHER IX ARRIVE
how to control making noises in the different places is also challenging.,REALLY IX # SO MANY SCL FINE IX MUST
"last monday, i knew it would rain the next day.",# IF IX WHO MAKE REALLY COP # VP CLEAR WHY
i was looking back and saw two cops running.,# DO PLAY DCL IN # SO IX MAN
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,HORSE IX MEET AREA LOOK NOISE fs- DONNA KNOW
bob hasn't given the rose to his girlfriend.,fs- JOHN MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
my friend loves to go outside because he loves camping.,FRIEND FRIEND IX NICE/CLEAN KITCHEN # IF FRIEND GROUP/TOGETHER DCL
"i have to admit that during spring time in boston, it rains a lot.",IX MAKE MOTORCYCLE REALLY GAME WHERE IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM
i need to buy shorts.,IX SAY YES IN FOUR-DAY
my father moved here to chicago.,POSS WIFE POSS CAR STEAL
the sister doesn't like chocolate cereal.,FAMILY IX fs- JOHN FATHER HOUSE IX MUST
i missed my morning class because i didn`t wake up to my alarm.,IX MOVE-AWAY # LA l AND f a t i v e s t i
i was definitely deaf.,ENTER DCL THAT IX
he decided to waive the fine because he thought it was funny.,IX fs- BOB IX THINK IX IX REALLY IX MAKE REALLY DIFFERENT
do you want butter?,IX CAN TELL IX
"after the movie ends, the teacher will buy a book to give to the student to read.",POSS MOTHER+FATHER MOTHER+FATHER VACATION GO-OUT TRIP IX CAN FIND/FIND-OUT
"if the friends don't go out together, they will stay home and watch tv.",# IF FRIEND HAVE NOT AND NOT LIKE MOVIE
whose car is that?,CAR POSS FAMILY
"did john read the book?  yes, he already did.",IX MUST WHERE GO-OUT WHO FINISH GO-OUT NICE/CLEAN CLASS_2+BOX/ROOM
"if mom doesn't walk to the store, there won't be any milk.",REALLY SHOW POSS HOUSE NOT REASON IX JOIN IX IX THINK MUST WAIT FOR # SO IX
the student likes chocolate.,STUDENT IX ARRIVE HOME
when did you graduate high school? will you go to college?,IX GO-OUT CAMP AND # LA MORE PLUS IX DEAF ON s
"...he told his men, ""hey, remember: winning isn't everything--",IX BCL BCL WHERE IX MUST TIME NOW
"from now on, i won't sleep. that's it. ",POSS CAR IX IX CAN NOW BUT # ALL_2 IX
did the teacher buy a house yesterday?,IX TEACHER NOW READ BOOK MOTHER+FATHER -
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,OFTEN MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER IX NOT ACCEPT
"for example, in some areas of the world, people have a strong tendency to talk fast.",BCL LOOK IX
"when my friends go out, i'll take the time to do homework.",FRIEND GO-OUT IX NOT KISS-FIST POSS FRIEND GROUP/TOGETHER
who lost the key?,STUDENT IX NOT HERE
who arrived?,POSS ARRIVE
the boy wants new shoes.,# NO IX ARRIVE MOVIE
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",# IF RAIN WHERE
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",IX NEVER REALLY # SO IN FOUR-DAY SAME SAME
i tended to sneak in and cause problems for another residences.,LOOK HEAR LOOK MANY THING # LA IX IX
"the cop said, ""no, i saw it very clearly.""",POSS SISTER IX WHO IX IX CAN ICL ICL LOOK
"i was relieved, because it was important that nobody see me.  ",IX SAY WHERE # DO FOR MOTORCYCLE WOW IX # SO SAY
the students must learn to listen to the teacher because the teacher is in charge.,PIG FATHER STUDENT FUTURE IX MUST ACCEPT IX REALLY IX REALLY MOTORCYCLE
has the teacher cleaned the classroom yet?,HAPPEN IX TEACHER HOW-MANY CAR STEAL BUT
"when it's loud, it can be seen as a lack of politeness, as barbaric.",HORSE IX fs- TO IX REFUSE # NO IX CAN IN BOSTON DCL
where is your friend driving to?,# IF MAKE REALLY FRIEND GO-OUT
the students gave a book to the teacher.,STUDENT THAT CAR WHO IX MAN IX IX
then what happened was a wolf arrived in the area,REALLY IX FEEL IX CAN ORDER PIZZA_4 IX REALLY
i've been here all day; i want to leave.,IX KNOW ONE WITH fs- JACK IX NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM VOICE
was i shitfaced drunk last night?,# WHEN GO-OUT WHO JOIN HOUSE
while the paper manila envelope...,BOY BCL ARRIVE HOME fs- ORIENTATION DCL
"if all the students arrive on time, there won't be a test.",# IF MOTHER NOW DEPART MOVIE
all the boys each give the teacher an apple.,# WHEN HAVE BIG DIFFERENT HOUSE MOVIE ACT IX
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",PEOPLE FOR SAME IX fs- CEREAL # QUIZ
last night i did a lot of homework.,PAST+NIGHT PAST+NIGHT PAST+NIGHT PAST+NIGHT WHERE
do you think obama will be elected again for his second term as president?,FRIEND GO-OUT POSS FAVORITE/PREFER # WHEN
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,# NO IX HAVE THAT BCL BCL BCL BCL BCL REALLY fs- SUN SCL IX SAY
"when we arrive in india, i have to send my family a postcard thanking them for support.",IX POSS NEW FRIEND GROUP/TOGETHER TRUE-BUSINESS MORE IX MUST KNOW+NEG KNOW+NEG KNOW+NEG KNOW+NEG IX fs- SPEECH OH-I-SEE SAME
"mary's not here, she just left.",fs- JOHN IX THINK MEAN KNOW QM SAME
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",SAME RAIN BUT IX IX # NO IX MUST GO LOOK # OUT IX # SO FINE IX fs-
what did bob give to his girlfriend?,fs- GRUNT MANY PEOPLE IX fs- OF
bob hasn't gone to the post office.,fs- BOB IX WHO IX CAN TAKE-UP BUOY #
or ask the collided group about the car and if the glass was broken?,# IF fs- BEACH HAVE CANDY
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",IX CAN DCL HAVE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER HOW THAT DCL TOGETHER/GO-STEADY_2
the flat road was boring but at least it was safe!,ONE MAKE REALLY WOW MANY SET-UP DEAF DCL DOG fs- PARK
"if i decide not to swim in the water, i will walk on the shore.",# IF IX THINK IX MAN MUST NICE/CLEAN CLASS_2+BOX/ROOM IX ICL DCL DCL
i had a big bruise near my eye.  why...,IX KNOW RAIN FIND/FIND-OUT UMBRELLA WHY YEAR IX MUST NICE/CLEAN CLASS_2+BOX/ROOM PEOPLE
where do you work?,fs- SPEECH DCL DCL
"have hearing friends come over, to socialize.",FRIEND IX TIME IX CAN IX QM
"no, i just finished homework.",POSS SISTER RAIN NOW GO-OUT WHERE
i hate asking for directions and then having to read lips and gestures to figure out the directions.,IDEA DEAF PEOPLE WHO MANY THING
obama is from philadelphia.,# IF IX DCL
the teacher likes chocolate.,TEACHER FINISH READ BOOK
"when the sun rises, he asks himself, what was that, with the shaking? ",SNOW SCHOOL IX REALLY NOW
i braced myself as we went down--i was expecting to fall out.,NOT ARRIVE HOME fs- BEACH IX DCL
the park is crowded because the kids love playing there.,NOT LIKE fs- CREAM CHEESE IX fs- OF PERSON MUST
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",STUDENT IX REALLY EXPECT MANY IN PLACE IX MUST BRING LOTION POSS VOICE LOOK BUT HERE fs- AT OLD+FIFTEEN
i always get sick in winter because i wear flip-flops.,HAVE BIG IX REFUSE ROPE MOVIE MOVIE IX CAN CREATE/PRETEND CAN TALK
the deaf man turned to the cop and gestured that he couldn't hear.,BUT IX FINE IX CAN WHERE IX # BBQ POSS BPCL
"i have to admit that sf copies boston a little, but anyway...",NOW IX fs- RENT IX FIND/FIND-OUT BRACELET IX GRAB-CHANCE - c o n u a
who is asking for directions?,LIBRARY SAME WHO NOT CANCEL/CRITICIZE
my friends realized they didn`t want a pizza party because it has been the norm.,FRIEND IX ARRIVE HOME fs- GRUNT YES IX TEND FACE WARM IX BUOY
"when you finish homework, you can go play outside.",IF THAT IX MUST NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM SAME IX
"if it snows, school is cancelled.",OFTEN IX WORK BICYCLE IX CAN GROW
when the three pigs grew up...,AUNT REALLY+WORK REALLY+WORK BCL WHO POSS SISTER
who likes chocolate?,WHO ARRIVE HOME
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",# IF IX GO-OUT RAIN IX THINK MAYBE LOOK HEAR IX MUST MAKE
"the next pig, well, he wasn't lazy...",BUT NOT THINK IX CAN PROCEED IN DEPART
"i was drinking underage, too.",SAY SAY GO-OUT DEPART
why isn't there any chocolate cereal?,IX MAKE POSS CAR NOT CANCEL/CRITICIZE NOW
"if father arrives home late, he can`t help us with our homework.",# IF IX fs- LATE NIGHT WHERE IX LOOK
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,FRIEND IX THAT IX fs- ROPE fs- DANA ON fs- LOTTERY # DOG_2 IX SCL LOOK
the sushi i ate tasted weird. i hope it`s not spoiled.,SAY WHERE DEAF BCL
john read a/the book.,fs- JOHN POSS HOUSE IX GIVE
"if it's cold, my mom won't go out.",POSS FAMILY HAVE BOOK IX MAN DEPART POSS MOTHER+FATHER MOTHER+FATHER
is that john's father's car?,fs- JOHN FATHER IX
"dad likes chocolate cereal, like me.",STUDENT NOT NICE/CLEAN CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM CLASS_2+BOX/ROOM IX
"...you know, they have different buildings for different wards.  i went in and waited some more.",ICL ICL ICL ICL DEAF PERSON WOW DCL DCL
there are real implications behind the value of speech culture and what it means when it's given a voice.,BCL BCL BCL fs- LATE NIGHT IX # SO IX MUST # LA # WHEN IX fs- BEACH BCL BCL
mary is funny. she really wants an ugly dog.,fs- BOB IX NOT STAY_2 HOME fs- BEACH IX NOT
there's something strange about myself.,MAKE REALLY IX MUST DO QM
some strange thing/person arrived.,BAD WEATHER REALLY IX HAVE QM
"if john eats spinach, he will get sick.",fs- JOHN NOT HAVE GOOD/THANK-YOU IX WORK ALL-NIGHT IX
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",LOOK LOOK POSS fs- LATE NIGHT WHY IX CAN REFUSE EAT DCL DEPART TOGETHER/GO-STEADY IX fs- OF fs- OF
often they don't realize how much noise they are making. so they're not as quiet as they think.,SAME VOICE LOOK TRUE-BUSINESS LOOK OH-I-SEE SCL
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",IX OH-I-SEE SAME PEOPLE WHO JOIN PLAY VIDEO-GAME # NO IX REALLY GAME
i noticed some animal crossing the road.,IX BCL COP WHO ARRIVE HOME
mary arrived late.,IX NOT fs-
it must be ripped fast to reduce the noise.,MAKE NOISE IX MAKE PEOPLE OH-I-SEE IN # IF
the game finishes before 6? what time?,BUT # DOG_2 IX GO FOR POSS FAMILY
"i thought ""why don't i just drive on"". ",IX HAVE WIFE WHY DEPART
