input sentence,translation
"the house shakes again, louder and worse than before.  he ran downstairs.",REALLY MUST FINISH NOT REASON
we had a choice of steak or chicken.,REALLY WEATHER DCL ON REALLY FUTURE RAIN FUTURE POSS MOTHER WITH DEAF DCL NOT
jason is going home because he is hot.,IN NOW fs- OBAMA IX DCL fs- GROOM CLASS_2 QM IX fs- JASON IX
who bought the car?,MOTHER BOOK WHOLE # SALE FUTURE DCL WHO REALLY CAR fs- LATE POSS YESTERDAY WHOLE GROUP/TOGETHER WHOLE # WHAT FUTURE MOVIE
"when i finish cleaning the kitchen, mom will take me to my friends house.",WHEEL HOUSE CAUSE WHEW/RELIEVED DCL WHEN WHEEL REFUSE WHEEL WHEN CAUSE EXCUSE USE EXCUSE APPLAUSE BECAUSE CONFUSE  HOUSE BECAUSE ABUSE REFUSE REALLY
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",HAVE IX SCL THEN ONE MOTHER WHY fs- THEREFORE COLLEGE POSS BIRTHDAY DO-DO THEN COLLEGE THEREFORE COLLEGE WHO COLLEGE THEN WHO COLLEGE # JOB  COLLEGE DRIVE COLLEGE THEN THAT BOOK COLLEGE QM COLLEGE THEREFORE SAME THEN COLLEGE WHO # COLLEGE REALLY NOT THEN FUTURE IX THEN COLLEGE # IF # PO fs- COLLEGE THEN DEAF PEOPLE THEN SAME SCL THEN  THEN COLLEGE SCL THEREFORE THAT DEAF COLLEGE THEN
bob has a big dog because he loves wrestling with them.,ARRIVE JOHN BOB IX LOVE BOB SCL WHO WORK SCL BOB CAR NOT LIKE MOVIE NOT POSS BOB  IX  BUY MOTHER BOB LOOK MOTHER SHOULD BOB THAT BOB JOHN FUTURE DEAF SAME BOB SCL REALLY WHY
"when we entered utah, we all were exhausted as we didn't sleep at all.  we were awake all night at the casino at nevada last night. ",WHERE FIGHT NIGHT PAST+ALL-NIGHT NOW+NIGHT WHERE PAST+NIGHT FIGHT STRAIGHT TWENTY-EIGHT SHORT-HEIGHT TWENTY-EIGHT ALL-NIGHT WHEW/RELIEVED EIGHT EAT+NIGHT WHEEL EIGHT WHEW/RELIEVED STOPLIGHT PAST+ALL-NIGHT WHERE STAY-AWAKE-ALL-NIGHT EAT+NIGHT RIGHT GOOD/THANK-YOU+NIGHT HEIGHT SHORT-HEIGHT NOW+NIGHT FIGHT STOPLIGHT PAST+NIGHT TWENTY-EIGHT RIGHT SHORT-HEIGHT EIGHT PAST+NIGHT EIGHT NIGHT TWENTY-EIGHT EIGHT SHORT-HEIGHT EAT+NIGHT WHERE NOW+NIGHT PAST+NIGHT WHEEL NIGHT HEIGHT EIGHT STRAIGHT STOPLIGHT HEIGHT TWENTY-EIGHT STAY-AWAKE-ALL-NIGHT PAST+NIGHT WHERE TWENTY-EIGHT WHEW/RELIEVED ALRIGHT RIGHT PAST+ALL-NIGHT LIGHT OVER-NIGHT ALL-NIGHT TWENTY-EIGHT NIGHT PAST+ALL-NIGHT WHEEL SHORT-HEIGHT
i don't want to go out; it's raining now.,KNOW LOOK UP-TO-NOW SNOW IX LIKE REALLY NOW SNOW NOT-KNOW KNOW NOT-KNOW fs- NOW
have jack and sue met?,MOTHER IX HAVE HELMET FUTURE HAVE HAVE-TO fs- HAVE BIG
"if i don't study, i am guaranteed to fail.",MAIL SISTER JAIL SEND/MAIL SAME SEND/MAIL LETTER/MAIL WHERE MAIL JAIL ARRIVE JAIL EMAIL LETTER/MAIL NOW LETTER/MAIL FAIL JAIL SCL SEND/MAIL JAIL FAIL ARRIVE FAIL LETTER/MAIL  LETTER/MAIL QM LETTER/MAIL fs- EMAIL POSS fs- FAIL LETTER/MAIL CAR
was i passed out drunk last night?,NIGHT SHORT-HEIGHT WAS STRAIGHT WAS WASTE NIGHT FIGHT WASTE PAST+ALL-NIGHT WAS EIGHT STRAIGHT NIGHT LIGHT SHORT-HEIGHT ALL-NIGHT TWENTY-EIGHT SHORT-HEIGHT PAST+NIGHT PAST+ALL-NIGHT GOOD/THANK-YOU+NIGHT FIGHT LIGHT PAST+NIGHT STOPLIGHT FIGHT NOW+NIGHT EAT+NIGHT STAY-AWAKE-ALL-NIGHT NIGHT STOPLIGHT NOW+NIGHT STAY-AWAKE-ALL-NIGHT STRAIGHT NIGHT OVER-NIGHT WASH EIGHT GOOD/THANK-YOU+NIGHT RIGHT NOW+NIGHT FIGHT WASH GOOD/THANK-YOU+NIGHT EIGHT ALL-NIGHT GOOD/THANK-YOU+NIGHT HEIGHT TWENTY-EIGHT EAT+NIGHT SHORT-HEIGHT EAT+NIGHT EIGHT ALL-NIGHT LIGHT ALL-NIGHT PAST+ALL-NIGHT STOPLIGHT WASTE STRAIGHT RIGHT ALL-NIGHT OVER-NIGHT EAT+NIGHT SHORT-HEIGHT STOPLIGHT TWENTY-EIGHT SHORT-HEIGHT EIGHT
the tapper thrusts his hand into his victim's body and pulls out the heart.  he picks up the body and slings it onto his shoulder.,BLADDER GENDER WONDER THEREFORE BORDER fs- LIST-ORDER OLDER WONDER PONDER WONDER LEADER WHY UNDER # DISORDER GENDER PONDER fs- PONDER GENDER DISORDER BORDER LIST-ORDER REALLY THEREFORE DISORDER OLDER ORDER THEN SAME DISORDER LEADER POSS FAMILY THEREFORE WONDER GENDER BLADDER LEADER  THEN OLDER WONDER DISORDER DCL ORDER OLDER WONDER THEN PONDER THEREFORE UNDER LIST-ORDER UNDER JOHN FUTURE LEADER THEN ORDER DISORDER GENDER LIST-ORDER GENDER LIST-ORDER BLADDER POSS THEN THEREFORE PONDER
i told him/her tomorrow it would rain.,DIRECT/EXPLAIN WHY CAR EXPLAIN DIRECT/EXPLAIN fs- JOHN MEXICO/SPAIN AGAIN DIRECT/EXPLAIN WHY EXPLAIN ABOUT TRAIN DCL RAIN EXPLAIN # SPRAIN
how many cars has the teacher bought so far?,MOTHER HOW-MANY BOOK NOT RAIN WHERE
"after (the baby) is born, you have to...",AFTER RAIN FINISH AFTER HAVE IX CAR QM  NOW FINISH FUTURE AFTERNOON_3 IX LIKE AFTER AFTERNOON_3 AFTER DCL AFTER NOT SCL FOR SCL NOT IX FINISH DCL AFTER JOHN SHOULD BUY # JOB BCL SCL REALLY AFTERNOON_3 MANY AFTER  MOTHER DCL NOW IX LIKE AFTER AFTERNOON_3 AFTER MOTHER FOR WHY JOHN IX LOOK BUY POSS SISTER WHO FINISH DCL IX LOOK DEAF AFTERNOON_3 AFTER  HOUSE NOW NOT
"if there is no snow, then school will continue.",CONTINUE FATHER POSS HOUSE CAR NOT WORK FINISH POSS QM POSS fs- CONTINUE MOTHER CONTINUE DEAF IX CONTINUE WHO CONTINUE DEAF PEOPLE CONTINUE QM # NO CONTINUE DEAF PERSON CONTINUE # RA FINISH CONTINUE FOR POSS FATHER CONTINUE SCL NOT QM CHOCOLATE IX MOTHER SICK WHY ARRIVE WHY CONTINUE WHO REALLY DIFFERENT CONTINUE FOR CAR  # DOG_2
...because muhammad ali has parkinson's disease...,INCREASE BECAUSE BECOME BECAUSE ONE INCREASE DCL INCREASE BECOME CHASE INCREASE # OK fs- GRUNT BECOME TEASE BECOME fs- BECAUSE BECOME CAR BECAUSE TEASE FOR BECAUSE POSS BECAUSE TEASE CHASE INCREASE TEASE DRIVE INCREASE DISEASE IN DISEASE DCL CHASE INCREASE BECAUSE TO/UNTIL INCREASE CHASE BECOME # BECAUSE DISEASE CHASE DISEASE CHASE DCL BECOME BECAUSE DCL INCREASE BUY BECAUSE  BECOME WHO CHASE BECAUSE PEOPLE BECAUSE POSS TEASE BECAUSE REALLY WHO
father should buy a book.,# LOOK MOVIE BOOK LOOK IX BOOK FATHER BUY YESTERDAY LOOK DCL OPEN-BOOK LOOK BOOK LOOK OPEN-BOOK POSS MOTHER LOOK # COOK LOOK
i met a lot of interesting people last night.,STOPLIGHT IX GOOD/THANK-YOU+NIGHT HEIGHT PAST+NIGHT FIGHT EIGHT PAST+ALL-NIGHT NOW+NIGHT PAST+ALL-NIGHT IX TWENTY-EIGHT NOW+NIGHT EIGHT ALL-NIGHT NOW+NIGHT NIGHT SHORT-HEIGHT STAY-AWAKE-ALL-NIGHT PAST+ALL-NIGHT LIGHT FIGHT OVER-NIGHT  STRAIGHT NIGHT ALL-NIGHT EIGHT LIGHT STOPLIGHT STRAIGHT NIGHT STRAIGHT CAR SHORT-HEIGHT  ALRIGHT NOW+NIGHT STOPLIGHT ALL-NIGHT STOPLIGHT STRAIGHT EAT+NIGHT OVER-NIGHT RIGHT PAST+NIGHT ALL-NIGHT PAST+NIGHT EIGHT PAST+ALL-NIGHT OVER-NIGHT PAST+ALL-NIGHT OVER-NIGHT LIGHT PAST+NIGHT PAST+ALL-NIGHT ALRIGHT TWENTY-EIGHT RIGHT LIGHT PAST+NIGHT STOPLIGHT SHORT-HEIGHT ALL-NIGHT STAY-AWAKE-ALL-NIGHT GOOD/THANK-YOU+NIGHT STRAIGHT EIGHT ALL-NIGHT STRAIGHT
should mother buy a car?,SHORT FATHER SHOWER # WHEN
"when you start to visualize the character and their culture, you begin to give them a voice.",OFFICE IX NICE WHEN NOTICE WHEN FATHER MUST TWICE NICE PRICE WHEW/RELIEVED WHERE CHOICE NOTICE JUICE CHOICE WHEW/RELIEVED WHEEL NOTICE CHOICE WHERE VOICE WHERE NOTICE CHOICE WHEEL  PRACTICE TWICE NOTICE CHOICE PRACTICE NOTICE # SERVICE TWICE fs- PRICE SLICE PRICE fs- LATE CHOICE JUICE NOTICE NICE PRICE PRACTICE VOICE WHEN TWICE IX CHOICE SERVICE VOICE WHEEL NOTICE NICE SERVICE OFFICE WHEN
my friend loves traveling all over. his favorite place is asia because their food is delicious.,SERIOUS SCL DEAF DELICIOUS IX SERIOUS  NERVOUS SERIOUS OBVIOUS DELICIOUS OBVIOUS POSS  CAR WHERE DCL FAMOUS CURIOUS SERIOUS BUOY CURIOUS SERIOUS VARIOUS POSS HOUSE FAMOUS OBVIOUS VARIOUS WHY NOW OBVIOUS WHY DELICIOUS NERVOUS CURIOUS VARIOUS WHO  CURIOUS CAR BREAK-DOWN
"he was looking and then finally, he was willing...",SWIRLING SWASHBUCKLING WYOMING EVERY+THING STRING BRING LIST-ORDER-RING SPRING KING WEDDING DOING MORNING NOW+MORNING ANY+THING WINNING KING BRING BUILDING WYOMING BRING SPRING NONE/NOTHING RING ANY+THING KNOW-NOTHING SPRING NONE/NOTHING WYOMING EAT+MORNING TRACK-RING KNOW-NOTHING STRING EVERY+THING FISHING ROWING TIE_2+FISHING STRING TRACK-RING NOTHING EVERY+THING ANY+THING INTERESTING WATER+TUBING BOXING WINNING EVERY+THING NONE/NOTHING NEXT/UPCOMING HEARING THING BOXING NONE/NOTHING WEDDING EVERY+THING BUILDING FISHING RING LIGHTNING BUILDING BRING SWIRLING WATER+TUBING INTIMIDATING EVERY+THING FISHING NONE/NOTHING KING TRACK-RING HEARING NOTHING
"when jack went out, did he see something strange?",CHALLENGE WHERE CHALLENGE WHERE ORANGE AVERAGE/RANGE ORANGE CHALLENGE STRANGE BUOY IX
"if the student wins an award, he will get a $100 gift card.",BERNARD ARRIVE HOME PAPER-CHECK/CARD LOOK-FORWARD CARD fs- PARTY-HARD CARD WHY CARD HOWARD AWKWARD DCL PAPER-CHECK/CARD CARD BERNARD IX HOWARD CARD PARTY-HARD CARD CAR PAPER-CHECK/CARD BERNARD LAUGH-HARD # PAPER-CHECK/CARD DCL  LOOK-FORWARD BERNARD WHY HARD CARD BERNARD DCL ON LOOK-FORWARD HARD LAUGH-HARD LOOK-FORWARD fs- PAPER-CHECK/CARD fs- JOHN CARD PARTY-HARD HARD LOOK-FORWARD BERNARD CARD LOOK-FORWARD HOWARD LOOK-FORWARD LAUGH-HARD
father must mow the lawn because he will host a bbq soon.,ARRIVE fs- FATHER EAT+NOON NOW+AFTERNOON DRIVE TO
i drove straight across the country from sf.,IX START DRIVE SCL FUTURE fs- PARK FOR THAT TIME  FOR # ASL IN WHERE QM IX CAR
bob read a book.,BOOK FATHER ARRIVE FUTURE COOK BOB BOOK OPEN-BOOK WHY BOOK BUOY LOOK COOK BOOK NOW DCL BOOK QM COOK FUTURE OPEN-BOOK WORK BOOK CLOSE-BOOK BOOK COOK BOOK LOOK DEAF CLOSE-BOOK BOB COOK BOB  IX
"if the horses play all day on the farm, by nighttime they will be exhausted.",WHO EXCITED JOHN ADDICTED # ORIENTED EXCITED ADDICTED TO/UNTIL EXCITED ADDICTED GROUP/TOGETHER DIMWITTED DCL ORIENTED
"many people were shocked when they found out that the person and the voice didn't match up, especially john gilbert, who was one character that was mentioned.",MOTHER MANAGE/CONTROL MAN_2 REALLY MANAGE/CONTROL+AGENT IX MANIPULATE PEOPLE MAN MAN_2 MANILA MANAGE/CONTROL+AGENT MANILA NONE/NOTHING MANILA MANIPULATE MAN_2 DEAF  MAN_2 WHO MANY MAN_2
who is sick?,TEACHER WHOLE ERICK DCL WHOLE STICK SICK DEAF CLICK NOT WHOLE STICK SICK WHY STICK fs- JOHN BRICK THICK SICK BRICK WHOLE ERICK CLICK BRICK CLICK
did the students actually obey and listen to the teacher?,HER BOTHER GROUP/TOGETHER MOTHER+FATHER HER MOTHER GROUP/TOGETHER BROTHER GROUP/TOGETHER BOTHER GATHER NOW MOTHER+FATHER MOTHER HER GROUP/TOGETHER OTHER SCL WEATHER GRANDFATHER BOTHER MOTHER HER TOGETHER WHY WEATHER BOTHER GATHER OTHER TEACHER MOTHER+FATHER HER OTHER MOTHER
did the roommates go out together?,FATHER MOTHER MOTHER+FATHER GATHER MOTHER+FATHER MOTHER NOT BROTHER FATHER OTHER BROTHER WEATHER GRANDFATHER TEACHER MOTHER MOTHER+FATHER GRANDFATHER MOTHER TEACHER GATHER MOTHER HER GRANDFATHER TOGETHER GROUP/TOGETHER GRANDFATHER TOGETHER WEATHER GROUP/TOGETHER
did the group of friends arrive at the movie theater?,POSTER CHAPTER GLITTER POSTER BETTER ENTER CUTTER GLITTER SISTER COMPUTER POTTER ANYWAY/NOT-MATTER POTTER SEMESTER SCREEN/FILTER SEMESTER CHAPTER NUT+BUTTER CHAPTER CUTTER ANYWAY/NOT-MATTER BETTER POSTER NUT+BUTTER ROCHESTER MONSTER BUTTER OVER/AFTER BUTTER GLITTER OVER/AFTER COMPUTER ROCHESTER WATER ROCHESTER POSTER CHAPTER BETTER SISTER BREAK+ENTER LATER SISTER ENTER CENTER LATER ANYWAY/NOT-MATTER COMPUTER REPORTER AFTER BUTTER ENTER SCREEN/FILTER DAUGHTER ROCHESTER OVER/AFTER BREAK+ENTER ENTER POSTER CHARACTER NUT+BUTTER DAUGHTER WATER SISTER REPORTER ROCHESTER SCREEN/FILTER ENTER CHAPTER POTTER CENTER
ann hates fish but likes chicken.,CHICKEN ANNOUNCE SCL FINISH CHICKEN ANN ANNOUNCE FUTURE DCL REALLY ANNOUNCE SCL
"he said, ""make sure not to pee in public again!"" then he left.",SAY MUST NICE/CLEAN NOW IN POSS WHO ARRIVE WHY WHO DCL # VP fs- GRUNT  SCL DCL NOW IX DO-DO fs- LOX IX MUST NOT SCL FUTURE MOTHER SHOULD WHY POSS DEAF fs- BOB IX GO HOSPITAL SCL HOUSE IX NOT SCL WHERE GO-OUT  SCL MOTHER READ MANY LOOK QM SCL FINISH CAR
i didn't know what to do--i thought it would feel like being on a boat on the water.  i thought it wasn't a big deal.,REALLY STEAL CEREAL STEAL POSS NOT fs- CEREAL STEAL WHERE IX DCL
mary is a vegetarian.,MARKET # SIBERIAN MARY NOT BUY QM # MARKET DCL WHY SIBERIAN PEOPLE MARY SIBERIAN MARKET MARY fs- MARATHON SCL WHERE MARY MARKET SIBERIAN MARATHON WHY MARRY FUTURE LIKE NOW MARATHON SCL MARATHON MARKET DCL MARKET SIBERIAN MARRY REALLY
"if my friend crashes the party, i will kick him out.",KICK-OUT SCOUT OUT KICK-OUT FIND/FIND-OUT+#OUT SCOUT BAWL-OUT FIND/FIND-OUT+#OUT BLANK-OUT FILL-OUT WORK-OUT OUT BAWL-OUT ABOUT WORK-OUT OUT BLANK-OUT FIND/FIND-OUT BOY+SCOUT BLANK-OUT BOY+SCOUT TAKE-OUT BOY+SCOUT FILL-OUT BOY+SCOUT fs- BAWL-OUT WHO ABOUT RUN-OUT IX FIND/FIND-OUT+#OUT BAWL-OUT SCOUT WORK-OUT BLANK-OUT BOY+SCOUT FILL-OUT BAWL-OUT BLANK-OUT TAKE-OUT BLANK-OUT FILL-OUT BLANK-OUT SCOUT BOY+SCOUT OUT FIND/FIND-OUT+#OUT FIND/FIND-OUT IX ABOUT FIND/FIND-OUT+#OUT  FIND/FIND-OUT IX RUN-OUT SCOUT FIND/FIND-OUT SCOUT KICK-OUT TAKE-OUT FILL-OUT WORK-OUT RUN-OUT FIND/FIND-OUT ABOUT OUT KICK-OUT MOVIE OUT
"motorcycling--wow.  since i care about him, i decided to send him an email.",FAIL JAIL MOTHER+FATHER JAIL LETTER/MAIL MOTIVATE SAME EMAIL MOTIVATE MOTORCYCLE JAIL
"did john buy mother's car? no, he did not.",REALLY IX NOT MOTHER CAR BREAK-DOWN FUTURE WHY+NOT CANNOT BUY NOT RAIN QM
when did you graduate high school?,NOT OVER/AFTER+SCHOOL WHEN OVER/AFTER+SCHOOL POSS
where does your family tend to vacation every year?,THINK+APPEAR WHEN LAST-YEAR NEAR EAR EVERY-YEAR CLEAR WHEW/RELIEVED YEAR WHEEL NEAR CLEAR HEAR fs- HEAR YEAR WEAR YEAR NEAR WHEW/RELIEVED WHEEL
"if bob decides to adopt a big dog, he will have to accept the fact that he will spend lots of money on dog food.",FLOOD # WOOD THUMBS-UP/GOOD # THUMBS-UP/GOOD WOOD NONE/NOTHING REALLY SEAFOOD fs- SEAFOOD IN FLOOD IX NO-GOOD FLOOD MOOD NO-GOOD SCL fs- FLOOD FOOD BLOOD WOOD GOOD BLOOD IX GOOD THUMBS-UP/GOOD FLOOD GOOD BLOOD FOOD FATHER ARRIVE FOR SEAFOOD GOOD # OK FUTURE fs- SEAFOOD MOOD SEAFOOD THUMBS-UP/GOOD SEAFOOD FLOOD FOOD MOOD MOTHER GOOD fs- THUMBS-UP/GOOD fs- FLOOD WOOD BLOOD MOOD BLOOD SEAFOOD GOOD WOOD  MOOD  NO-GOOD GOOD #
did those friends go camping?,NOTHING BOXING IRRITATING DOING SWASHBUCKLING MORNING NEXT/UPCOMING TAPE-RECORDING ROLL-ON-FLOOR-LAUGHING FISHING SPRING NONE/NOTHING EVERY+THING TIE_2+FISHING INTIMIDATING MORNING BRING WINNING ANY+THING FISHING WYOMING NOTHING BEING SWASHBUCKLING WYOMING RING MEETING ROWING NONE/NOTHING EVERY-MORNING NOTHING KING BUILDING WEDDING FISHING MORNING EVERY+THING EVERY-MORNING KNOW-NOTHING EVERY-MORNING MEETING HEARING WEDDING EAT+MORNING FISHING LIGHTNING BUILDING EVERY-MORNING TEXTING TUBING WEDDING NOTHING WATER+TUBING INTIMIDATING NOTHING ANY+THING SPRING BRING SWIRLING INTERESTING LIGHTNING TRACK-RING ANY+THING NONE/NOTHING WYOMING TAPE-RECORDING OUTGOING IRRITATING BRING MORNING
john gave some woman over there a book.,JOHN-STEWART fs- CLOSE-BOOK JOHN LIKE WHO NOT BOOK JOHN FUTURE ^ FUTURE JOHN-STEWART CLOSE-BOOK BOOK WHY POSS LOOK BOOK JOHN-STEWART CLOSE-BOOK JOHN LIKE CLOSE-BOOK JOHN CLOSE-BOOK BOOK JOHN-STEWART
i like that boy. he's funny.,DCL SUNNY LOOK FINISH SUNNY POSS MOTHER NOW FUNNY  TYRANNY IX REALLY TYRANNY SUNNY MOTHER DCL fs- OF IX  FINISH FOR DEAF SCL NOT BUY FUNNY DCL BUOY TYRANNY SUNNY FUNNY  DCL  PEOPLE SUNNY FOR DEAF fs- TO FUNNY FATHER TYRANNY CAR WHO TYRANNY MOTHER SHOULD IX  BUY HOUSE IN FATHER POSS SUNNY DEAF TYRANNY SUNNY FUNNY MOTHER IX FUNNY - JOHN  TYRANNY SCL
"when my computer breaks down and i don't know what to do, i'll ask someone for help.",POSS CAR WHEN WHEW/RELIEVED WHEEL HELP DCL WHEW/RELIEVED BUT
we had rope with us when we went up.,NOT CAR REALLY DCL REALLY HAVE BOOK MOTHER LIKE WHO WHY NOT WHY SCL FUTURE  CAR  PEOPLE SCL FOR SCL FUTURE BUY NOW CAR FUTURE NOT CAR JOHN LIKE SCL
"when i finish work, i will go home.",CHROME IX SOME WHEN WHERE WHEEL BECOME # WHERE WHEEL WHERE BECOME WHERE COME WHEEL HOME CHROME WELCOME QM WHEEL
"""i warn you, get out or else i will snatch you and eat you up!"" wolf said.",LOOK NOW PLAID MOTHER+FATHER POSS PLAID IX NOT LIKE MOVIE PLAID u t BUT MOVIE FUTURE PLAID HERE NOT WORK PLAID PHONE QM BREAK AFRAID PLAID WHERE POSS
"no, i did use the right key. the car is broken.",BCL NOISE NOISY FINISH NOISY CAR NOISE+RUMBLE NOT NOISE+RUMBLE POSS CAR HERE NOISE+RUMBLE SCL NOISY SAME CHICKEN DEAF NOT SCL IX CHICKEN FINISH WHY  FATHER DCL NOISE NOISY BUOY IX ARRIVE CHICKEN DCL ON NOISE PEOPLE FOR SCL NOISE+RUMBLE
there are real implications behind the value of speech culture and what it means when it's given a voice.,NOTICE THEN THEREFORE THEN VOICE THEN SERVICE NICE NOTICE THEN SERVICE fs- PRICE
what is it john loves?,SCL WHAT WHAT+ACTION SCL WAVES WHO fs- WHAT SAME WHAT NOT WHAT WHATS-UP FUTURE fs- WAVES REALLY FUTURE WHAT WAVES WHAT WHATS-UP WHAT WAVES WHY WAVES WHATS-UP DCL WHAT+ACTION NOT WHAT # WHATS-UP POSS WHAT 1 WHAT POSS WHAT+ACTION WHATS-UP WHAT+ACTION WHO WHAT WHAT+ACTION NOW DCL WHAT MEAN SCL LOOK WHATS-UP WHAT WHAT+ACTION DCL WAVES NOW WHAT+ACTION fs- CREAM WAVES WHATS-UP WAVES WHAT ARRIVE WHAT+ACTION WHAT
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",CONFRONT THEN LOOK
the teacher doesn't like the movie.,TEACH+AGENT MOVIE CAR THEREFORE QM # QM SCL NOT ARRIVE IX MOVIE QM WHY MOVIE THEREFORE REALLY THEN THEREFORE THEN FUTURE CAR BLUE DCL ARRIVE THEREFORE FOR  THEN THEREFORE IX MOVIE BUOY FUTURE THEREFORE SCL THEN FUTURE MOVIE ACT SCL THEREFORE MOVIE POSS MOTHER THEN WORK DCL THEREFORE IX THEREFORE POSS NEW THEN GIFT JOHN FATHER IX THEREFORE MOVIE FINISH DCL MOVIE BUOY IX MOVIE WHO IX THEN #
bob hasn`t given his girlfriend roses yet.,MOTHER SCL GO-OUT fs- BOB CAR SHOULD DRIVE BOB IX WORK POSS NOT-YET
i was in my high chair.,HAIR SAME BY-A-HAIR IX WORK CHAIR BY-A-HAIR BREAK NOW IX THINK AIR BY-A-HAIR CAR CHAIR HAIR PEOPLE WHY AIR DCL DEAF AIR SCL HAIR CHAIR  HAIR BY-A-HAIR MOTHER BY-A-HAIR JOHN # IF HAIR DCL SCL WHERE CHAIR BY-A-HAIR AIR HAIR WHY PEOPLE SCL AIR HAIR CAR SCL HAIR ARRIVE  FOR CHAIR BY-A-HAIR QM  HAIR AIR POSS fs- HAIR AIR BY-A-HAIR  HAIR
...a big pile of grass that looked delicious!,NERVOUS fs- FAMOUS SERIOUS DEAF NERVOUS DCL # NERVOUS VARIOUS OBVIOUS WHY FAMOUS SERIOUS VARIOUS DEAF PEOPLE OBVIOUS BUOY SCL DCL CURIOUS OBVIOUS VARIOUS DELICIOUS VARIOUS FAMOUS CURIOUS # NO
bob doesn't know president silber because he isn't the president anymore.,THEREFORE BOB IGNORE DEMI-MOORE DEAF IGNORE MORE BEFORE STORE BOB fs- DEMI-MOORE THEREFORE STORE ANY+MORE ONE-MORE DCL IGNORE BOB BEFORE THEREFORE ONE-MORE BEFORE NO+MORE BOB IX FUTURE CAR  - ANY+MORE BOB WHO BORE IGNORE BOB CAR BLUE NOT CANCEL/CRITICIZE CAR ANY+MORE STORE IX ANY+MORE WHY DEMI-MOORE ANY+MORE STORE DEMI-MOORE IGNORE THEREFORE NO+MORE BEFORE STORE BEFORE ONE-MORE
now mary knows john.,JOHN FATHER NOW+MORNING NOW+AFTERNOON NOW-WEEK JOHN NOW NOW+MORNING NOW+AFTERNOON NOW+AFTERNOON_2 REALLY
my friend is going out to a party.,FRIEND PARTY FUTURE PARTY NOT PARTY fs- FOUR-THIRTY WHO WORK QM FUTURE FOUR-THIRTY NOT RAIN SEVEN-THIRTY WHY IX # FOUR-THIRTY WHO ARRIVE SEVEN-THIRTY IX CAR IX WHY FOUR-THIRTY PARTY FOR IX FUTURE FOUR-THIRTY BUY POSS FINISH PARTY FOUR-THIRTY
did you graduate high school?,LOOK SCHOOL STOOL SCHOOL COOL STOOL COOL SCHOOL NOT CAR  JOHN SCHOOL SCL WHY
did the friends go camping?,FISHING EAT+MORNING MEETING ANY+THING NOTHING FISHING EVERY-MORNING OUTGOING BRING FISHING BOXING HEARING STRING SWIRLING MORNING NONE/NOTHING MEETING WINNING ROWING WINNING BOXING ANY+THING LANDSCAPING WATER+TUBING FISHING NONE/NOTHING WATER+TUBING EAT+MORNING WEDDING HEARING BUILDING THING WYOMING BOXING WYOMING HEARING TIE_2+FISHING SWIRLING FISHING HEARING KNOW-NOTHING SWIRLING LIGHTNING TRACK-RING KING EVERY-MORNING KING BRING LIGHTNING DOING EVERY-MORNING EAT+MORNING LIGHTNING MORNING ANY+THING EAT+MORNING BRING WYOMING BEING EVERY-MORNING ROWING FISHING BOXING SPRING EVERY-MORNING IRRITATING MEETING KNOW-NOTHING EVERY-MORNING INTIMIDATING
she decided to do something else.,SHEEP LOOK SHEEP DRIVE SHEET-CAKE SHEEP FATHER FUTURE fs- SPEECH
"the cop told my friend, ""make sure you keep an eye on him overnight.""",NIGHT HEIGHT ALRIGHT GOOD/THANK-YOU+NIGHT EIGHT GOOD/THANK-YOU+NIGHT PAST+ALL-NIGHT FIGHT NOW+NIGHT LIGHT STAY-AWAKE-ALL-NIGHT SHORT-HEIGHT THEN STAY-AWAKE-ALL-NIGHT STOPLIGHT RIGHT STRAIGHT PAST+NIGHT TWENTY-EIGHT STOPLIGHT STRAIGHT ALL-NIGHT STRAIGHT ALRIGHT THEREFORE GOOD/THANK-YOU+NIGHT STAY-AWAKE-ALL-NIGHT LIGHT GOOD/THANK-YOU+NIGHT PAST+ALL-NIGHT THEREFORE STOPLIGHT THEN SHORT-HEIGHT NOW+NIGHT NIGHT PAST+ALL-NIGHT PAST+NIGHT THEREFORE RIGHT NOW+NIGHT PAST+ALL-NIGHT SHORT-HEIGHT STAY-AWAKE-ALL-NIGHT EIGHT LIGHT NOW+NIGHT PAST+ALL-NIGHT SHORT-HEIGHT PAST+NIGHT EIGHT ALL-NIGHT STAY-AWAKE-ALL-NIGHT HEIGHT EIGHT PAST+NIGHT EAT+NIGHT LIGHT RIGHT GOOD/THANK-YOU+NIGHT PAST+NIGHT ALL-NIGHT LIGHT ALL-NIGHT PAST+ALL-NIGHT NIGHT EAT+NIGHT SHORT-HEIGHT FIGHT PAST+NIGHT
maybe john will live here.,# LEAVE-THERE MAYOR-BLOOMBERG DCL SCL RIGHT-HERE WHERE HERE WERE MAYOR-BLOOMBERG MAYBE HERE WERE EVERY+WHERE WHERE WERE IX # LA IX HERE CAR RIGHT-HERE SOME+WHERE WHERE ANY+WHERE EVERY+WHERE SOME+WHERE WERE MAYBE MAYOR-BLOOMBERG RIGHT-HERE MAYOR-BLOOMBERG EVERY+WHERE RIGHT-HERE LEAVE-THERE HERE
