input sentence,translation
barack obama swam at the beach.,BACK ATTENTION-WAVE EAT BREATHE WHAT THEN
jim threatened to sue the man who punched him.,JIM NEXT-TO THROUGH MANAGE/CONTROL TOILET THREE TOILET THROUGH TO/UNTIL
mary owns many different cars.,MARY MARY MARY MANY CARE
john's voice was a good match to the character he played. his character in the movie was that of a swashbuckler.,AAA HEADACHE MATCH MATCH AUSTRALIA ASIA THAT HEADACHE AAA AAA MOVIE ANGELA MATCH THAT AND HEADACHE THAT MATCH AUSTRALIA THAT ASIA MOVIE MOVIE MATCH
is bill planning on moving to new york?,PERSON STILL MOVE BOSTON SITUATION BOSTON THING BOSTON
"in the field of audiovocal orientation, they have their own way of viewing the role of voice range...",AUDIOVOCAL INTERPRET AUDIOVOCAL ROLE FIELD AGAIN HAVE ROLE AUDIOVOCAL WAY FIELD FIELD HEARING THING HEARING AUDIOVOCAL OWN HEARING RAIN OWN THING
i didn`t enjoy talking to donna and jessica.,INTERPRET UNDERSTAND TO/UNTIL ENJOY AND AND TALK TOMORROW UNDERSTAND NONE/NOTHING
"my hand became numb, and he stitched it.",HUSBAND STILL STILL BLAME HEARING AND HERE SUNBATHE HEADACHE
"after working out and playing he went into the locker room to change clothes and next to the room there was a hallway. he heard two deaf people grunting. as if they were having a conversation, and grunting back and forth.",ASIA NEXT WAS DEAF CHALLENGE AFTER WERE HEADACHE WAS ASIA AFTER TWO OUT CHANGE TWO HEADACHE HEADACHE DEAF AFTER ASIA TWO OUT AND DEAF WAS AFTER PEOPLE WERE DEAF AND DEAF OUT NEXT BACK AFTER ASIA AND BACK ANGELA AND ASIA DEAF WAS WERE
"if i don't have any money, i go to my aunt's house and eat there.",AND HAVE AND HAVE GO-OUT GO-OUT HOUSE HAVE HOUSE GO-OUT TOGETHER/GO-STEADY_2 AND ICL GOOD GOOD/THANK-YOU EAT MANY ICL ICL HOUSE
john should buy a car.,SHOULD AUSTRALIA ABOUT ASIA CAR
"that list goes from ""a"" to ""n"".  picking a word, ""noise"": people should be aware that deaf people make noise, often without realizing it.",HEARING REALLY ARRIVE NONE/NOTHING WORD TO/UNTIL ALSO FIND/FIND-OUT HEARING WORK TOMORROW WORD WITH REALLY AGAIN MAYBE WITH AND ABOUT REALLY HEARING TO/UNTIL TO/UNTIL THING REALLY ACT REALLY TO/UNTIL HEARING REALLY AGAIN AND READY ABOUT
"so, i will be analyzing what goes along with deaf speech.",ICL WHAT THING NONE/NOTHING WHAT WHAT BELONG WHAT BELONG NONE/NOTHING INCLUDE/INVOLVE WHAT
what did john buy yesterday?,KNOW-THAT IX WHAT BUY JOHN-STEWART
"the house shakes again, louder and worse than before.  he ran downstairs.",HEAR/LISTEN HUSBAND HEAR+NOISE AGAIN WORK ABUSE THAT UNDERSTAND HERE HEAR+NOISE WORLD LOUD HEARING BECAUSE
"wow, his/her friend is a tall man.",AAA ANGELA AREA ANGELA ASIA ACT AREA ANGELA ANGELA ANGELA
"wow, someone told me that the president might get fired.",SOMETHING/ONE THEN MEET PRESIDENT SAME DIFFERENT HOME GET THAT WOW/AWFUL ONE
the student does not like chocolate.,NOT+MUST NOT+MUST STUDENT EVERY-MONTH/RENT CHOCOLATE NOT-WANT
"""...i saw him put something in his mouth""",RAIN HEARING HEARING FISHING PUT AGAIN SOMETHING/ONE INFORM SOME WEDDING RAIN INTERCOURSE+fs-UP
"if mother cleans the kitchen, it means we can`t bake cookies.",WEATHER MOTHER+FATHER FATHER FATHER FATHER MAKE BROTHER GROUP/TOGETHER MOTORCYCLE GROUP/TOGETHER CAN MEAN CANNOT CANNOT
the movie starts at 7.,MOVE EAT BOAT START STAR+BOMB
"if my friends do not want to go out, i will stay home and watch television.",LONG-AGO WANT+NEG GOOD/THANK-YOU AND FRIEND STILL WANT INTERPRET WATCH GO-OUT WANT TO/UNTIL HOME STAY NOT WANT ICL
if it stops snowing outside then school will reopen tomorrow.,THEN SCHOOL WAIT BOXING HEARING WYOMING OUTSIDE HEARING THING SCHOOL
"i had to put up and stay up til six or seven in the morning.  i was hoping that gas station would be open by then, since i needed my tire fixed before i went on to boston.",BOSTON BOSTON BOSTON ONE ONE-MONTH BELONG TO/UNTIL THING HOPE INFORM ICL ICL TO/UNTIL AGAIN HEARING DIFFERENT MORE FOR ONE EXPERIENCE TOTAL INFORM HEARING DIFFERENT NONE/NOTHING TOMORROW SHOULD BOSTON BOSTON TEACH+AGENT FOR PERSON SET-UP ICL ONE TO/UNTIL ONE AGAIN SOON BOSTON
if john stays home it probably means he's sick.,JOHN PROCTOR PROBLEM_2 HIT SOME STAY HOME VISIT MEAT HOME HOME
they grabbed my arm and bent it behind my back.,AND BEHIND WAIT VEGETABLE+AGENT AND AND SIT DIFFERENT ADMIT PRESIDENT
i bought a gift for my mom. she will love it!,ANGELA IDEA ALSO IDENTIFY ALL-NIGHT AREA AAA ASIA ALSO IDEA AAA AREA
four of us boys lived in a dorm room.,IDEA ASIA FOUR ABOUT ABOUT ANGELA AREA AGAIN DORM
"what they praise is connected to the voice; they say, ""you have a beautiful voice""…",ANGELA ANGELA HAVE ANGELA AUSTRALIA HAVE AUSTRALIA THAT NOISE AAA ACT BEAUTIFUL AUSTRALIA AND ASIA AAA ASIA TO/UNTIL ANY+ONE
i will keep drinking coffee.,HEARING IMAGINE KEEP SKI BRING
sue is buying that blue car.,WEDDING KING NONE/NOTHING LIGHTNING CARE CARE
"yesterday, i didn't play any golf.",YES INTERPRET INTERCOURSE+fs-UP INTERCOURSE+fs-UP ICL INCLUDE/INVOLVE ICL MANY IMPORTANT
"he died way back, when i was around 8 years old.",HEADACHE HEADACHE WHEN ICL WAS WAS WAY HERE WHEN IDEA HERE HEADACHE
"john won't take mary to work, he usually takes amy.",TOMORROW JOHN TAKE WORD HERE WORD MAKE TAKE MARY WONDERFUL TOMORROW JOHN TO/UNTIL
"if bob studies literature, he will pass his final exam.",HEADACHE HEADACHE FINISH FIND/FIND-OUT BOB PAST LITTLE-BIT FIND/FIND-OUT CLASS FINISH PAST+NIGHT
"""i want to see you put the ball down on the ground...",SEE-SEE GROUP/TOGETHER OH-I-SEE DOWN BREAK-DOWN BALL TO/UNTIL PUT OH-I-SEE BALL SOON WANT WANT WANT SEE-SEE
did mother give chocolate to john?,BROTHER GIVE CHOCOLATE JOHN DRIVE TEACHER
was i passed out drunk last night?,PAST+NIGHT INTERNET PAST INSURANCE/INFECTION ABOUT INTERCOURSE+fs-UP PAST
i went and got another bag to put on my hand.,BAG OTHER AND BAG PERSON BAG DIFFERENT TOMORROW PUT OTHER INCLUDE/INVOLVE
my friend is surfing the web.,SURF-INTERNET MORNING FRIENDLY SURF-INTERNET BRING CREATE/PRETEND
father likes both books and movies.,WEATHER AND MOTHER FATHER FATHER WEATHER
"the wolf held his sore behind in relief, then ran away.  the three pigs happily celebrated and danced.  they lived together for ever after.  ",WHEN TEACHER BORE OTHER PIG UNDERSTAND LIVE MOTHER+FATHER SEARCH-FOR AGAIN AGAIN KIND INCLUDE/INVOLVE OTHER JOIN LIVE RAIN MORE JOIN MORE MOTHER+FATHER THRILL/WHATS-UP WIN FAMILY RAIN AGAIN MOTHER+FATHER
how many books will the students read?,BOOK-PAGE STUDENT BOOK STUDY READ MAN BOOK
frank's car broke down.,CARRY CARRY FRANK CAR CAREER DOWN
"if it's raining tomorrow, i'll stay home.",BOXING TIE_2+FISHING THING HOME STAY RAIN NONE/NOTHING HOME HOME HOME STAY HEARING
who sent the letter?,TEACH+AGENT APPOINTMENT SEND WHO
"here (in boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",TEACH+AGENT BOSTON FRIEND GOOD/THANK-YOU FUTURE TAKE NEXT-TO WHERE BOSTON PERSON CANNOT ACT+AGENT BUTTER OFTEN BOSTON TELL OFTEN DIFFERENT TEACH+AGENT TO/UNTIL BOSTON FUTURE FOOD TELL OFTEN TELL TELL CANNOT WHERE CULTURE FOOD TELL CULTURE FUTURE PAY/SPEND TOMORROW
"my mother told her to take it easy, said ""we'll see... """,HER SEE SIT MAKE TEACHER HER HER MOTHER MOTHER HER MOTHER HER HER MOTHER+FATHER GROUP/TOGETHER TO/UNTIL MOTHER SEE
"really, i felt...",INCLUDE/INVOLVE IMPORTANT INTRODUCE IDENTIFY READY INTERPRET
who is going out?,LIGHTNING BOXING THIS OUT
the boy's bike crashed and he fell off.,AND LIKE HEAR HEADACHE UNDERSTAND THOUSAND HERE HERE HEAR AND
john should not buy a house.,ANGELA SHOW NOT-LIKE AREA SHOULD AREA
who will go to the post office?,LONG-AGO GONE GO-OUT LONG-AGO GO-AWAY GOOD/THANK-YOU+NIGHT GO-OUT
that first night they brought me home...,THAT SAME ALL-NIGHT NIGHT NIGHT TIME COME ALL-NIGHT EAT+NIGHT
"analyzing information from a voice that tells their character, their personality, and their job. you may also be able to tell a person's size, height, weight, age, race, gender, sexual orientation...",ANGELA INFORMATION VOICE ANGELA ALSO AAA AREA AAA ALSO FROM THAT ANGELA TELL AAA FROM INFORMATION ANGELA AND FROM TO/UNTIL VOICE ASIA ASIA FROM ANGELA ANGELA THAT PERSON VOICE VOICE INFORMATION ASIA ALSO ASIA AND AND ALSO TO/UNTIL ALSO VOICE INFORMATION VOICE ALSO AUSTRALIA
"when father arrives home late, mother refuses to make dinner.",SOME WHERE MOTHER+FATHER TEACHER TO/UNTIL MOTHER TAKE MOTHER MOTHER+FATHER WHEN MOTHER+FATHER
"honestly, i don`t like commuting to work by bicycle.",INTERCOURSE+fs-UP INTERNET COMMUTE LIGHTNING TOMORROW LIKE BICYCLE NONE/NOTHING ICL INCLUDE/INVOLVE TO/UNTIL TOMORROW
john did not visit mary.,NOT-YET NOTHING NOT-YET VISIT MARY
because that waitress was really hard to understand.,TOTAL HARD CHAT WAS READY TRUE-BUSINESS CHAT THAT
"the hearing people don't tell each other, ""you have a good speech,"" they don't.",AAA OTHER AUSTRALIA GOOD/THANK-YOU HEARING PEOPLE AREA HEARING HEARING AREA THING ANGELA HEARING NONE/NOTHING GOOD HEARING ASIA HEARING ASIA ACT TELL ASIA
why do you work all night?,DOCTOR WHY DOCTOR NIGHT ALL-NIGHT HOMEWORK
wearing black clothes in the summer will make you hot.,WEATHER MAKE SUMMER RAIN INTERNET FISHING MAKE SUMMER LIGHTNING INTERPRET
he drank coffee all day.,HEADACHE HERE HEARING ALL-NIGHT ALL
i notice that babies hate fireworks. the fireworks scare the babies.,SCARE SCARE ICL VOICE INCLUDE/INVOLVE NOTICE ICL FIRE SCARE THAT THAT INTERNET
the deaf person continued driving and started to speed again.,START NONE/NOTHING DEAF NONE/NOTHING BRING PROCEED CONTINUE TOMORROW DRIVE DRIVE
i swerved and slammed on the brakes; the headlights shone right in the deer's face.,RIGHT IDENTIFY SHOW AGAIN ONE HEARING ONE ONE-MONTH EACH+ONE RIGHT BOSTON RAIN HEAR PERSON SOON ONE AND SHOW
why are they chasing me? i asked myself.,INTRODUCE ASK CHAT CHAT INTERCOURSE+fs-UP WHY HEARING WHY INTERPRET
the teacher finished reading the magazine so now she is going to read a book.,MOTHER AAA READ FINISH BOOK AREA BOOK SO-SO NOW ANGELA REALLY READ AUSTRALIA AREA ASIA
i commute to work by bike.,IDENTIFY INFORM COME TOMORROW ICL COMMUTE
the horses hate the rain- they don't like running in the rain.,HATE THING CHOCOLATE INFORM HATE LIKE RAIN LIGHTNING RAIN INCLUDE/INVOLVE FISHING HORSE COMMUNICATE HATE CHOCOLATE
when did the president go to china?,STUDENT WHERE WHERE GOOD/THANK-YOU PRESIDENT DIFFERENT TOGETHER/GO-STEADY
"last week, john went to new york.",STUDENT NEXT-TO FAST NEW-YORK JOHN PRESIDENT LAST ACCIDENT
"if my family decides not to adopt the puppies, my friend probably will.",NEXT-TO FAMILY SEND NOT-YET FAMILY TEND FRIEND NOT-CARE NOT-MIND DECIDE FRIEND FRIEND FRIEND NOT-YET
i changed the tire. the tire was a donut tire that is only supposed to last for 50 miles.,ASIA ANGELA AUSTRALIA WAS TIRE LAST TIRE AUSTRALIA AUSTRALIA FOR AUSTRALIA FOR-FOR AREA AAA THAT AAA TIRE AUSTRALIA THAT ASIA ASIA
"once i finish work, i'm going home.",FINE THING FINISH HOME HEARING EXPERIENCE LIGHTNING ICL FINE INFORM
there are many issues related to how body control is associated with objects in the environment.,EXPLAIN BODY INFORM TO/UNTIL HERE RAIN MANY OBJECTS MANY HERE AGAIN BODY WITH AREA INFORM MAN
it is empty.,SIT PING-PONG/TENNIS FORGET-IT
did bob send the letter?,SUNBATHE PAY/SPEND END SEND THEN
i told him/her tomorrow it would rain.,WAIT ICL ICL INCLUDE/INVOLVE GROUP/TOGETHER WAIT INTERRUPT INCLUDE/INVOLVE INFORM
mother is sick because she just took care of her ill friend.,HER WEATHER MOTHER+FATHER CARE HER CARE MOTORCYCLE GROUP/TOGETHER HOUSE OTHER CAR REFUSE
"if i pay rent now, i will have to cancel my vacation.",IDEA PAY RENT TEACH+AGENT STILL CANNOT INTERCOURSE+fs-UP VACATION RENT TOMORROW ICL PAY/SPEND TOILET
"i didn't realize that nebraska was really that big! but anyway, so i was driving...",THAT REALIZE REALLY REALLY SOME WAS IDENTIFY REALIZE ALSO SOME REALLY WAS WAS REALLY WAS IDEA ICL REALIZE BUT REALIZE REALIZE
what time did my friend crash the party?,FRIENDLY WHAT CHAT BREATHE FRIEND CRASH PAY/SPEND TIME
"still when i was twelve and a half years old, after six and a half years in all, my father found out that he would have to move away again",AFTER OUT OUT HEADACHE SIX AREA SIX OUT AREA STILL AND STILL AFTER HAVE STILL ASIA OUT AND MOVE MOVE STILL AREA FATHER OUT THAT HALF AREA ASIA AFTER WHEN STILL
john is constantly driving mary to work.,WEDDING LIGHTNING CONCEPT MARY BRING TOTAL WORK
i don't want to go out; it's raining now.,NONE/NOTHING INFORM INTERNET NONE/NOTHING RAIN INTERNET TOMORROW THING HEARING
is it raining outside?,SIT THING FISHING LITTLE-BIT
john is giving mother chocolate.,FATHER MOTHER+FATHER FATHER OTHER FATHER
"the cop told my friend, ""make sure you keep an eye on him overnight.""",COP MAKE KEEP AND KEEP MAN VACATION MEAN ONE AND FUTURE COP PERSON PERSON CAN ANGRY CULTURE
the boat suddenly shot down; the rapids were churning all around us.,SMALL HEARING SHOCK NONE/NOTHING WERE AROUND SMALL WERE WERE HEARING BOAT WERE ALL
i noticed my sister acting strange.,NOT INTRODUCE SISTER INTERNET IDENTIFY NOT
"ali was sitting, shaking; then he got up slowly and started punching the air.",WAS AND THEN THEN THEN SET-UP HEARING NONE/NOTHING HERE SET-UP START HEAR SITUATION WHEN WAS THEN
"if i go to a public school, it is guaranteed that i won`t pay attention because there is no communication.",AND AUSTRALIA PAY THAT PUBLIC ASIA AUSTRALIA PUBLIC PUBLIC AREA BECAUSE ANGELA SCHOOL ASIA NOW NOW TO/UNTIL ASIA PUBLIC PUBLIC WHERE PAY THAT
the man decided he didn't want a big car; he prefers a small car.,MAN AAA ANGELA BIG AREA SMALL AAA AUSTRALIA ANGELA CAR AREA MAN ASIA WANT MAN AAA BIG
...saw the whole thing.,ROLE THIRD-PLACE_2 THINK-OVER THEN THINK+HOPE THINK+APPEAR THIS
that (right over there) is john's car.,OVER/AFTER CARE OVER/AFTER THAN NIGHT EAT+NIGHT JOHN THAT THAT CHAT WHAT
how many cars has the teacher bought so far?,MANY TEACH+AGENT GROUP/TOGETHER SOON HOW-MANY SO-SO TEACHER MANY ALSO
who commutes to work by bike?,WORK HOMEWORK BABY NEW-YORK TOILET REALLY+WORK
"no, john didn't break the truck, mary broke the truck.",TRUE-BUSINESS MARY SUNBATHE BREATHE MARY MARY JOHN BREAK+ENTER LIBRARY TAKE-BREAK BREAK-DOWN MARY VARY VARY
some boat sank off cape cod (i think).,OFF OFF BOAT COME THINK THINK+MARRY BECOME THIS SOMETIMES SOME
my friend loves traveling all over. his favorite place is asia because their food is delicious.,OVER/AFTER ALL TRACK-RING PLAY PLAY THING PLACE ASIA FOOD TRACK-RING TRACK-PINKY NONE/NOTHING BECAUSE BRING FISHING FRIEND FRIEND
"""i better get going,"" he said.",BETTER REPORTER HEARING WATER GET-TICKET WATER BETTER WATER HEADACHE
"there are many different options: they can pass to the wide receiver, ",MANAGE/CONTROL AREA PASS-DOWN TO/UNTIL CARE NEXT-TO DECIDE HERE WHERE RECENT-PAST TOILET MAN GRASS
i reached under the raft and found her.,IMPORTANT IDEA HERE INFORM UNDERSTAND IDEA RAFT IDENTIFY
my friend is currently planning a surprise event.,ASK SURPRISE FRIEND AAA ACT ANGELA SURPRISE FRIEND
the bride and groom didn't dance.,GROW-UP DECIDE GROUP/TOGETHER GROW MISUNDERSTAND BRIDE UNDERSTAND BRING
mother isn't buying a car for john.,TEACHER BUY MOTHER+FATHER ARRIVE AUSTRALIA CAR FOR-FOR CAR FOR-FOR
then they would ask the hit group about the car and whether if the glass was broken.,GO-OUT AND WAS THEN THEN THEN ABOUT THEN THEN ASK ABOUT GROUP/TOGETHER HIT HIT WEATHER GO-OUT GROUP/TOGETHER
the student who won the award will get a $100 voucher.,AREA WHO ACCEPT ARRIVE GET IDEA ASIA ASIA ASIA AREA ANGELA STUDENT AAA AAA
"if you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",IDEA WANT STYROFOAM WANT WANT CAN THEN KIND ASIA AUSTRALIA STYROFOAM ANGELA HEARING ANGELA THEN AUSTRALIA ASIA TEASE THEN NONE/NOTHING CAN AUSTRALIA THEN
"if father arrives home late at night, he can't help us with our homework.",TEACHER THAT WITH WITH MOTHER+FATHER WITH CAN ARRIVE THAT GROUP/TOGETHER MOTHER+FATHER FATHER ARRIVE FATHER WITH THAT HELP
"if my friends go out, i will join them.",INTERCOURSE+fs-UP GOOD/THANK-YOU GOOD/THANK-YOU OUT GOOD ICL GOOD INFORM INHALE IDEA
if there's no snow outside then normally school isn't cancelled.,NOT CANCEL/CRITICIZE NOW DECIDE SCHOOL THEN KNOW NOISE CANNOT REALLY SNOW NOT-YET THEN NOT-YET
mother cleans the kitchen.,FATHER TOGETHER FATHER MOTHER+FATHER
they made a judgment in the bathroom. judgment is carried out in the bathroom.,ANGELA STUDENT ACCEPT CAR OUT AREA FIND/FIND-OUT AAA OUT ASIA AREA AAA ABOUT AUSTRALIA OUT
some boat sank off cape cod (i think).,OFF OFFICERS THIRTY_2 OFF COME OFF BOAT SOME OFF SOME
"but in the la area or north, well really mostly in la area, there are many smaller cliques.",RAIN THEN HERE AGAIN REALLY SUPERIOR WHERE INCLUDE/INVOLVE BUT READY RAIN READY TELL AREA WHERE RAIN AREA SMALL AREA LAST
striped shirts are cool because they look good on me.,LOOK GOOD BOSTON SCHOOL BECAUSE AREA COOL BOSTON LOOK-OVER SITUATION
i wrote to explain that deaf people can read lips.,REALLY THAT READ INSURANCE/INFECTION PEOPLE DEAF THAT IDENTIFY TO/UNTIL THAT
bob hasn't sent the letter.,STUDENT EVERY-MONTH/RENT THEN PLAY+AGENT PRESIDENT APPOINTMENT MANAGE/CONTROL+AGENT
"the pig, i mean, the wolf arrived and stared at him.",ATTENTION-WAVE START CHAT THAT BOAT INFORM START EAT THAT THAT WOLF MEAN WOLF
specific places allow grunting but in general everyday grunts are not really accepted.,REALLY PLAY AGAIN INFORM GRUNTS NOT-YET NOT NOT GRUNTS REALLY EVERY+fs-DAY REALLY BUTTER
"subtelny, in 1975, he took notes and set up a checklist for students who were enrolled at ntid. he observed their speech through annotation.",ANGELA FOR WERE ANGELA AND SPEECH THROUGH SPEECH AUSTRALIA FOR-FOR CHECK+fs-LIST AREA WERE CHECK+fs-LIST WHO HEADACHE FOR THAT FOR-FOR THROUGH WERE ANGELA FOR WHO HEADACHE ASIA AND WERE AUSTRALIA CHECK+fs-LIST
"the range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",MAYBE RANGE NONE/NOTHING BELONG NOTHING RANGE SIT NOTHING NOT FROM NOT UNDERSTAND NOTHING TO/UNTIL RANGE NOT-YET RANGE MEAN TO/UNTIL RANGE HEARING
will you go to the post office? who will?,WHO NEXT-TO LONG-AGO GOOD TOMORROW TOMORROW TOOTH/GLASS NEXT-TO GONE TO/UNTIL
where did mother walk to?,MOTHER BROTHER WEATHER WHERE HERE
"this is connected to the voice itself, and it is displayed like a print within voice identity.",AAA HIT WITH AREA AND LIKE THIS LIKE AREA VOICE LIKE TO/UNTIL THIS ANGELA AAA AUSTRALIA ACT LIKE
"when my friend starts to surf the internet, i have to tell him to do homework.",TELL FRIEND WHEN TELL TELL TOMORROW WHEN IDEA TELL FRIENDLY WHEN FRIEND END HAVE INCLUDE/INVOLVE FRIEND FRIEND
john finished reading.,FINALLY_2 FIND REASON
if it happens to rain i won't have an umbrella.,ANY+TIME HAVE INTERCOURSE+fs-UP CAN RAIN ICL CAN TOMORROW HAVE HAVE SKI INTERCOURSE+fs-UP
john wants to sell his car in the future.,FUTURE RAIN TO/UNTIL TELL RAIN SELL TELL SELL AGAIN
i haven`t yet paid rent.,INFORM IMAGINE IMPORTANT IDEA INTERPRET HAVE INCLUDE/INVOLVE
the people i met last night were really interesting!,LAST ICL HERE WHERE READ NIGHT NIGHT INCLUDE/INVOLVE NIGHT
the watch that my brother just found is real gold!,WATCH WATCH OTHER BROTHER OTHER DRY-CEREAL CHAT BROTHER READ BROTHER
"when it rains, i have to leave.",INTERPRET ICL WHEN INSURANCE/INFECTION HAVE HAVE TOTAL HAVE
"when bob enters the surprise party, everyone will spray silly string at him.",BOB SURPRISE WHEN STRING STRING EVERY+ONE NOISE EVERY+ONE EACH+ONE STRING STRING NOISE SURPRISE STRING
mother doesn't want to buy a house.,BUY ANGELA FATHER BUY ANGELA TOMORROW WANT AND AAA
"i wanted to be involved in sports and after-school activities, plus many other things. i wanted to be more socialized. so,",SPORTS OTHER MANY PLUS MAN OTHER MORE INFORMATION AND SPORTS TO/UNTIL GROUP/TOGETHER ACT THINK MORE THING PLUS ACT SCHOOL BETTER OTHER SCHOOL GROUP/TOGETHER MAN MANY MANY
there is way more research focused on speech disorders than on good quality speech.,VACATION WAY WAY PERSON THAN THAN ONE THAN THAN THAT SPEECH MORE GOOD/THANK-YOU WHERE
is that the only one horse playing on the farm?,PLAY THAN PLAYER ONLY ONE THAN THING HEARING NONE/NOTHING THAT
those friends dyed their hair together.,THEREFORE FRIDAY PICK/CHOOSE FRIDAY FRIDAY FRIENDLY
do you all agree?,DOWN FALL CLOSE-CALL ALL-NIGHT
my friends are videophoning from home.,AREA FRIEND HOMEWORK LIGHTNING NONE/NOTHING NONE/NOTHING
"""the cafeteria is serving ice cream tonight."" ""no, i just came from there and there wasn't any ice cream.""",CREAM CREAM CHEESE NONE/NOTHING HEARING AND CREAM SAME SAME CREAM SAME HERE CAFETERIA MUST WHERE CAFETERIA WHERE FROM CREAM NONE/NOTHING HERE HERE CREAM SCREAM MUST SAME CREAM
john works nights.,fs- WORSE WORD
"when it looks warm out, i must go to the beach.",GO-OUT MUST WARM GO-OUT ICL TO/UNTIL INCLUDE/INVOLVE ICL GO-OUT TOGETHER/GO-STEADY_2 WAIT WHEN
where was the man born? he was born in chicago.,INTERCOURSE+fs-UP MANY BORN HEADACHE WIN MAN RAIN JOIN BORE JOIN WAS
my sister wants a headband for her birthday because she has long hair.,AREA AREA LONG BIRTHDAY HEADBAND ASIA ASIA HER BECAUSE AAA AUSTRALIA BECAUSE HEADBAND
"really, i ended up getting arrested for that?",IMPORTANT FOR TAKE-UP IDEA IDEA IDENTIFY REALLY SET-UP GROW-UP
"we decided to have hamburger and french fries, something simple.",HAVE AND NONE/NOTHING DECIDE SOME+THING HAVE DECIDE BRING TOTAL HAMBURGER HAMBURGER
"when i grew up, i was told that a bathroom is a safe place. it's not true anymore.",AREA ANGRY NOT AUSTRALIA THAT NOT WHEN ICL WHEN SAFE AREA NOT-YET BATHROOM ABOUT WHEN NOT SAFE SAFE WHEN BATHROOM AUSTRALIA SAFE
"the car didn't break down, the truck did.",TRUCK STUCK SUNBATHE THEN BREAK-DOWN CAR+AGENT CAR TRUCK STUCK BREAK+ENTER BREATHE
mother bought a car and gave it to john.,MOTHER ASIA AUSTRALIA JOHN PAST+NIGHT CAR AAA AND GROUP/TOGETHER
how many books will john buy?,SHOW MANY MANY JOHN HOW SHOW
the fire began to burn the wolf's tail.  the wolf threw himself out of the chimney; he flew out.,WOLF THROUGH THREE TOMORROW REQUIRE SELF ABOUT THRILL/WHATS-UP TO/UNTIL TOILET THRILL/WHATS-UP TO/UNTIL HEARING THREE THROUGH SELF FIND/FIND-OUT HEARING
"in the past, when i was four or five years old...",FIVE IMPORTANT ARRIVE DRIVE ICL FOUR RAIN DRIVE FIVE AGAIN CLOSE-DOOR FOUR DRIVE LIVE
"if i see that the beach is crowded, i won't go.",ICL CHAT OH-I-SEE SEE-SEE WHAT INCLUDE/INVOLVE SEE-SEE BEACH BEACH WHAT SEE-SEE THAT INFORM INFORM
mac beats pc because mac is good at suiting people`s needs.,KNOW-THAT GOOD BECAUSE GOOD GOOD NONE/NOTHING MAC PEOPLE HOUSE BECOME BECAUSE BECAUSE BRING
john's old house was sold yesterday.,OLD YES REFUSE CAUSE CONFUSE COLD CAUSE WAS
what did john buy yesterday?  books.,fs- BOOK-PAGE YES_2 BOOK_2 BUY BOOK_2 BOOK
...and when that was done we got on the raft again,WEATHER AND THAT WHEN WAS RAFT SOON RAIN AGAIN AGAIN WEATHER AND EACH+ONE
this happens when people don't know about the differences in sensory orientation.,KNOW WHEN THINK PEOPLE GO-OUT ABOUT GO-OUT ABOUT KNOW WHEN NOW GO-OUT THINK STORY
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,HAPPEN MORE AGAIN AGAIN TO/UNTIL WHERE FINE HERE AND TOMORROW FIND/FIND-OUT HIT REALLY REALLY INSPIRE TO/UNTIL AGAIN AGAIN RAIN MORE INFORM SIT INFORM REALLY HERE HERE ALSO MORE FINE MORE FOR MORE MORE REALLY A-LOT FOR MORE AGAIN
my aunt is currently making a blueberry pie.,CHINA AUNT AUNT ANGELA BLUE+BERRY FISHING ASIA ANGELA
which house will the student's father buy?,OTHER OTHER MOTHER STUDENT WEATHER HOUSE FATHER BUY TEACHER
the hearing person didn't care and got into the car.,HEARING HEAR CARE BETWEEN/SHARE BRING NOT-CARE CARE REASON HEAR LIGHTNING COMPARE AND
now france's king is bald.,KNOW KNOW NONE/NOTHING ROWING THIS SNOW NONE/NOTHING
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",FOR AREA CHILD AND ASIA NOT ANGELA ASIA ASIA ABOUT AAA AREA FOR-FOR FOR AREA NOT-YET AND AREA NOT
what does john eat? he eats caviar. yuck!,JOHN HELP HEAR HEAR/LISTEN JOHN EAT+NIGHT HELP HEAVY THAT WHAT+ACTION
he would read the book if he had time.,HEADACHE TIME SHOULD HEAR REALLY+WORK SHOULD HEARING REALLY READ
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",SAY SOMETHING/ONE GO-OUT FISHING GO-OUT FIND/FIND-OUT WRITE SHOW WRITE BRING MORNING OUT HEARING BOXING SOMETHING/ONE MEETING GO-OUT SHOCK SOMETHING/ONE SAY WRITE START SHOW SHOWER SAY STAY STAY BRING
"so, what does deaf speech mean?",CUED-SPEECH MEAT MEAT MEAN SPECIAL/EXCEPT+fs-LY DEAF-APPLAUSE SPECIALIZATION
you didn't pass out?,THANK-YOU PASS-OUT_2 PASS-OUT_2 GOOD/THANK-YOU PASS-OUT_3 GOOD/THANK-YOU
"from then on, we were good and stayed out of trouble at csun.",FIND/FIND-OUT OUT THAT THAT GOOD GOOD WERE GOOD THEN TROUBLE WERE START HERE AND
