translation,gloss
"If it's 80 degrees here in Boston, it can feel really hot.  But in LA, 80 degrees feels like nothing.",(25)WHY HERE 80 CAN REALLY HOT fs-BUT IN ns-#LA 80 REALLY FEEL (O>5)NOTHING
"In LA, the sun is farther away.  Here, the sun feels closer, more intense, because the seasons change.  That's all for that...",fs-SUN fs-VERY DCL:crvd-5xx HERE MORE DCL:crvd-5xx BECAUSE fs-OF HERE fs-SEASON CHANGE 5xx
"...other than weather, we can also talk about Boston culture and LA culture.",REALLY OTHER THAN WEATHER DOWN-THE-LIST IX-1p CAN TALK ABOUT POSS-3p fs-BOSTON CULTURE AND ns-#LA CULTURE
"Wow, there is a really big difference socially--in Boston Deaf culture, everyone mixes together as if we were from the same family.",REALLY (5)WOW BIG DIFFERENT IX-loc fs-BOSTON CULTURE GROUP/TOGETHER DEAF TEND SOCIALIZE fs-VERY GROUP/TOGETHER CLOSE SAME FAMILY GROUP/TOGETHER
"People make sure to keep in touch. Even if you dislike someone, we say ""ah, forget it"" and welcome him because we would feel bad otherwise.",GROUP/TOGETHER MAKE REALLY CONTACT-arc KNOW-THAT SUPPOSE NOT LIKE SOMETHING/ONE FORGET-IT STILL FEEL BAD GROUP/TOGETHER
"But in the LA area or north, well really mostly in LA area, there are many smaller cliques.",BUT IN IX-3p ns-#LA AREA #OR NORTH 5xx REALLY MOST IN ns-#LA AREA fs-VERY GROUP/TOGETHER
"You have to make a name for yourself before you join the ""elite"" clubs.",GROUP/TOGETHER-arc IX-2p MUST MAKE POSS-2p NAME BEFORE JOIN fs-CLUB GROUP/TOGETHER fs-E xx NAME fs-ELITE fs-CLUB SOCIAL/INTERACT
"Still, I hope that Boston could give LA a good example of cohesiveness",GROUP/TOGETHER++-arc STILL IX-1p 5xx SAME IX-1p HOPE IX-3p-arc ns-BOSTON CAN GIFT GOOD KIND SHOW THAT IX-1p-arc GROUP/TOGETHER
"No matter who we are, it is important to have diversity in the group.",GROUP/TOGETHER NO ANYWAY/NOT-MATTER WHO IX-1p-arc IMPORTANT VARY
It's the same thing with Siberian tigers--their stripes vary.  It's the same idea here in Boston.,VARY SAME IDEA fs-SIBERIAN TIGER IX-loc ONE THING ABOUT POSS-3p STRIPE VARY SAME IDEA IX-3p-arc
"But in the LA area, they didn't see that way.",BUT IN ns-#LA AREA 5xx IX-3p NOT SEE THAT fs-WAY
"They say, ""If you are my kind, come with me; If you're not--get outta here.""  They pick and choose.",IX-3p BPCL:Fxx IX-2p POSS-1p KIND FINE IX-2p NOT POSS-1p KIND GO-AWAY VERY PICK/SELECT SELECT 5xx
"I don't buy it.  Oh, and LA is very fancy and high-class.",5xx SAME IX-1p 5xx AND IX-3p fs-VERY SAME HIGH FANCY fs-CLASS
"Like for an example, when I went to Beverly Hills...",IX-loc SAME FOR EXAMPLE IX-1p GO fs-BEVERLY fs-HILLS
"In one store, I was looking at this really nice silk shirt.",IX-1p ENTER ONE STORE IX-1p ICLxx fs-SILK REALLY NICE IX-1p ICLxx
"I decided to check the price.  I see the price tag: 350 dollars.  Really, 350 dollars for a shirt?!",5xx IX-1p SEE PRICE fs-TAG IX-1p 350 DOLLAR 350 DOLLAR FOR REALLY 5xx
"I would say the most expensive shirt here in Boston is up to maybe 100, 150 dollars.  I wouldn't know--I don't buy expensive shirts, but hey.",THINK MOST EXPENSIVE SHIRT HERE IN fs-BOSTON MAYBE 100 150 DOLLAR IX-1p NOT-KNOW IX-1p NOT BUY EXPENSIVE SHIRT IX-1p fs-BUT
"Still, wow, it is very expensive in LA.",SAME 5xx REALLY (5)WOW fs-VERY EXPENSIVE IN ns-#LA
"Same idea for food shopping: in LA, a loaf of bread costs 3 or 4 bucks while here in Boston it's only $1.50 to two dollars and it is even a bigger loaf than in LA.",SAME FOOD BUY BREAD DCL:5xx REALLY THREE FOUR THREE FOUR DURING/WHILE HERE 1.50 TWO part AND BIGGER SIZE THAN THREE FOUR DCL:5xx
"Really, I'm not just talking about just economic differences, but rather cultural differences as well.",REALLY 5xx IX-3p IX-1p TALK ABOUT ECONOMIC SPECIALTY NO BUT REALLY DIFFERENT CULTURE
Bostonians seem more friendly in general.,REALLY PEOPLE AREA 5xx MORE FRIENDLY HERE IN GENERAL MORE FRIENDLY
"For example: here, when I'm driving, and two cars come up to the same intersection,",SAME FOR EXAMPLE FINE DRIVE IX-1p SAME SCL:3xx HERE SITUATION
"I would wave the other person on, he would say ""Thanks!"" and wave back.",SCL:3xx IX-1p SAME 5xx flat-Bxx
"But in LA, would they do that? No--they don't care and just drive right through.",BUT 5xx IN ns-#LA DO THAT NO NOT-CARE REALLY SCL:3xx
"A few times while I was in LA, I waved people on.  I thought they would say thanks back, but the other drivers just ignored me and zipped across.  I said, ""Oh, you're welcome, too. Oh well,"" and drove on. ",IX-1p 5xx FEW TIME IN ns-#LA IX-1p B-Lxx IX-1p 5xx THINK SAY SCL:3xx IX-1p 5xx xx IX-2p WELCOME SAME DRIVE 5xx
"Its same kind of situation in food markets, restaurants, banks, and many different places.",5xx REALLY SAME IN FOOD STORE #OR RESTAURANT fs-BANKS REALLY VARIOUS MANY DIFFERENT PLACE
"Here (in Boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",HERE ONLY GET GOOD SERVICE NOT 100 PERCENT fs-OF TIME NO BUT TEND GOOD SERVICE (L)FUTURE MAKE REALLY FEEL COMFORTABLE INTERACT/COMMUNICATE PERFECT
"In LA, the service is awful; some people can't speak English.",IN ns-#LA REALLY SERVICE REALLY AWFUL SOMETIMES SOME PEOPLE CANNOT TALK ENGLISH 5xx
I would write something down but they still wouldn't understand me.  That's how bad the service is in LA!,IX-1p fs-PEN PAPER WRITE STILL NOT UNDERSTAND part SAME part SAME IN HOW BAD IN IX-loc part ns-#LA part
"People were not very outgoing, friendly, welcoming in the community.",PEOPLE NOT 5xx fs-OUTGOING VERY OUTGOING FRIENDLY WANT IN CITY/COMMUNITY
I think its probably because LA is big so they didnt really care about community as much as Bostonians do.,IX-1p THINK BECAUSE ns-#LA #SO BIG SAME IX-3p MAYBE NOT-CARE ABOUT POSS-3p CITY/COMMUNITY MORE SAME IX-3p-arc fs-DO
"I remember a while ago, I was driving...",IX-1p REMEMBER FORMERLY IX-1p DRIVE
I was driving across the U.S.,DRIVE TRIP fs-US
"(I was) on Interstate 80, the one that goes straight across the country. ",ON HIGHWAY EIGHTY DCL:bent-Bxx
I was driving for a long time.,IX-1p DRIVE
The road was very dry and plain.,DRY DCL:bent-Bxx
"As I was driving, I was really bored. So I started thinking about what I could do.",DRIVE BORE IX-1p DRIVE #DO
"As I was driving I thought ""why don't I turn off the road.""",IX-1p DRIVE IX-1p THINK WHY^NOT TURN-OFF
I was driving through the country.,SCL:Bxx COUNTRY
I drove along the curvy two-lane highway.,SCL:1xx (1)HIGHWAY SCL:1xx
"I thought ""why don't I just drive on"". ",WHY^NOT IX-1p DRIVE PROCEED
I looked and saw an exit ahead.,IX-1p LOOK IX-loc TURN-OFF
I turned off the road at the exit.,IX-1p ICL:Sxx SCL:3xx
I drove the car along the road.,DRIVE SCL:3xx
I was driving through beautiful hills.,BEAUTIFUL HILL DRIVE
"Occasionally, I would pass a house or two.",HOUSE LCL:1xx DRIVE
"It started to get dark, so I turned on the headlights. ",DARK-inceptive IX-1p DCL:5xx
"With the headlights on, I kept driving. ",DCL:5xx
I was enjoying the drive.,ENJOY DRIVE
"It happened that, far down the road...",HAPPEN IX-loc ROAD
...over a hill...,DCL:5xx
...there was a deer.,IX-3p DEER
The deer was eating grass.,DEER BPCL:5xx GRASS
The deer stopped eating grass and looked up.,BPCL:5xx LOOK-UP
"The deer saw, across the road...",SEE ROAD ACROSS IX-loc
...a big pile of grass that looked delicious!,IX-loc PCL:5xx GRASS LOOK DELICIOUS
"Seeing that, the deer decided to walk across the road.",LOOK DECIDE BPCL:2xx ACROSS
I drove up the hill with my headlights on.,IX-1p DRIVE DCL:Bxx DCL:5xx
I noticed some animal crossing the road.,DRIVE NOTICE SOMETHING/ONE ANIMAL ACROSS
"As I drove, the deer turned and looked at me.",IX-1p DRIVE DEER BCL:5xx
I saw the deer but it was too late.,IX-1p LOOK DCL:5xx FINISH
The headlights got closer and closer to the deer.,DCL:fanned-flat-Oxx DEER DCL:fanned-flat-Oxx
The deer was frozen in shock.,LOOK SHOCK
I swerved and slammed on the brakes; the headlights shone right in the deer's face.,5xx IX-1p ICL:Sxx BRAKE fs-BRAKE (2)DCL:5xx
"I swerved hard, right before I was about to hit the deer.",ICL:Sxx SCL:3xx ICL:Sxx
The car swerved off the road.,SCL:3xx
The deer was in shock and scared.,DEER SHOCK SCARE SHOCK
I was trying to gain control of the car as it swerved.,IX-1p SCL:3xx ICL:Sxx SCL:3xx
The car spun.,SCL:3xx SPIN SCL:3xx SPIN SCL:3xx
"As I held the wheel, I thought to myself ""wow"". Then I looked back at the road.",ICL:Sxx (5)WOW BPCL:Fxx
The deer looked at me and then moved on to cross the road.,DEER SHOCK LOOK PROCEED BPCL:2xx ACROSS
My heart was pounding.,IX-1p ICL:Sxx HEART BPCL:Sxx
My heart was beating really fast.,REALLY FAST BCL:Sxx ICL:Sxx
I caught my breath.  It had been a close call. ,BCLxx CLOSE-CALL BCLxx
"My car was in the middle of the road, angled perpendicular to the road.  I didn't know which direction I had been going!",SCL:3xx MIDDLE ROAD SCL:3xx IX-loc fs-OR THUMB-IX-loc WHICH
I wasn't sure which way to go.,IX-1p SCL:3xx part
I decided to head down one of the ways.,IX-1p PROCEED THUMB-IX-loc SCL:3xx
I drove really slowly.,DRIVE IX-1p SLOW DRIVE
I saw a sign up ahead.,SEE DCL:1xx IX-loc
It was for route 80.  I saw it.,EIGHTY HIGHWAY AGAIN IX-1p LOOK
I went ahead and got back on 80.,IX-1p PROCEED SCL:3xx
I pulled the car onto route 80.,SCL:3xx ON EIGHTY
The flat road was boring but at least it was safe!,BORE DCL:BentBxx BUT SAFE
Seven years ago.,REALLY FORMERLY IX-1p SEVEN YEAR
My first year at CSUN.,FIRST YEAR ON fs-CSUN
Four of us boys lived in a dorm room.,REALLY BOY LIVE IN DORM ROOM
"Really, we were trouble makers.",REALLY IX-1p-pl-arc TROUBLE MAKER
I tended to sneak in and cause problems for another residences.,IX-1p TEND SCL:1xx CAUSE PROBLEM FOR OTHER RESIDENCE/ADDRESS
"we would cause problems for our RA, Residence Counselor, you know, the one who checks up on the dorms.",CAUSE PROBLEM FOR IX-3p #RA RESIDENCE/ADDRESS ADVISER KNOW WHO false-start CHECK
"Really, I know, I am sure you guys who have lived in a dorm, you hate the RAs.  But anyway...",REALLY IX-1p KNOW REALLY IX-2p-arc WHO LIVE IN DORM PAST VOMIT #RA BUT 5xx ANYWAY/NOT-MATTER
"Really, I had a good time because my RA was my fraternity brother.",REALLY IX-1p ENJOY (25)WHY POSS-1p #RA POSS-1p FRATERNITY BROTHER
"It happened one night, that we didn't care and decided to tease him.",REALLY HAPPEN ONE NIGHT IX-3p-pl-arc xx TEASE
"One night, three of us went upstairs--We lived on second floor,",ONE NIGHT 5xx IX-3p-arc SCL:1xx REALLY LIVE ON
Our RA lived on third floor.,IX-3p-arc #RA LIVE ON THIRD FLOOR
We had rope with us when we went up.,HAVE fs-ROPE DCL:Oxx
"So you know, there were two doors--his, and another door right across the hall from his door.",UNDERSTAND TWO POSS-3p fs-DOOR OTHER fs-DOOR LCL:flat-Bxx
It was perfect--there was a good distance between the doors.,PERFECT SAME GOOD SIZE IX-3p
I tied the rope to the RA's door handle and to the handle of the door across the hall.,SO IX-1p fs-ROPE ICL:Sxx ICL:Sxx ICL:Sxx PERFECT ON fs-HANDLE ICLxx
I had the rope tied across the hall.  I rang the RA's doorbell.,"SAME IX-1p DCL:Oxx 5xx IX-1p ICL""pressingdoorbell"":j"
My RA was named Erick.,fs-ERICK THAT POSS-3p NAME ns-ERICK fs-ERICK IX-3p SELF-3p POSS-1p FORMERLY #RA
"I rang the doorbell, and the RA started struggling to get the door open.  I rang the doorbell across the hall, and they pulled back and forth!",IX-1p START ICL:Sxx IX-1p ICL:Axx OTHER PERSON ICL:Axx DCL:Sxx
Neither one could get out!  I was laughing hard ,BOTH CANNOT OUTSIDE IX-1p LAUGH
"We, roommates seven years ago, laughed and had a good time.",IX-3p-pl-arc ROOMMATE FORMERLY SEVEN YEAR IX-3p LAUGH GOOD TIME IX-1p
"We decided to leave them; we went back down to our room for fifteen minutes, then we felt bad and decided...",5xx DECIDE LEAVE-THERE 5xx SCL:1xx FOR FIFTEEN MINUTE fs-THEN DECIDE FEEL BAD
...to go up to the third floor.  I rang the RA's doorbell,ON THIRD FLOOR IX-1p ICL:Axx
I took the rope off the handle and peeked in the door.,IX-1p ICL:X-over-thumbxx DISCONNECT fs-ROPE DISCONNECT IX-1p ICLxx
"""Hi, I  was just teasing you,"" I said.",KNOW-THAT IX-1p (flat-O)TEASE-2p:j
"Erick said, ""I was worried, you know, what if I had an emergency?""",REALLY IX-3p fs-ERICK REALLY WORRY SAY 5xx KNOW IX-1p HAVE EMERGENCY
"I wouldn't be able to get out, wouldn't be able to get to another building...",IX-1p CANNOT EXCUSE-GO IX-1p 5xx REALLY OTHER BUILDING MUST IX-1p 5xx
"He asked, ""Why did you do that?"" I didn't have an answer, and I felt bad.",5xx (25)WHY DO THAT IX-1p 5xx IX-1p FEEL BAD
"He said, ""You know, I called a cop.  He's coming now.""",IX-3p SAY KNOW IX-1p CALL COP COME NOW
"I looked at him and asked, ""Really? You called a cop on us?""",NOW IX-1p LOOK TRUE-BUSINESS IX-2p CALL COP ON IX-1-pl-arc
"I didn't know it was you guys, I thought it was someone else messing with me.",IX-3p SAY 5xx IX-1p NOT-KNOW IX-2p-arc IX-1p THINK SOMETHING/ONE OTHER PLAY TROUBLE WITH IX-1p
"I couldn't get out of here if I had an emergency at another building, so I had no choice.",NOT-KNOW IX-1p CANNOT OUTSIDE IX-1p HAVE EMERGENCY OTHER BUILDING #SO IX-1p (O)NONE CHOICE
I called the cop to come and cut the rope.,IX-1p CALL-BY-PHONE COP CUT fs-ROPE
I looked at him and asked if we really had to wait for the cop to arrive.,IX-1p LOOK TRUE-BUSINESS #SO IX-1p-pl-arc MUST WAIT FOR THAT COP ARRIVE
"Erick said yes, we will have to wait for the cop to arrive.",IX-3p #RA fs-ERICK IX-3p SAY YES MUST WAIT FOR COP ARRIVE
"""Alright, fine,"" we said.  We waited for a while.  The cop arrived...",IX-1p-pl-arc xx xx FINE WAIT COP ARRIVE
...and the cop found the situation funny--we were lucky.  We were relieved. ,COP FIND/FIND-OUT SITUATION FUNNY LUCKY IX-1p-pl-arc LOOK WHEW/RELIEVED
"A cop pointed his finger to us and said, ""Don't ever do that again because I drove here all the way from LA for that.""",COP SAY BCLxx NOT DO fs-EVER AGAIN MAKE IX-1p DRIVE FROM ns-#LA SCL:1xx FOR THAT
I was relief and it was good that we got regular and open-minded cop.,THAT IX-1p LOOK WHEW/RELIEVED GOOD IX-1p GET REGULAR OPEN COP
Erick was supposed to fine us.,COP TRUE-BUSINESS fs-ERICK IX-3p MUST PRICE IX-1p-pl-arc
"Back then, there was a fine system at CSUN in case you caused trouble.",HAVE FORMERLY HAVE PRICE SYSTEM IN fs-CSUN SUPPOSE TROUBLE #SO 5xx
He decided to waive the fine because he thought it was funny.,5xx IX-3p DECIDE WAIVE BECAUSE THINK FUNNY
"Actually, we had to do one thing as punishment.",#SO IX-3p 5xx REALLY ONE PUNISH IX-1p MUST DO
"I had go to see his superior, the hall coordinator.",IX-1p MUST fs-TO GO SEE SUPERIOR fs-HALL COORDINATOR
I went and explained the situation.  The hall coordinator was not friendly.,IX-1p GO EXPLAIN ABOUT THAT SITUATION REALLY fs-HALL COORDINATOR NOT FRIENDLY 5xx
"So, she punished us.",#SO 5xx REALLY IX-3p 5xx IX-3p PUNISH IX-3p PUNISH IX-1p-pl-arc
We sat down and I explained to the hall coordinator.  I was hoping she would find some humor in the situation.,#SO IX-1p SCL:bent-Vxx IX-1p EXPLAIN fs-HALL COORDINATOR IX-1p HOPE IX-3p CAN FIND/FIND-OUT SOME FUNNY fs-HUMOR IN THAT SITUATION
"I hoped but really, the hall coordinator is big ""B"" word--I don't want to say it here.",HOPE 5xx #SO IX-3p REALLY fs-HALL COORDINATOR REALLY BIG fs-B WORD IX-1p NOT-WANT SAY fs-IT HERE KNOW 5xx
"We sat down, and she said that she was giving us disciplinary action.",#SO IX-1p-pl-arc SIT 5xx IX-3p SAY GIFT IX-1p DISCIPLINE DO
I had to go out and clean up the grass.,IX-1p MUST CLEAN GRASS
They have huge grass area littered with cigarette butts that people threw on the grass.,IX-3p HAVE BIG GRASS AREA MANY CIGARETTE fs-BUTTS ICLxx
It was probably from us anyway so we went.  We picked them up and threw them in a bag.,REALLY MAYBE FROM IX-1p-pl-arc ANYWAY/NOT-MATTER #SO IX-3p GO CLEAN PICK-UP ICLxx IN
We gave the bag to the Hall Coordinator.,GIFT TO fs-HALL COORDINATOR
"I gave her the bag and asked, ""Are you happy now?""  She said, ""Don't do it again""",IX-1p IX-2p HAPPY NOW IX-3p SAY 5xx NOT DO AGAIN 5xx
"From then on, we were good and stayed out of trouble at CSUN.",#SO FROM-NOW-ON IX-1p-pl-arc 5xx GOOD STAY OUT TROUBLE FROM-NOW-ON ON fs-CSUN 5xx
"Really, football...",REALLY FOOTBALL fs-FOOTBALL
...is my favorite sport.  ,POSS-1p FAVORITE/PREFER SPORT
It is really inspiring.  It involves many things:,REALLY INSPIRE REALLY INVOLVE MANY THING
It's eleven on eleven; players on the two teams match up in the competition.,IX-loc ON ELEVEN #ALL EQUAL TO EQUAL PLAY-AGAINST #UP
One team has the offensive line...,IX-3p HAVE OFFENSE PCL:4xx
"The offense picks a bunch of guys who weigh 300, 350 pounds to block...",IX-3p CAN SELECT CREATE/PRETEND 300 350 POUND SELECT BLOCK
"...the quarterback, who has the running back behind him.  ",#QB fs-QUARTERBACK SCL:1xx WITH RUNNING-BACK THUMB-IX-loc
"There are many different options: they can pass to the wide receiver, ",HAVE MANY DIFFERENT CHOICE CAN ICL:Cxx TO IX-3p WIDE-RECEIVER
"or they can hand off to the running back, ",#OR ICL:Cxx TO RUNNING-BACK ICL:Cxx
"they can throw to the Tight End, maybe, or, I don't know...",CAN TO #TE MAYBE fs-OR 5xx
"...they can get creative, mix it up.  Really, after a thousand plays, you can be creative during the game. ",CREATE/PRETEND CAN DCL:flat-oxx REALLY OVER/AFTER ONE-THOUSAND fs-PLAYS CAN REALLY PRETEND (vulcan)BETWEEN IN ONE GAME
"Really, I find that to be a very amazing challenge. ",REALLY IX-1p FIND/FIND-OUT THAT fs-VERY (5)WOW CHALLENGE
Especially when football is the only legal sport where you can hit someone that hard and not get fined for it.  ,SPECIAL/EXCEPT+fs-LY WHEN IX-3p FOOTBALL REALLY ONLY LEGAL/LAW SPORT IX-2p CAN BPCL:bent-Bxx SOMETHING/ONE #SO HARD AND NOT GET PRICE FOR fs-IT
"...I mean, unless you use your helmet to hit someone, but...",5xx fs-UNLESS USE HEAD HELMET BPCL:Sxx BUT 5xx
"Really, I've been thinking it reminds me of who really made me get interested in football.  ",REALLY IX-1p WONDER IX-1p REMIND fs-OF WHO REALLY MAKE IX-1p FASCINATED IN FOOTBALL
My mother bought me a book written by Vince Lombardi.  ,POSS-1p MOTHER BUY IX-1p BOOK falsestart IX-3p WRITE fs-BY fs-VINCE fs-LOMBARDI
"Really, up until then, as I was growing up, I...",5xx REALLY UP-TO-NOW UP-TO-NOW IX-1p REALLY IX-1p 5xx
...I didn't know much about football untill my mom gave me that book.,NOT KNOW MUCH ABOUT FOOTBALL UNTIL IX-1p MOTHER BOOK
I remember I was young.  It was my first book I read...,IX-1p REMEMBER IX-1p YOUNG POSS-1p FIRST BOOK IX-1p OPEN-BOOK IX-1p READ
"I really was engrossed by football.  He, ...",REALLY FALL-INTO-IT FOOTBALL IX-3p
"...Vince Lombardi, was REALLY a winner.",fs-LVINCE fs-LOMBIDI REALLY IX-3p IX-3p fs-WAS REALLY WINNER
"He made sure his players would ""give it all. """,IX-3p MAKE REALLY POSS-3p PLAYER GIFT fs-IT #ALL
"They didn't care about money: back in the 50s and 60s, football...",NOT-CARE ABOUT MONEY 5xx FORMERLY IN 50s 60s FOOTBALL
"...really, football players now make millions of dollars.  ",REALLY PEOPLE IX-3p FOOTBALL PLAYER TODAY MAKE MILLION DOLLAR
"Before, they used to play for food, or for, I don't even know...",FORMERLY PLAY FOR 5xx FOR FOOD PLAY FOR 5xx
"It was the same as any regular life--later they would work at the Post Office, or, I don't know...",5xx SAME ANY REGULAR LIVE IX-3p-pl-arc (L)FUTURE SAME WORK ON MAIL OFFICE #OR 5xx 5xx
"...so that, Vince Lombardi--I remember his special speech...  ",#SO THAT IX-3p fs-VINCE fs-LODI falsestart IX-1p REMEMBER ONE POSS-3p SPECIAL/EXCEPT SPEECH/LECTURE
...before facing the Oakland Raiders in the first Super Bowl.  ,BEFORE PLAY-AGAINST fs-OAKLAND fs-RAIDERS FOR FIRST #SB PLAY-AGAINST
He came in and told his men: ,IX-3p REALLY TELL POSS-3p MAN IX-loc-pl-arc
"""I don't want to see any End Zone...",IX-1p NOT-WANT SEE ANY END fs-ZONE
"""...celebrations when you score a touchdown.",FS-ZONE IX-loc TOUCHDOWN #TD SCL:1xx CELEBRATE
"""I want to see, once you're in that end zone, ",IX-1p WANT IX-3p SEE IX-loc ONCE IN THAT END fs-ZONE
"""I want to see you put the ball down on the ground...",IX-1p WANT SEE fs-BALL
"""I don't want to see you dance,",IX-1p NOT-WANT IX-3p DANCE
"""I don't want to see you scream",IX-1p NOT-WANT IX-3p fs-TO SCREAM
"""I don't want you to run to the fans and cheer.",IX-1p NOT-WANT IX-3p #TO SCL:1xx RUN fs-FANS AND CHEER
"""I want you to come back and sit down where you belong.",IX-1p WANT IX-3p #BACK SIT WHERE IX-2p BELONG fs-TO
"""...and wait until it's your turn to play again.""",WAIT UNTIL POSS-2p TURN TO PLAY AGAIN
What motivating words Vince Lombardi used!  ,REALLY IX-1p LOOK MOTIVATE WORD THAT fs-VINCE fs-LOMDI USE
"Reading the book, that kind of...",IX-1p 5xx (5)WOW LOOK THAT KIND 5xx
I never realized that football could have that much emotion involved.  ,IX-1p NEVER REALIZE THAT FOOTBALL CAN HAVE THAT MUCH EMOTION INVOLVE
I just thought it was eleven guys hitting another eleven guys. ,IX-1p THINK fs-IT fs-WAS RECENT-PAST 5xx ELEVEN MAN HIT OTHER ELEVEN MAN HIT 5xx
So I decided to play high school football.  ,#SO IX-1p DECIDE PLAY #HS FOOTBALL IX-1p
"Personally, I think I'm a better coach than a player...",SELF-1p IX-1p THINK IX-1p BETTER ON fs-COACH THAN PLAYER
...but at the same time I love to play.  ,#BUT 5xx IX-1p KISS-FIST fs-TO PLAY SAME TIME 5xx
"I enjoy the hits--I enjoy the pain sometimes, I admit, but, uh...",IX-1p ENJOY LITTLE-BIT HIT IX-1p ENJOY HURT SOMETIMES ADMIT #BUT 5xx
"...not all the time.  Like my hand, haha--no, not like that. ",NOT #ALL TIME SAME NO 5xx
"Really, Vince Lombardi told his men...",REALLY IX-3p fs-VINCE fs-LODI TELL POSS-3p MAN
"...this is really my favorite quote.  Before that Super Bowl game,",REALLY POSS-1p FAVORITE/PREFER QUOTE BEFORE THAT #SB PLAY-AGAINST
"He said, ""Men, we must march into that end zone...",SAY 5xx MAN IX-1p-pl-arc MUST TO PARADE IN THAT END fs-ZONE
"""...and then come back and wait until it's your turn,"" just like I said before",AND WAIT UNTIL POSS-2p TURN SAME IX-1p SAY PAST
"""Then hit, and hit, and hit!""",#THEN HIT AND HIT AND HIT
"I know, it seems like three simple words, ""hit and hit and hit,"" ",5xx IX-1p KNOW THAT fs-IT CAN SEEM SIMPLE WORD HIT AND HIT AND HIT
"but when a hit is made in football, ",#BUT WHEN fs-HIT IS MAKE IN FOOTBALL
...it can create many things.  ,fs-IT CAN CREATE/PRETEND MANY THING
"It can create an opportunity for the other team to win, ",CAN CREATE/PRETEND OPPORTUNITY FOR TEAM WIN
"...it can create a fumble,  ",fs-IT CAN CREATE/PRETEND fs-A FUMBLE fs-FUMBLE
"It could be, I don't know, a quarterback sack, ",fs-IT CAN fs-BE 5xx #QB BCLxx fs-SACK
"...or, I don't know, really many other things.  It's the same idea as in chess: it's a thinking game",#OR 5xx REALLY MANY MANY LONG-LIST THING ABOUT fs-IT SAME IDEA fs-CHESS THINK GAME
"Vince Lombardi, before his men walked onto the field, ",BEFORE POSS-3p MAN fs-VINCE fs-LODI MAN PARADE ON fs-FIELD
"...he told his men, ""Hey, remember: winning isn't everything--",IX-3p TELL 5xx REMEMBER WIN fs-WINNING NOT EVERY+THING
it's the only thing.  ,fs-ITS ONLY THING
(This is a story of) one of my worst experiences.,ONE fs-OF POSS-1p WORSE EXPERIENCE
Four years ago at California State University Northridge...,REALLY FORMERLY FOUR YEAR PAST IN fs-CSUN
One girl who lived right next to me.,REALLY LIVE IX-1p
She had a party.,IX-3p TAKE GROUP/TOGETHER PARTY
...for us college students to get together.,FOR IX-1p-arc COLLEGE STUDENT FORMERLY IX-1p GROUP/TOGETHER
 It was good time.  All night I enjoyed myself.,REALLY GOOD TIME OVER-NIGHT IX-1p ENJOY ETC.
I decided to go buy cigarettes.,IX-1p DECIDE fs-TO DEPART BUY CIGARETTE
...at the nearby market. ,ON RIGHT-HERE fs-MARKET IX-loc
I'd say it was only five minutes away walking--practically nothing. ,SAY ONLY FIVE FIVE-MINUTE neu:BPCL:Vxx (F)NONE
I walked  to the market.,IX-1p SCL:1xx IX-1p 5xx (3)WALK IX-1p
"I bought the cigarettes, put them in my pocket, and walked back.",REALLY IX-1p BUY CIGARETTE FINISH ICLxx SCL:1xx
"I admit, I had to go to the bathroom real bad. ",IX-1p 5xx REALLY ADMIT IX-1p REALLY MUST BATHROOM REALLY BAD
"I couldn't hold my bladder, so I...",IX-1p CANNOT HOLD POSS-1p fs-BLADDER #SO IX-1p xx
...I saw a bush.,LOOK SEE fs-BUSH DCL:crvd-5xx
"I looked at it and thought, ""so what!?"" I went around the bush.",IX-1p LOOK xx SCL:1xx
I looked around to make sure nobody saw me.,IX-1p LOOK-arc MAKE REALLY (O)NONE ONE SEE IX-1p
"I looked around and everything was fine, so I went ahead and used the ""bathroom."" ",IX-1p LOOK:around 5xx FINE IX-1p PROCEED BATHROOM FINISH
Then I walked back out from behind the bush.,fs-THEN IX-1p SCL:1xx OUT fs-OF fs-BUSH DCL:crvd-5xx SCL:1xx
"I was relieved, because it was important that nobody see me.  ",IX-1p WHEW/RELIEVED IMPORTANT (O)NONE ONE SEE IX-1p 5xx
I pulled a cigarette from my pants pocket and lit up.,IX-1p BCLxx CIGARETTE ICLxx
I looked back.,IX-1p LOOK THUMB-IX-loc
I was looking back and saw two cops running.,IX-1p LOOK SEE TWO COP BCLxx
"They were LAPD, and were coming up running. ",FROM fs-LAPD PCL:Vxx BCLxx
"I thought ""what's going on?""",IX-1p 5xx
"Really, I wasnt sure.",REALLY IX-1p 5xx NOT REALLY part
Why are they chasing me? I asked myself.  ,(25)WHY CHASE IX-1p
I thought it was because they saw me going to the bathroom in public or something.,THINK IX-1p 5xx BECAUSE SEE IX-1p BATHROOM IN PUBLIC #OR
"I thought it should be fine, I told myself to think positive about this situation.",IX-1p THINK FINE 5xx THINK POSITIVE ABOUT IX-3p SITUATION
So I...,#SO IX-1p 5xx
Maybe I could just let them know and say that I was sorry for going to the bathroom in the public.,MAYBE IX-1p CAN RECENT-PAST 5xx INFORM SAY SORRY IX-1p 5xx BATHROOM IN PUBLIC #SO 5xx
"It wouldn't be a big deal.  Oh, it's important to inform people I'm Deaf, too.",(F)NONE part IMPORTANT IX-1p INFORM IX-1p DEAF SAME
