input sentence,translation
"if the baseball game has fireworks, i have to go.",FULL INFORM-ALL FLUSH THICK SORRY CARD GIFT RIT SEW LOOK-DOWN TOUGH ACROSS NOT SS PISS-OFF AMY POINT FANS SPEECH NEV SHH INVITE/HIRE APPLAUSE CREATE/PRETEND VISUALIZE ANGRY HOSPITAL CD WATER ANY+ONE WHY+NOT ROLE TEXTING_3 DANCE GRADUAL-IMPROVE PET-PEEVE CAUSE MELT/SOLVE COME-ON MIDDLE ADVISE TEASE_2 TE GESTURE CAKES TRACE-PATH TOUCHDOWN BALL TAN HUMID ROOF CANNOT WHATS-UP LUCKY APT HILLS SERVICE VINCE PULL SOME EMERGENCY WRITE_2 OJ SIX-DAY ALARM PAPER ONE DURING/WHILE LOUSY BUOY_7
"""i am a fluent signer,"" the cop said, and started signing.",CALL-ON-RELAY/VRS TRUCK REALLY+WORK/BUSINESS EASIER BUS GOOGLE REALIZE KEEP SIX GRAB-CHANCE VIBRATE GOLD OLD+AGE-SIX+HALF PIG GLASSES_2 MEMBER ALL-THE-WAY STRAIGHT TRIP POLICY HAD-IT DISORDER POUR-SWEAT ROWDY FRIENDLY RESOURCES LONG-TERM SUNSET DO-DO KERNEL OVER-IT TEACH RUN-MACHINE BETWEEN AIR BEFORE_3 VOMIT GUEST SPECIAL/EXCEPT+fs-LY SNOB KISS-FIST BEHIND BUTTER WOW HABIT_3 RESTAURANT BLOOD GRADUAL-IMPROVE TWO_2+ZERO+THIRTEEN L-X NEW LIST-ORDER-THUMB MR NOT-LIKE GARAGE/SUBMARINE REASON VIDEO-GAME LEAVE-THERE THURSDAY TALK TWO_2 CONTINUE SET-UP LOG PANIC STUDY_2 DECORATE ONLY STICK-ON-SURFACE OWN
is playing frisbee fun?,STYROFOAM MEDICINE RUBBER THROW TROPHY_2 OBVIOUS TOGETHER KNEE HURRICANE D SALE BY ZOMBIE OFF-POINT LOOK-UP SCISSOR STAY-AWAKE-ALL-NIGHT DAUGHTER BOAT_2 EXCUSE-GO ITALY WORK-OUT FOUR-THIRTY CAN STYROFOAM WRONG ANYWAY/NOT-MATTER HEAD-COLD NOSE NADAL WHIP DISCONNECT TAKE-OUT MOOD ORDER FOLLOW SUPPOSE FINE INVOLVEMENT LOGS WHAT+ACTION WALLET SEE INTRODUCE TEXTING CONFUSE STOOL HOUSE MOUSE/FICTION WANT TUBING STATION LAUGH-HARD CHANGE GUEST THIS GET-IN-BED SUNSHINE_2 PAGER FRUIT BEHAVIOR GONE ROCK PROCTOR BUTTER INTERNATIONAL RICK-PERRY STAY THIRD-PLACE_2 AUTUMN
it makes sense because the parents will learn from the deaf mentor after including him/her in the family. the parents will start to realize how important it is to involve in the deaf community.,CENTER ROWDY PITCHED EXCUSE-GO THROUGH OMAHA FIRST-IN-LIST PC NETFLIX WINDOW LEAD EIGHT TANK-TOP CONTACT SHUCKS THANK-YOU OK WAKE-UP A-OK DELETE UNCLE GRANDFATHER BLAME TREAT MANAGE/CONTROL+AGENT IOWANS MISS/ASSUME DEPRESS TIE_2+FISHING ORIENTATION BECAUSE COMMUNICATE TABLE MARATHON CANDY REMIND SIZE BOX/ROOM NEXT BURN SEND/MAIL BIB DATE/DESSERT MEETING DISH FLOOR AUTUMN BUSINESS_2 AVERAGE WAIVE OVER-NIGHT FAN SHOULD FOUR K TAKE-NOTES BUTTS ORIENTED STOP WHATS-UP HOT HILLS SPECIALTY BOOK-PAGE WHITE DISAPPOINT ALLERGY ROOM THRILL/WHATS-UP DO-IT
"if you are going to interpret, you must wear black clothes.",MENTOR DYE SAME ONE-THOUSAND OPPOSITE FLOOD GERMANY EXCUSE-GO VACATION DELETE_3 AGE-TWENTY-ONE_2 TURN-OFF QUOTE NEB STAY ACT+AGENT QUIZ SAY SPINACH RESOURCES SOCIALIZE STEAL BE ATTENTION-WAVE BRICK KNOW-THAT HURRICANE AGE-SIX+HALF AGREE IRRITATING SENSES MALE-COUSIN SUNBATHE YES AMONG BOX/ROOM GRAB SEXUAL SPINACH TROPHY_2 PERMIT PUERTO-RICO HUNGRY/WISH ALMOST SENSE  LOGS SIXTY ORIENTED BLOCK WOLF CRACK BLADDER GROUP/TOGETHER BREAK-DOWN SYNTAX RA CUTTER OLD+FIFTEEN POSS i FALL STAY_2 HEART EAT PAST HEAR+NOISE FLAT-TIRE_3 UNDERSTAND MEANING-LIST
"i wasn't ready to move out of san diego, so i stayed.",WINNER DO APPEAR DANCE USE-SIGN-LANGUAGE PUSH GYM GRAD BOAT_2 PEE FUNNY PAST+ALL-NIGHT FIGHT THINK-OVER ONE-THOUSAND BILL/OWE EXACT ANY+MORE  CHAT SPRING JULY JUNIOR_3 ARGUE TAN HEGEMONY SET-UP ABUSE CAR TOO IX FOOD ASSAULT LOGS AAA SCARE NOISE+RUMBLE TWENTY-EIGHT CHAPTER ASSISTANT FIGHT GET-UP LIZ REFER ROPE IGNORE QUARTERBACK ADVISE/INFLUENCE SET-UP SMELL ONE-MONTH PULL RESOURCES TROUBLE RIT CELEBRATE CHOOSE VEGETABLE L IMAGINE OH-I-SEE THIRD-PLACE_2 NINETY PUT WATCH-TV THEREFORE PRO TRACK-RING SS SIBERIAN
where did you put the tree?,HELMET SKILL TASKS OBJECTS EMOTION BETTER HAD-IT PEE FLOOD TRACK-RING NOISY LOOK ELITE THREE-HOUR SEW BECOME OAKLAND LOSE-COMPETITION NUMB GOOD CALL-BY-PHONE STAY THANK-YOU BACK_2 OBVIOUS NEED ALL-GONE SEEM LISTEN SOMETHING/ONE MOVIE_2 HURRICANE INTERNATIONAL ABUSE LIST-ORDER_2 DIAGNOSIS EARLY_2 THROUGH BUTTER BARITONE RAKE DEPRESS TANK-TOP SAME-LIST S OMAHA BERNARD LIST CUED-SPEECH YESTERDAY OHIO DEMI-MOORE QUIET AMY LOOK-AROUND BABY TEXTING FINALLY_2 HUNGRY/WISH AGAIN ONE-DOLLAR DORM NOTICE MATH PAST+ALL-NIGHT OPPRESS CRISIS RUN-OUT DIE AFRAID
my friend doesn`t want to buy a plaid shirt.,ATTEMPT NOW+MORNING GALLAUDET n SIX-DAY READY BREAD OPPORTUNITY YESTERDAY PETRONESTRATIY 2 SAVE-MONEY DEAF INCLUDE/ALL-INCLUDED TIE AGE-TWENTY-ONE_2 ADULT-TALL PAUL SUNRISE ARRIVE ATTENTION-WAVE f GET-TICKET BETWEEN/SHARE NAUSEA ZOOM SAME-TIME CROPS SAVE-MONEY BEVERLY SIX_2+ZERO_3 NEAR LIST-ORDER-IX AGE-TWENTY-ONE PANT NTID VIBRATE UNDER PAY/SPEND EXCESS PICK/CHOOSE JESSICA CHINA IOWANS TE MENTION TWENTY-EIGHT NUT+BUTTER ALCOHOL SUSHI WERE POWER BEFORE GO TESTIMONIES DOWN STADIUM YOUNG READ_2 THINK+BURST FINALLY/SUCCEED EVERY+WHERE CLASS DVD IND LETTER/MAIL_2 PUT-AWAY WANT WARM GOOGLE
"after he explained everything that i needed to do, i said ""fine, alright then"".",PUNISH GET-IN TALK-OVER EAT+NOON DOING HAIR_2+DYE INTERACT/COMMUNICATE TESTIMONIES CHESS RUNNING-BACK VEGETABLE+AGENT INDIVIDUAL THIRD-PLACE_2 BLOCK SPIN AREA TIE_2+FISHING BEAUTIFUL TIRED FINALLY_2 MISS BROCCOLI DEAF a LINE EXPERIENCE HUNGRY/WISH COME DEAF_2 RAKE DARK PART DRY CEREAL PRESENCE EXAMPLE SPIN MOTIVATE HUNGRY/WISH 7 TAKE-NOTES DISCUSS-INTENSELY CARRY EVERYDAY BAGEL SCARE OCEAN PKSON POWERFUL FRISBEE BREAK ADULT-TALL AVERAGE/RANGE PLANT SCISSOR MEXICO/SPAIN BOOK_2 COLLARS ROLLERBLADE SPA ETC. RED CANDY BRAKE ON-TIME ELECTION TOILET DEAD KING WARN
my sister wants a headband for her birthday because her hair is long and she wants a headband to keep it in place.,OVER/AFTER NEXT-WEEK INTERPRET BACK INNOCENT AMONG_2 EVERY-YEAR THINK INTERPRET+AGENT SYSTEM COMPANY A-LEVEL-BELOW ANALYZE SHORT-HEIGHT FRANCE ROCK SHOWER BOXER MEMBER EVERYDAY PACK QB PRINT CHOCOLATE PRINCE LOOK-AROUND CORN PETRONESTRATIY BOX/ROOM BARITONE PLASTIC STATION RESOURCES LIE DELICIOUS SUNDAY_2 INTELLIGIBLE THROUGH LONG-SLEEVE MIND WHICH
then i walked back out from behind the bush.,SEASONS ROCK JANET BOAT_2 YEAR FULL WHIP SAME-LIST CONDUCT WINDOW STICKY NOW+MORNING WHY+NOT THROW CUTTER STAFF FLOW GOOD/THANK-YOU+NIGHT MEAN EAT+NOON FROM-NOW-ON VIDEO-GAME RUBBER GUESS NINETEEN_2+NINETY-NINE SAVE-MONEY NOW+MORNING THURSDAY REPLY RANGE FAIL LOCAL OLD+NINE TEACH MCDONALD GILBERT WHEW/RELIEVED STOP 9 HURRICANE POPCORN ONE-HOUR DEER GOLF BEHAVIOR CHRISTMAS DIAGNOSIS VERY-FAST LIST-ORDER_2 PREFER TASTE OLD+NINE CHASE MUFFLE SEASON SHOOT DISCIPLINE CREEPY READ_2 COAT TRUE-BUSINESS WANT_3 SHEET-CAKE DISCONNECT LOOK-LIKE GATE GAME CHURCH GUESS GET-IN-BED
"my parents said, ""really? oh well.""",OFFICERS MAN_2 NOISY EXCUSE-GO US LIVE ZOMBIE FUN PRETTY TEASE ENGLISH RANGE VERY CODE FINE SOUTH BLOCK BELOW_2 IX IMAGINE TAN TOGETHER HAPPY SHINE_2 PLAY-AGAINST FAST_2 NEXT/UPCOMING APPLY_2 DIALOG WATCH-TV RICK-PERRY TIME+DCL FIREWORKS POLICY SPREAD WITH BIRTHDAY_3 HEIGHT_2 LIST SKILL LONG-AGO TRACE-PATH ADVISE HABIT_2 VT CLEAN FIELD CEREAL SIT GRAD HOME GRAD AT MELON/PUMPKIN BOOK_2 DOOR LOTION EVERY+ONE DROP VENTRILOQUISM CAUCUS CHAPTER BALD GIFT REPORTER CHAPTER THAN SPECIAL/EXCEPT+fs-LY AMONG TEXTING
"she had to miss her school's scheduled sat exam due to illness, so she had to take the sat at a hearing high school nearby.",PEN NINETY-SIX WINNER LONG-LIST_2 COMPUTER CAPE-COD TENN DEAN PINEAPPLE ANY+MORE ANGRY BAG GOOGLE MAYOR-BLOOMBERG PAY-ATTENTION FOR AGE-TWENTY-ONE_2 SHINE_2 EXTEND EVERY-MORNING DANA PARADE ONLY BEHIND APPLE l MUST TRUE-BUSINESS BEHAVIOR COLOR AUNT INDIA COUSIN PEE SUNSHINE_2 VACATION SHOULD STUCK AIRPLANE STRICT COOPERATE/UNITE WEATHER SALLY EAT+NIGHT CRASH_2 VOMIT LVINCE CORN PEE LODI NUT+BUTTER INSPIRE NEED TRACE-PATH TEACH HATE TO ACTION RUN-MACHINE SOUP TABOO PHYSICS IT LIST-ORDER_2 INTERCOURSE+fs-UP TERMINAL HANG-UP-PHONE HEAR LIST-ORDER-PINKY NEAT
is the teacher already in the house?,THANK-YOU OFFICERS SATISFIED SET-UP TRACK-PINKY ASIA OHIO DIALOG SPRING SCRIMMAGE FIRED SELECT FLIP-FLOP_2 INFORM-ALL LEAVE-THERE HAPPEN SIMPLE SCREEN/FILTER ENOUGH BREAK-DOWN STITCH THRILL/WHATS-UP STAND-UP SIT 3 SUFFER BBQ SURFACE LOGS THINK+BURST QUIT FLAT/FLOOR SENIOR SIZE SHORTS BETH NO-GOOD DATE/DESSERT HOMEWORK RIGHT ASIA JOURNEY CROPS DURING/WHILE BPCL READ MOOD GREAT FRATERNITY FANS FORMERLY ADULT-TALL RUN APPLY_2 JESSICA NOW+MORNING INTERNATIONAL KEY EASIER TRAY SUNSCREEN NO+MORE REALLY BAD SNOB GET-TICKET CALL-ON-RELAY/VRS BUTTS NICE/CLEAN SPEECH/LECTURE
"as i was driving, i was really bored. so i started thinking about what i could do.",MICROPHONE FIREWORKS_2 PASS NOISE NEED LODI DEGREE IGNITION-ON REFER CALL-BY-PHONE LIGHT-FLASH FAST_3 OLD PARADE THINK+MARRY PUNISH BECOME ADULT-TALL BBQ DOWNHILL MONDAY INCREASE JUICE EVERY-MORNING MISUNDERSTAND SMALL TOUGH WERE HARD ABOUT VOICE-RANGE_2 MOST VEGETABLE CANNOT ANSWER FEEL BUTCHER-SHOP PRETEND READ_2 DRUNK FEW FAST_2 ALL WONDERFUL FOUR-DAY CHASE PARPF TAKE SERVICE SILLY BELOW_2 SIGH INSURANCE/INFECTION CROPS TIE_2+FISHING KEEP FALL-INTO-IT PAST+NIGHT RA NOTICE ANALYZE_2 CLOSE-GATE ALMOST LEARN 8 REGULAR LOMBIDI EXCHANGE WEEKEND_2 LAUGH
"i like the beach better than the lake because the beach has waves, while the lake has none.",ROPE ADVENTURE ADULT-TALL BEHAVIOR CHEAP+MOST HEAR+NOISE BONE VIBRATE ANY+ONE PARADE COLLARS OUTSIDE GIRL+CORRECT ANALYZE_3 BPCL NEED INSURANCE/INFECTION CAVIAR SUBTRACT TWELVE+HALF COOLER ENVIRONMENT INNOCENT STAND-UP NINETEEN_2+NINETY-NINE TROUBLE PROCTOR FROM-NOW-ON HOME D ENOUGH INCLUDE/ALL-INCLUDED ILL THIRTY_2 CREATE/PRETEND IS FLOWER PHYSICS LOCK RESEARCH MONEY_2 STRONG MAN_2 PREVENT JOB SHEET-CAKE BREAK+ENTER BEHIND SO-SO COURSE PRODUCT TEXTING NEXT EVALUATE APPEAR MONDAY CAVIAR PET-PEEVE CHECK+fs-LIST r BUOY_7 TEA AND EXCUSE OIL LOOK-DOWN EMPTY/EARLY CAREER READY TRADE
i kept driving.  i hurried because i knew there would be a mcdonald's on the road.  we found a mcdonald's right near the end of nebraska.,VIBRATE TIE_2+FISHING WISH LONG-LIST_2 ONE HEART MINUTES FOOD A-OK LOMDI AUTUMN EMPTY-FROM-NOW-ON WOW/AWFUL AFRAID WORTH FLAT SUNNY RELAX 5 CAUCUS R CALL-BY-PHONE SARCASM NORMAL RELATIONSHIP-OFF FART THINK-OVER FUTURE CONTINUE FORMERLY BELOW_2 SPEECH/LECTURE PAUL BACK THING DEAF_2 HEAVY WORK PURPLE MEMBER EXCESS APPOINTMENT HOURS ADVISE QM JOIN BEST POUR-SWEAT PUSH NOT-LIKE PUT HOW-MANY COLLIDED SUE HOUR ABOVE POINT-TO ANIMAL PAGEANT ANY COUGH DRUNK RESEARCH BREAK MAKE-IT RIGHT RSD FIVE+SIX_2 KEY GLITTER
he/she will go to school if it's not canceled.,REPORT LANGUAGE SEVEN RESUME DOG READ QUIT COMPETITION STAY_2 MOTORCYCLE EASIER HOTEL MICROPHONE INHALE HEADBAND FIVE-MINUTE COFFIN CLEVER OPEN GIFT LIE-DOWN MANAGE/CONTROL+AGENT BOSTON LODI BREAK CHECK OCCASIONALLY EVERYDAY IX GENERAL ONE-DOLLAR AREA GILBERT SORRY OLD+AGE-SIX+HALF DELIBERATE PASS FRUGAL WHIP BETWEEN CARD SURPASS ABOUT SHEET-CAKE OPEN-BOOK PUBLIC SURF-INTERNET SMELL REPLY MORE SUMMER LEG SMALL MINUTES OHIO ENJOY RECENT-PAST OIL EAT+MORNING FRANK SUBLIMINAL-INFLUENCE DOLLAR_2 FUN CHAIR THICK SHORT THINK+BURST LAZY NONE/NOTHING WHO
it's like ventriloquism when they transfer their voice to the puppet.,MILES CHEAP STITCH DISORDERED SELECT ANY+WHERE SEARCH-FOR BAG GAMUT UTAH RESONANCE CANNOT PUBLIC RESONANCE PAGES MANIPULATE HP TAKE-BREAK ILLEGAL SHOWER INCLUDE/INVOLVE ^ TEACH FRANCE UNDERSTAND JANE TREE SHIRT HALF SAFE MEAN HIT_2 PLEASE/ENJOY WINNING ACT+AGENT BACK_2 RODNEY BURP APPEAR USE CRAZY AGE-TWENTY-ONE_2 DISCONNECT FLAT/LEVEL AGENT PROFESSION BEAT_2 TAPE-RECORDING LIE-DOWN IBLE AMONG_2 LIBRARY DOCTOR RACE CLASS_2+BOX/ROOM IDEA OPEN PANIC MEDICINE OCCASIONALLY MONDAY FRESH OPTION COLLECT SUSPECT EVERY+ONE ASK_2 SICK SWITCH R
some woman arrived here.,SARCASM t WHERE PUERTO-RICO SEASONS HIT_2 MANAGE/CONTROL+AGENT SUGGEST MANIPULATE ELECTION VERY-FAST RE+OPEN SOME+THING LOOK-BACK FINISH WOW/AWFUL TROUBLE BBQ BUSINESS
everyone knows that john left to drive to maine.,VIDEO-PHONE YESTERDAY DAY GLITTER GET GRADUAL-IMPROVE SIX_2+ZERO_3 CAT BROWN QUIET BREAK+ENTER SAFE OPEN STRANGE MOOD LOVE PREVENT CLOSE HEIGHT_2 r FRUIT PRACTICE PERSON TWO_2 LANGUAGE GOBBLE-UP LOCKER+BOX/ROOM REASON GO-AWAY BANKS FANS FEEL RECENT-PAST PRODUCT PACE/PROGRESS LIGHTNING LONG UP-TO-NOW BEING HARD OPEN AAA ARREST MAKE TOMORROW OF WELCOME STAR MUCH DISCUSS-INTENSELY BOTHER EMPTY TRAIN AND COMMUTE ORANGE SLEEP KEY ACCIDENT DRUGS MR EXTRA READY EMIT BASEBALL SOME+THING CAPE-COD HIT LOG STICK-ON-SURFACE
you probably wondering why i didn't report it to the police.,SOCIALIZE AGE-TWENTY-ONE SHORT FALL GROUP/TOGETHER SCHOOL EXPERIMENT HEARING+PERSON BURST LAUGH SEVENTY-FIVE HOT POLITE FIFTH-IN-LIST HER SHOOT BUTTER STUDY FALL-INTO-PLACE CUTTER INTERACT/COMMUNICATE BIG SITES SELECT PITCH-IN COOK/KITCHEN LONG-SLEEVE DEAD SF WOW GUITAR HER NICE FIVE LOMBIDI NEWTON STITCH REFLECT COLLIDED QUIT SPIT STEAK TRACK-RING CAN ACCIDENT NEWS IX SEMESTER ITALY FAST FACE RAKE BELIEVE A-WAYS FAR 2 ADDICTED BAGS STRUGGLE IS ANN COME-ON 7 POUND/WEIGH NEGLECT PROCEED_2 POTATO GIFT TEMPO SEASON
i don't have a car at all.,BOOK-PAGE SAFE INTERPRET+AGENT BONE RESULT SWIRLING CORNER SAME-OLD SARAH-PALIN SALLY PET-PEEVE EIGHTY SWIRLING EAT+NIGHT MISS/ASSUME EAT-UP ADD-TO CALIFORNIA_2 SET-ASIDE READ_2 SCOUT COLLAR SICK-OF ADDICTED FIND/FIND-OUT CD FLIP-FLOP_2 CLIMB GET-TICKET BABY TROUBLE HUMAN TEN SEPT BUTTER_2 LAUGH-HARD EXPENSIVE_2 PAST REGULAR BAWL-OUT PET/SPOILED ROOM CHICKEN TWENTY-FIVE BEHAVIOR GO-AWAY MOW FORMERLY NAB VOICE-RANGE DRUGS CROPS PEN SEPT POTS WIDE-RECEIVER SPORTS TROUNCE ANSWER+AGENT TALK-OVER GYM LOVE HONOR EASIER PRO BOY+SCOUT INVITE MENTOR HIT_2 LIST-ORDER_3
last week john arrived late.,LIST-ORDER-MIDDLE OFF-POINT FIND  PLANT PAST+ALL-NIGHT GIFT EXCHANGE PLASTIC CAUSE CRASHED NUMBER OH SALLY CREAM COUSIN NOT-WANT AVERAGE/RANGE NOW+NIGHT LOCAL SWASHBUCKLING MENU HIGHWAY HABIT_2 HEAD-TRIP LOSE-COMPETITION BURN EXPECT BEAUTIFUL LONG-LIST AGE-SIX+HALF HEAD-TRIP OPPORTUNITY JUICE VISIT_2 GRAD INSTITUTE THIRD-IN-LIST EIGHTY MISUNDERSTAND PAST+ALL-NIGHT DEGREE TEXAS SOCIALIZE WAIT PACE/PROGRESS PALE BUSINESS CAR+AGENT ADVISE BRING FISHING SURFACE ON TEND PAST+ALL-NIGHT 4 ANSWER+AGENT PICTURE HEARING+PERSON P HANGUPS PETRONESTRATIY FRONT BABY CARE D POINT-TO VIDEO-PHONE SPIT
my ra was named erick.,ICL DISORDERED TV FART NOISY CAPECOD DIFFERENT PIE ROWDY CRAZY COMPARE UNTIL SCL GO-AWAY TOUCHDOWN FIGHT AUDIO STORE SELES SEPARATE DEEP BOX ORIENTATION LEAVE BUILD CAN JANE FOR LETTER/MAIL_2 TEASE MEDICINE CD ADULT-TALL LESS-THAN LECTURE LIBRARY WANT WHEEL EXPLAIN EMIT REPLY THIRTY_2 CAROL COORDINATOR ENCOURAGE BROTHER LAKE START GO-OUT AGAINST AWFUL DOING TOGETHER/GO-STEADY QUOTE DEEP
mother looks sick? how?,MEDICINE BELOW_2 NEXT-GROUP ASK_2 TREE TEACH+AGENT DRUG COMFORTABLE EIGHT SEEM CANDY FAST_3 ENVIRONMENT ORIENTED TEN NYC CAUSE NOISE+RUMBLE JUNIOR_3 CHESS ANY YEAR-LONG BACK_2 NO-GOOD MALL ALL-DAY PASS-DOWN ROCK FEDEX HORSE WORK-OUT LOOK-UP PACK S COLLAR CHAIR VARIOUS VOCAL NOW+AFTERNOON SICK BETWEEN HURT SO K ORIENTED DCL EMAIL NORTHRIDGE LOOK-FOR TOO TWO_2+ZERO+THIRTEEN TRUCK RESIDENCE/ADDRESS ROWDY MORMON_2 REPORT QUIT OFF-POINT GUARANTEE HOME+WORK TRAY REALLY+WORK DRUNK KID MORE WHY+NOT HEAR+NOISE TEAM HATE GO_2
does my sister want a headband for her birthday?,SELECT PROBLEM_2 CONFRONT MARKET PKSON LIE-DOWN SPINACH LECTURE SAFE COMEDY POLITE WYOMING BLACK DOWN-THE-LIST P ACCEPT BEFORE_3 A-LOT LOCAL LEAF LIT AVERAGE/RANGE SECOND-IN-LIST HABIT_3 TAN ADMIT BLUE EXCITE IMPORTANT CHARLES VOICE_2 MAINE DISEASE QUESTION UNTIL ASK ADMIT WYOMING SIREN WHEW/RELIEVED ONE-MORE BROTHER STUDY_2 TO/UNTIL WOW TRUST INCLUDE/INVOLVE EX INDIVIDUAL SLICE SHUCKS EXAM B LOOK-FORWARD OBVIOUS GOLD/CALIFORNIA G TWENTY CHROME FOOT CLOSE-GATE DEAF_2 SPORTS GYM SO GET-UP COUSIN NOISY WATCH DRUGS
my aunt is making blueberry pie.,NO DISEASE MATCH FINALLY_2 WRITE_2 NOTHING CLOSE-DOOR STOMACH SUPERIOR CABIN SUSPECT AFRAID HOURS CHECK+fs-LIST VIDEOTAPE_2 HORSE CITY/COMMUNITY_3 AUSTRALIA OF-COURSE NUT QUOTE/TOPIC PRETEND FIGHT FOOT RUN COLOR CUP QUIT WANT_2 SCOUT PAY PAST BODY MIND NTID CHRISTMAS SNEAK ADD-TO STAMP JANE TASKS DO PLACE POLE BEFORE_2 COUNTRY SEE SARAH-PALIN ALL VOICE-RANGE_2 REFER J LEAD MENTOR KEEP FREAK ZOMBIE SAT TACTILE LEAF BANKS LEAVE-THERE AA SNEAK VINCE 6 OTHER THING MOW SWIRLING
"when a bad storm comes to boston, i have to stay home.",HAVE-TO WAIVE ONE-WEEK BETWEEN COMPARE PART COUNTRY SIX_2+ZERO_3 ADVANTAGE LOOK-LIKE EARLY_2 SUN A-LOT LIE-DOWN SCARE SEPT DISEASE BREAK SCREEN/FILTER SIZE RICK-PERRY HIT_2 BE LINE GOD CLOSE-GATE CAR GROUND I ON MONEY_2 SPAGHETTI_2 APPOINTMENT CAN BBQ SOCIAL/INTERACT_2 EVEN COUNTRY REALLY CORN COPY GET-UP LAZY BROOKLINE G i MISMATCH EXACT KNOW RESOURCES DAISY GRIEF CUT FIRST-IN-LIST CHINA HUNGRY/WISH COLLEAGUE NUMBER FEW/CLOSE KIND TENN DECORATE DAISY SOCIAL MAJOR LOCAL BUTCHER-SHOP INVOLVE FLOWER HAD-IT
"if you order pizza here, i guarantee it will be delicious.",LVINCE WOOD ANY+WHERE FIGHT AUNT IBLE LAST-WEEK ANY+TIME WHEN LOOK-UP LAUGH ALL-GONE WORK-OUT SEE FIRST NEXT-TOPIC STRATEGY ERICK MP GUEST FIVE FLIP-FLOP_2 LODI DOWN-THE-LIST HUNGRY/WISH ENJOY MOVE-AROUND MOTHER COURSE UN+FORTUNATELY CHARLES TYRANNY LIST-ORDER-THUMB VOICE-RANGE AFTER u FACE SLEEP DISH BRAKE TANK-TOP SELF CLOSE-GATE CARE_2 SEMESTER WAY NIGHT SEWER WATCH-TV LITTLE-BIT LEARN COOPERATE/UNITE DISGUST HIGHWAY f EXTEND DORM TYPE SNOB RESTAURANT FLOOR REPORT POSITIVE COMEDY SYNTAX BREAD SHOCK WAIT ASK_2 THINK-OVER
who adopted the small puppies?,INTERACT/COMMUNICATE FEW HUMID TEXTING SOMETHING/ONE LOOK+SAME ALARM COME THINK+BURST TAKE-OUT MOVIE_2 CALIFORNIA_2 ACT LIST SALE ALCOHOL DISCUSS-INTENSELY SOCIAL DEAF_2 FINALLY/SUCCEED CREEPY HIT ALL-NIGHT COMPETITION FRISBEE PROCEED_2 ALL-GONE SALLY EXPERIMENT L WORK TODAY RICK-PERRY PARPF SMIRK QUOTE/TOPIC LONG+MOST SEVENTH GAZPACHO ALMOST POLITICS ALMOST AVERAGE HAIR_2+DYE DOWN-THE-LIST AUNT SOLICIT WRESTLE NEAR HANG-UP-PHONE REMIND USE_2 HURRICANE MEXICO/SPAIN PUERTO-RICO LOCK MOW TAG MAYBE CREAM+fs-CHEESE SPEECH/LECTURE BALANCE NEVADA CHEMICAL CLUB BLUE+BERRY PUT-AWAY FROM-NOW-ON BETWEEN/SHARE GET
"if the family doesn't adopt the puppies, we will buy collars for them.",E FEEL MARRY MAKE+REALLY 6 BUT ALL-NIGHT_3 SERVICE RUIN BACKWARD_2 DRUNK SUNDAY_2 REFUSE RESOURCES TEA HANDLE BU HUMOR PAY/SPEND THIRD-PLACE_2 r EMIT DISORDER WORK-OUT BANKS WARN PARKINSONS MORE TRACK-RING IMPORTANT CAKES INTERACT/COMMUNICATE VISION FAST_2 TE STICK BANKS - POINT SURF-INTERNET FIRST REPLY TIRED BRAGG WORK-OUT PREVENT POUR-SWEAT PAST CAPE-COD ETC. SAY ONE-WEEK_2 SURPRISE PUERTO-RICO PALE CHALLENGE AUSTRALIA WHAT LIGHT-MATCH BOY THINK+MARRY CRAZY TORTURE_2 PLAYER ABOVE_3 SIGN SPECIAL/EXCEPT+fs-LY CONFRONT TOTAL EXPECT
the hearing man wondered whether  deaf people can drive.,AUTUMN DATE/DESSERT STOMACH FIND BEHAVIOR POTATO OUTGOING BALL GUEST CONFUSE RAIN MARRY ALONE PARADE HP LIST-ORDER_2 BIRTHDAY_3 SERVICE EASIER HILLS DRUNK FOOTBALL ALSO STILL NO VOICE_2 TEXTING COMMUNICATE HELMET WALLET PACK PUBLIC SENIOR FIND EVERY-MORNING TRACK-MIDDLE TIME-PERIOD PINEAPPLE KISS-FIST ANY+MORE BREAK+ENTER MELT/SOLVE BLOW LOUD BROCCOLI THING WIFE FREE HIT SMIRK BURN EMOTION EVALUATE DIMWITTED RESTAURANT SELL NINETY-SIX NOSE BOOK_2 GAZPACHO INTERRUPT BODY GAZPACHO OVER-IT WHOLE LONG USE_2 TV WYOMING ONE-WEEK_2
i'm going to the movies again next week.,THIRD BALL RANGE/SPAN DIRECT FISHING BREAK SOUND BUSINESS DANCE FALL-ASLEEP WRITE RELAX A-OK REFLECT MUFFLE JUNIOR_3 THUMBS-UP/GOOD MISS ENVIRONMENT DIE MAKER ADD-TO BED FLAT FIRST NOW-WEEK LONG-TERM LIGHT NOT-MIND CRIB REFLECT CORRECT INTERVIEW CHOCOLATE
my friend looked over incredulously.,MOTIVATE l BALANCE GROW-UP AA UMBRELLA GEORGE-CLOONEY TRACK-THUMB PHILADELPHIA CRASHED HALL GUESS HITCH-HIKE VEGETABLE+AGENT WINNER STICK-ON-THROAT
