translation,gloss
"Well, it rains once a while.  The funny thing about when it rains in LA...",REALLY ONCE-IN-A-WHILE BUT FUNNY (2h)THING ABOUT ns-#LA WHEN RAIN IN ns-#LA
"People go too far:  they use umbrellas, wear rain coats, and put boots and pants on.",REALLY IX-loc:j OVER/AFTER EXTEND IX-3p:j (L)FUTURE USE COAT RAIN COAT USE UMBRELLA BOOT PANT
Even if it is just barely raining--like a few drops.  I remember one day... ,PANT REALLY SUPPOSE LITTLE-BIT DROP++ IX-1p REMEMBER ONE fs-DAY
"I would go to class on my rollerblades, in shorts and a tank top, you know, like a basketball jersey. ",IX-1p GO CLASS ON POSS-1p ROLLERBLADE IX-1p SHORT TANK-TOP KNOW BASKETBALL TANK-TOP SAME
There was a bit of rain as I rollerbladed. ,"IX-1p 5""looking for words"" IN RAIN LITTLE-BIT RAIN IX-1p ROLLERBLADE"
"I noticed many people were looking at me like I was a complete idiot.  Really, I didn't know what the big deal was.","ROLLERBLADE IX-1p LOOK MANY PEOPLE DCL:4 ""many people look at me"" fs-AT IX-1p SAME IX-1p REALLY FULL IDIOT BUT REALLY IX-1p 5""I don't know"""
"I thought the weather was nice, a little rainy but it was nothing.  People were wearing long sleeves!",IX-1p THINK WEATHER NICE LITTLE-BIT RAIN REALLY (F)NONE IX-3p:j WEAR LONG-SLEEVE
"Oh well.  Wow--one negative thing about LA is that in LA, they didn't have any sewer systems.","IX-1p 5""looking for words"" THAT ONE (2h)(5)WOW NEGATIVE BUT ns-#LA IX-loc:j (O)NONE/NOTHING fs-SEWER SYSTEM"
"There would be flooding.  If a whole year's worth of Boston's rain were given to LA,...",#ALL WATER (L)FUTURE FLOOD POSSIBLE SUPPOSE TRUE-BUSINESS IX-1p-arc RAIN TOTAL HERE YEAR-LONG BRING GIFT:j TO ns-#LA
... LA would flood for sure.,ns-#LA+ FINISH REALLY FLOOD FOR REALLY
Why? Because they have a better sewer system in Boston to drain water.,"(25)WHY IX-3p-arc:k HAVE BETTER fs-SEWER SYSTEM WATER CAN THROUGH DCL:crvd-sprd-B""water running through sewer"""
Here (in Boston) it could rain every day and people would still live through it without a problem. ,IX-3p-arc:k CAN RAIN EVERY+fs-DAY AND STILL LIVE THROUGH fs-IT FINE
"But of course, it doesn't rain everyday in Boston.  We have wonderful weather here.","BUT (2h)5""keep in mind"" OF-COURSE NOT RAIN EVERY+fs-DAY IN ns-BOSTON 5""reassure"" STILL (1h)HAVE WONDERFUL WEATHER HERE IN fs-BOSTON"
"Another thing: in the summer, it's very humid here.","NEXT SAME 5""looking for words"" START SUMMER++ 5""hesitation"" (open-B)TEND fs-VERY fs-HUMID HERE"
"The sun is more intense here, while in LA it's dry, but it's 100 to 110 degrees.","HERE MORE fs-SUN MORE STRONG DCL:crvd-5""intense sun rays"" DURING/WHILE ns-#LA DRY BUT SARCASM 100 110 DEGREE"
"In Northridge, it tends to be ten to fifteen degrees hotter than LA.",DEGREE BECAUSE WHERE IX-1p FROM fs-NORTHRIDGE TEND TEN FIFTEEN DEGREE MORE THAN
"If you see on weather channel, you will notice that if its 85 degrees in LA, that means 100 degrees in Northridge.",SAME IX-2p SUPPOSE IX-2p SEE ON WEATHER CHANNEL IX-3p:j ns-#LA 85 DEGREE MEAN IN ns-NORTHRIDGE REALLY (2h)(5)WOW
"Really, it's a big difference from here.","REALLY 5""you know"" BIG DIFFERENT FROM HERE"
"If it's 80 degrees here in Boston, it can feel really hot.  But in LA, 80 degrees feels like nothing.",(25)WHY HERE 80 CAN REALLY++ HOT fs-BUT IN ns-#LA 80 REALLY FEEL (O>5)NOTHING
"In LA, the sun is farther away.  Here, the sun feels closer, more intense, because the seasons change.  That's all for that...","fs-SUN fs-VERY DCL:crvd-5""weak sunshine"" HERE MORE DCL:crvd-5""intense sunshine"" BECAUSE fs-OF HERE fs-SEASON CHANGE (2h)5""drop topic"""
"...other than weather, we can also talk about Boston culture and LA culture.",REALLY OTHER THAN WEATHER DOWN-THE-LIST IX-1p CAN TALK ABOUT POSS-3p:i fs-BOSTON CULTURE AND ns-#LA CULTURE
"Wow, there is a really big difference socially--in Boston Deaf culture, everyone mixes together as if we were from the same family.",REALLY (2h)(5)WOW BIG DIFFERENT IX-loc:k fs-BOSTON CULTURE GROUP/TOGETHER DEAF TEND SOCIALIZE fs-VERY GROUP/TOGETHER CLOSE SAME FAMILY GROUP/TOGETHER
"People make sure to keep in touch. Even if you dislike someone, we say ""ah, forget it"" and welcome him because we would feel bad otherwise.",GROUP/TOGETHER MAKE REALLY CONTACT-arc KNOW-THAT SUPPOSE NOT LIKE SOMETHING/ONE FORGET-IT STILL+ FEEL BAD GROUP/TOGETHER
"But in the LA area or north, well really mostly in LA area, there are many smaller cliques.","BUT IN IX-3p:j ns-#LA AREA #OR NORTH 5""hesitation"" REALLY MOST IN ns-#LA AREA fs-VERY GROUP/TOGETHER++"
"You have to make a name for yourself before you join the ""elite"" clubs.","GROUP/TOGETHER-arc IX-2p MUST MAKE POSS-2p NAME BEFORE (1h)JOIN fs-CLUB GROUP/TOGETHER fs-E ""quote"" NAME fs-ELITE fs-CLUB SOCIAL/INTERACT"
"Still, I hope that Boston could give LA a good example of cohesiveness","GROUP/TOGETHER++-arc STILL IX-1p 5""looking for words"" SAME IX-1p HOPE IX-3p-arc:i ns-BOSTON CAN GIFT:j GOOD KIND SHOW (2h)THAT IX-1p-arc GROUP/TOGETHER"
"No matter who we are, it is important to have diversity in the group.",GROUP/TOGETHER NO ANYWAY/NOT-MATTER WHO IX-1p-arc IMPORTANT VARY
It's the same thing with Siberian tigers--their stripes vary.  It's the same idea here in Boston.,VARY SAME IDEA fs-SIBERIAN TIGER IX-loc:l ONE (2h)THING ABOUT POSS-3p STRIPE VARY SAME IDEA IX-3p-arc:k
"But in the LA area, they didn't see that way.","BUT IN ns-#LA AREA 5""I don't know"" IX-3p:j NOT SEE THAT fs-WAY"
"They say, ""If you are my kind, come with me; If you're not--get outta here.""  They pick and choose.","IX-3p:j BPCL:F""eyes looking up and down"" IX-2p:m POSS-1p KIND FINE IX-2p:n NOT POSS-1p KIND GO-AWAY VERY (2h)alt.PICK/SELECT (2h)alt.SELECT 5""looking for words"""
"I don't buy it.  Oh, and LA is very fancy and high-class.","5""looking for words"" SAME IX-1p 5""looking for words"" AND IX-3p:j fs-VERY SAME HIGH FANCY++ fs-CLASS"
"Like for an example, when I went to Beverly Hills...",IX-loc:j SAME FOR EXAMPLE IX-1p GO fs-BEVERLY fs-HILLS
"In one store, I was looking at this really nice silk shirt.","IX-1p ENTER ONE STORE IX-1p ICL""holding a shirt"" fs-SILK REALLY NICE IX-1p ICL""holding the shirt"""
"I decided to check the price.  I see the price tag: 350 dollars.  Really, 350 dollars for a shirt?!","5""you see"" IX-1p SEE PRICE fs-TAG IX-1p 350 DOLLAR 350 DOLLAR FOR REALLY 5""that's the way it is"""
"I would say the most expensive shirt here in Boston is up to maybe 100, 150 dollars.  I wouldn't know--I don't buy expensive shirts, but hey.",THINK MOST EXPENSIVE SHIRT HERE IN fs-BOSTON MAYBE 100 150 DOLLAR IX-1p NOT-KNOW IX-1p NOT BUY EXPENSIVE SHIRT IX-1p fs-BUT
"Still, wow, it is very expensive in LA.","SAME 5""looking for words"" REALLY (2h)(5)WOW fs-VERY EXPENSIVE IN ns-#LA"
"Same idea for food shopping: in LA, a loaf of bread costs 3 or 4 bucks while here in Boston it's only $1.50 to two dollars and it is even a bigger loaf than in LA.","SAME FOOD BUY+ BREAD DCL:5""loaf of bread"" REALLY THREE FOUR THREE FOUR DURING/WHILE HERE 1.50 TWO part:indef AND BIGGER SIZE THAN THREE FOUR DCL:5""loaf of bread"""
"Really, I'm not just talking about just economic differences, but rather cultural differences as well.","REALLY 5""looking for words"" IX-3p:i IX-1p TALK ABOUT ECONOMIC SPECIALTY NO BUT REALLY DIFFERENT CULTURE"
Bostonians seem more friendly in general.,"REALLY PEOPLE AREA:j 5""looking for words"" MORE FRIENDLY HERE IN GENERAL MORE FRIENDLY"
"For example: here, when I'm driving, and two cars come up to the same intersection,","SAME FOR EXAMPLE FINE DRIVE IX-1p SAME (2h)SCL:3""cars coming to the same intersection"" HERE SITUATION"
"I would wave the other person on, he would say ""Thanks!"" and wave back.","(2h)SCL:3""cars at intersection"" IX-1p SAME 5""hesitation"" flat-B""go ahead"""
"But in LA, would they do that? No--they don't care and just drive right through.","BUT 5""resignation"" IN ns-#LA DO THAT NO++ NOT-CARE REALLY SCL:3""cars whizzing past intersection""+"
"A few times while I was in LA, I waved people on.  I thought they would say thanks back, but the other drivers just ignored me and zipped across.  I said, ""Oh, you're welcome, too. Oh well,"" and drove on. ","IX-1p 5""looking for words"" FEW TIME IN ns-#LA IX-1p B-L""go ahead"" IX-1p 5""looking for words"" THINK SAY SCL:3""car passing by"" IX-1p 5""you know"" ""wave"" IX-2p:o WELCOME SAME DRIVE 5""that's the way it is"""
"Its same kind of situation in food markets, restaurants, banks, and many different places.","5""that's the way it is"" REALLY SAME IN FOOD STORE #OR RESTAURANT fs-BANKS REALLY VARIOUS MANY DIFFERENT PLACE"
"Here (in Boston), they have good service, well not 100 percent of time but you tend to get good service---they make sure you're comfortable. ",HERE ONLY GET GOOD SERVICE NOT 100 PERCENT fs-OF TIME NO BUT TEND GOOD SERVICE (L)FUTURE MAKE REALLY FEEL COMFORTABLE INTERACT/COMMUNICATE PERFECT
"In LA, the service is awful; some people can't speak English.","IN ns-#LA REALLY SERVICE REALLY AWFUL SOMETIMES SOME PEOPLE CANNOT TALK ENGLISH 5""you know"""
I would write something down but they still wouldn't understand me.  That's how bad the service is in LA!,IX-1p fs-PEN PAPER WRITE STILL NOT UNDERSTAND part:indef SAME part:indef SAME IN HOW BAD IN IX-loc:j part:indef ns-#LA part:indef
"People were not very outgoing, friendly, welcoming in the community.","PEOPLE NOT 5""looking for words"" fs-OUTGOING VERY OUTGOING FRIENDLY WANT IN CITY/COMMUNITY"
I think its probably because LA is big so they didnt really care about community as much as Bostonians do.,IX-1p THINK BECAUSE ns-#LA #SO BIG SAME IX-3p:j MAYBE NOT-CARE ABOUT POSS-3p:j CITY/COMMUNITY MORE SAME IX-3p-arc:k fs-DO
"I remember a while ago, I was driving...",IX-1p REMEMBER FORMERLY+ IX-1p DRIVE+
I was driving across the U.S.,DRIVE TRIP fs-US
"(I was) on Interstate 80, the one that goes straight across the country. ","ON HIGHWAY EIGHTY DCL:bent-B""all across the country"""
I was driving for a long time.,IX-1p DRIVE+++
The road was very dry and plain.,"DRY DCL:bent-B""land passing by""+"
"As I was driving, I was really bored. So I started thinking about what I could do.",DRIVE BORE IX-1p DRIVE (2h)#DO+
"As I was driving I thought ""why don't I turn off the road.""",IX-1p DRIVE IX-1p THINK WHY^NOT TURN-OFF:i
I was driving through the country.,"SCL:B""driving around curves"" COUNTRY"
I drove along the curvy two-lane highway.,"SCL:1""driving around curves"" (1)HIGHWAY SCL:1""driving around curve"""
"I thought ""why don't I just drive on"". ",WHY^NOT IX-1p DRIVE PROCEED
I looked and saw an exit ahead.,IX-1p LOOK:j IX-loc:j TURN-OFF
I turned off the road at the exit.,"IX-1p ICL:S""turning the wheel"" SCL:3""car turning off"":i"
I drove the car along the road.,"DRIVE SCL:3""car driving on winding road"""
I was driving through beautiful hills.,BEAUTIFUL HILL DRIVE
"Occasionally, I would pass a house or two.","HOUSE LCL:1""passing by"" DRIVE"
"It started to get dark, so I turned on the headlights. ","DARK-inceptive IX-1p (2h)DCL:5""headlights on"""
"With the headlights on, I kept driving. ","DCL:5""headlights on moving along a windy road"""
I was enjoying the drive.,ENJOY DRIVE
"It happened that, far down the road...",HAPPEN IX-loc:j ROAD
...over a hill...,"DCL:5""over a hill"""
...there was a deer.,IX-3p:j DEER
The deer was eating grass.,"DEER BPCL:5""chewing"" GRASS"
The deer stopped eating grass and looked up.,"BPCL:5""chewing"" LOOK-UP"
"The deer saw, across the road...",SEE ROAD ACROSS IX-loc:k
...a big pile of grass that looked delicious!,"IX-loc:k PCL:5""pile"" GRASS LOOK:k DELICIOUS"
"Seeing that, the deer decided to walk across the road.","LOOK:k DECIDE BPCL:2""legs walking"":k ACROSS:k"
I drove up the hill with my headlights on.,"IX-1p DRIVE++ DCL:B""move up hill"" DCL:5""headlights cresting hill"""
I noticed some animal crossing the road.,DRIVE NOTICE:j SOMETHING/ONE ANIMAL ACROSS
"As I drove, the deer turned and looked at me.","IX-1p DRIVE DEER BCL:5""deer turning head"""
I saw the deer but it was too late.,"IX-1p LOOK:j DCL:5""headlights on"" FINISH"
The headlights got closer and closer to the deer.,"DCL:fanned-flat-O""headlights moving forward"":j DEER DCL:fanned-flat-O""headlights approaching deer"""
The deer was frozen in shock.,LOOK:l SHOCK
I swerved and slammed on the brakes; the headlights shone right in the deer's face.,"5""panic"" IX-1p ICL:S""turning steering wheel"" BRAKE fs-BRAKE (2)DCL:5""headlights in deer's face"""
"I swerved hard, right before I was about to hit the deer.","ICL:S""turning steering wheel"" SCL:3""vehicle out of control"" ICL:S""turning steering wheel"""
The car swerved off the road.,"SCL:3""car move over and bounce"":i"
The deer was in shock and scared.,DEER SHOCK SCARE SHOCK
I was trying to gain control of the car as it swerved.,"IX-1p SCL:3""car move over"":i ICL:S""turning steering wheel"" SCL:3""car swerving"""
The car spun.,"SCL:3""vehicle fall"" SPIN++ SCL:3""car"" SPIN+ SCL:3""car"""
"As I held the wheel, I thought to myself ""wow"". Then I looked back at the road.","ICL:S""holding the wheel"" (2h)(5)WOW BPCL:F""eyes look back to road"""
The deer looked at me and then moved on to cross the road.,"DEER SHOCK i:LOOK:k PROCEED BPCL:2""legs walking"":k ACROSS:k"
My heart was pounding.,"IX-1p ICL:S""holding the wheel"" HEART BPCL:S""heart beating""++++"
My heart was beating really fast.,"REALLY FAST BCL:S""heart beating""++++ ICL:S""holding the wheel"""
I caught my breath.  It had been a close call. ,"BCL""breathing heavily, holding the wheel"" CLOSE-CALL BCL""breathing heavily, holding the wheel"""
"My car was in the middle of the road, angled perpendicular to the road.  I didn't know which direction I had been going!","SCL:3""vehicle"" MIDDLE ROAD SCL:3""vehicle"" IX-loc:l fs-OR THUMB-IX-loc:m WHICH"
I wasn't sure which way to go.,"IX-1p SCL:3""vehicle"" part:indef"
I decided to head down one of the ways.,"IX-1p PROCEED THUMB-IX-loc:m SCL:3""car back on road"""
I drove really slowly.,DRIVE IX-1p SLOW DRIVE
I saw a sign up ahead.,"SEE (2h)DCL:1""sign"" IX-loc:i"
It was for route 80.  I saw it.,EIGHTY HIGHWAY AGAIN IX-1p LOOK
I went ahead and got back on 80.,"IX-1p PROCEED SCL:3""vehicle turning"""
I pulled the car onto route 80.,"SCL:3""car onto I-80"" ON EIGHTY"
The flat road was boring but at least it was safe!,"BORE DCL:Bent B""flat surface passing by"" BUT SAFE"
Seven years ago.,REALLY FORMERLY+ IX-1p SEVEN YEAR
My first year at CSUN.,FIRST YEAR ON fs-CSUN
Four of us boys lived in a dorm room.,REALLY BOY LIVE IN DORM ROOM
"Really, we were trouble makers.",REALLY IX-1p-pl-arc:i TROUBLE+ MAKER
I tended to sneak in and cause problems for another residences.,"IX-1p TEND SCL:1""sneaking"" CAUSE PROBLEM FOR OTHER RESIDENCE/ADDRESS"
"we would cause problems for our RA, Residence Counselor, you know, the one who checks up on the dorms.",CAUSE PROBLEM FOR IX-3p:j #RA RESIDENCE/ADDRESS ADVISER KNOW WHO false-start CHECK+++
"Really, I know, I am sure you guys who have lived in a dorm, you hate the RAs.  But anyway...","REALLY IX-1p KNOW REALLY IX-2p-arc WHO LIVE IN DORM PAST VOMIT #RA BUT 5""forget it"" ANYWAY/NOT-MATTER"
"Really, I had a good time because my RA was my fraternity brother.",REALLY IX-1p ENJOY (25)WHY POSS-1p #RA POSS-1p FRATERNITY BROTHER
"It happened one night, that we didn't care and decided to tease him.","REALLY HAPPEN ONE NIGHT IX-3p-pl-arc:i (2h)""not give a darn"" TEASE"
"One night, three of us went upstairs--We lived on second floor,","ONE NIGHT 5""so, all set"" IX-3p-arc:i SCL:1""going up"" REALLY LIVE ON"
Our RA lived on third floor.,IX-3p-arc:i #RA LIVE ON THIRD FLOOR
We had rope with us when we went up.,"HAVE fs-ROPE (2h)DCL:O""rope"""
"So you know, there were two doors--his, and another door right across the hall from his door.","UNDERSTAND TWO POSS-3p:j fs-DOOR OTHER fs-DOOR LCL:flat-B""door across from first door"":l"
It was perfect--there was a good distance between the doors.,(2h)PERFECT SAME GOOD SIZE IX-3p:l
I tied the rope to the RA's door handle and to the handle of the door across the hall.,"SO IX-1p fs-ROPE ICL:S""wrapping the rope"" ICL:S""pulling the rope"" ICL:S""wrapping the rope"" PERFECT ON fs-HANDLE ICL""testing handle"""
I had the rope tied across the hall.  I rang the RA's doorbell.,"SAME IX-1p DCL:O""rope tied across hall"" 5""set"" IX-1p ICL""pressing doorbell"":j++"
My RA was named Erick.,fs-ERICK THAT:j POSS-3p:j NAME ns-ERICK fs-ERICK IX-3p:j SELF-3p:j POSS-1p FORMERLY #RA
"I rang the doorbell, and the RA started struggling to get the door open.  I rang the doorbell across the hall, and they pulled back and forth!","IX-1p START (2h)ICL:S""pulling handle""++ IX-1p ICL:A""pressing doorbell"":l OTHER PERSON ICL:A""pressing doorbell"":l DCL:S""pulling against each other""++"
Neither one could get out!  I was laughing hard ,BOTH CANNOT OUTSIDE IX-1p LAUGH
"We, roommates seven years ago, laughed and had a good time.",IX-3p-pl-arc:i ROOMMATE FORMERLY SEVEN YEAR IX-3p:i LAUGH GOOD TIME IX-1p
"We decided to leave them; we went back down to our room for fifteen minutes, then we felt bad and decided...","5""forget it"" DECIDE LEAVE-THERE 5""forget it"" SCL:1""going down"" FOR FIFTEEN MINUTE fs-THEN DECIDE FEEL BAD"
...to go up to the third floor.  I rang the RA's doorbell,"ON THIRD FLOOR IX-1p ICL:A""pressing doorbell"""
I took the rope off the handle and peeked in the door.,"IX-1p ICL:X-over-thumb""unwinding rope"" DISCONNECT fs-ROPE DISCONNECT IX-1p ICL""opening door"""
"""Hi, I  was just teasing you,"" I said.",KNOW-THAT IX-1p (flat-O)TEASE-2p:j+
"Erick said, ""I was worried, you know, what if I had an emergency?""","REALLY IX-3p:k fs-ERICK REALLY WORRY SAY 5""frustration"" KNOW IX-1p HAVE EMERGENCY"
"I wouldn't be able to get out, wouldn't be able to get to another building...","IX-1p CANNOT EXCUSE-GO IX-1p 5""exasperation"" REALLY OTHER BUILDING MUST IX-1p 5""exasperation"""
"He asked, ""Why did you do that?"" I didn't have an answer, and I felt bad.","5""exasperation"" (25)WHY DO THAT IX-1p 5""hesitation"" IX-1p FEEL BAD"
"He said, ""You know, I called a cop.  He's coming now.""",IX-3p:j SAY KNOW IX-1p CALL COP+ COME NOW+
"I looked at him and asked, ""Really? You called a cop on us?""",NOW IX-1p LOOK TRUE-BUSINESS IX-2p CALL COP ON IX-1-pl-arc:i
"I didn't know it was you guys, I thought it was someone else messing with me.","IX-3p:j SAY 5""exasperation"" IX-1p NOT-KNOW IX-2p-arc IX-1p THINK SOMETHING/ONE OTHER PLAY TROUBLE WITH IX-1p"
"I couldn't get out of here if I had an emergency at another building, so I had no choice.",NOT-KNOW IX-1p CANNOT OUTSIDE IX-1p (1h)HAVE (2h)EMERGENCY OTHER BUILDING #SO IX-1p (O)NONE CHOICE
I called the cop to come and cut the rope.,IX-1p CALL-BY-PHONE COP CUT fs-ROPE
I looked at him and asked if we really had to wait for the cop to arrive.,IX-1p LOOK:j TRUE-BUSINESS #SO IX-1p-pl-arc MUST WAIT FOR THAT COP ARRIVE
"Erick said yes, we will have to wait for the cop to arrive.",IX-3p:j #RA fs-ERICK (2h)IX-3p:j SAY YES MUST WAIT FOR COP ARRIVE
"""Alright, fine,"" we said.  We waited for a while.  The cop arrived...","IX-1p-pl-arc ""gees"" ""oh my god"" FINE WAIT++ COP ARRIVE"
...and the cop found the situation funny--we were lucky.  We were relieved. ,COP FIND/FIND-OUT SITUATION FUNNY LUCKY IX-1p-pl-arc LOOK WHEW/RELIEVED
"A cop pointed his finger to us and said, ""Don't ever do that again because I drove here all the way from LA for that.""","COP SAY BCL""shaking finger"" NOT DO fs-EVER AGAIN MAKE IX-1p DRIVE FROM ns-#LA SCL:1""coming from LA to here"" FOR THAT"
I was relief and it was good that we got regular and open-minded cop.,THAT IX-1p LOOK WHEW/RELIEVED GOOD IX-1p GET REGULAR OPEN COP+
Erick was supposed to fine us.,COP TRUE-BUSINESS fs-ERICK IX-3p:j MUST PRICE IX-1p-pl-arc
"Back then, there was a fine system at CSUN in case you caused trouble.","HAVE FORMERLY HAVE PRICE SYSTEM IN fs-CSUN SUPPOSE TROUBLE #SO 5""looking for words"""
He decided to waive the fine because he thought it was funny.,"5""looking for words"" IX-3p:j DECIDE WAIVE BECAUSE THINK FUNNY"
"Actually, we had to do one thing as punishment.","#SO IX-3p:j 5""hesitation"" REALLY+ ONE PUNISH IX-1p MUST DO"
"I had go to see his superior, the hall coordinator.",IX-1p MUST fs-TO GO SEE SUPERIOR fs-HALL COORDINATOR
I went and explained the situation.  The hall coordinator was not friendly.,"IX-1p GO EXPLAIN ABOUT THAT SITUATION REALLY fs-HALL COORDINATOR NOT FRIENDLY 5""things proceedings normally"""
"So, she punished us.","#SO 5""resignation"" REALLY IX-3p:m 5""you know"" IX-3p:m PUNISH IX-3p:m PUNISH IX-1p-pl-arc"
We sat down and I explained to the hall coordinator.  I was hoping she would find some humor in the situation.,"#SO IX-1p SCL:bent-V""sitting down"" IX-1p EXPLAIN fs-HALL COORDINATOR IX-1p HOPE IX-3p:m CAN FIND/FIND-OUT SOME FUNNY fs-HUMOR IN THAT SITUATION"
"I hoped but really, the hall coordinator is big ""B"" word--I don't want to say it here.","HOPE 5""resignation"" #SO IX-3p:m REALLY fs-HALL COORDINATOR REALLY BIG fs-B WORD IX-1p NOT-WANT SAY fs-IT HERE KNOW 5""leave it at that"""
"We sat down, and she said that she was giving us disciplinary action.","#SO IX-1p-pl-arc SIT 5""trepidation IX-3p:m SAY GIFT IX-1p DISCIPLINE DO"
I had to go out and clean up the grass.,IX-1p MUST CLEAN++ GRASS
They have huge grass area littered with cigarette butts that people threw on the grass.,"IX-3p:n HAVE BIG GRASS AREA MANY CIGARETTE fs-BUTTS ICL""throwing cigarettes"""
It was probably from us anyway so we went.  We picked them up and threw them in a bag.,"REALLY MAYBE FROM IX-1p-pl-arc ANYWAY/NOT-MATTER #SO IX-3p:i GO CLEAN PICK-UP+ ICL""throwing cigarettes"" IN"
We gave the bag to the Hall Coordinator.,GIFT:m TO fs-HALL COORDINATOR
"I gave her the bag and asked, ""Are you happy now?""  She said, ""Don't do it again""","IX-1p IX-2p HAPPY NOW IX-3p:m SAY 5""wave no"" NOT DO AGAIN 5""wave no"""
"From then on, we were good and stayed out of trouble at CSUN.","#SO FROM-NOW-ON IX-1p-pl-arc 5""hands off"" GOOD STAY OUT TROUBLE FROM-NOW-ON ON fs-CSUN 5""no more"""
"Really, football...",REALLY FOOTBALL fs-FOOTBALL
...is my favorite sport.  ,POSS-1p FAVORITE/PREFER SPORT
It is really inspiring.  It involves many things:,REALLY INSPIRE REALLY INVOLVE MANY (2h)THING
It's eleven on eleven; players on the two teams match up in the competition.,IX-loc:i ON ELEVEN:j #ALL EQUAL TO EQUAL PLAY-AGAINST #UP
One team has the offensive line...,"IX-3p:i (1h)HAVE OFFENSE (2h)PCL:4""line up""+"
"The offense picks a bunch of guys who weigh 300, 350 pounds to block...",IX-3p:i CAN (2h)alt.SELECT CREATE/PRETEND 300 350 POUND (2h)alt.SELECT BLOCK
"...the quarterback, who has the running back behind him.  ","#QB fs-QUARTERBACK SCL:1""quarterback behind protection"" WITH RUNNING-BACK THUMB-IX-loc:k"
"There are many different options: they can pass to the wide receiver, ","(1h)HAVE MANY DIFFERENT CHOICE CAN ICL:C""throwing ball"" TO IX-3p:l WIDE-RECEIVER"
"or they can hand off to the running back, ","#OR ICL:C""handing off"" TO RUNNING-BACK ICL:C""handing off"""
"they can throw to the Tight End, maybe, or, I don't know...","(1h)CAN TO #TE MAYBE fs-OR 5""I don't know"""
"...they can get creative, mix it up.  Really, after a thousand plays, you can be creative during the game. ","CREATE/PRETEND CAN (2h)DCL:flat-o""switching"" REALLY OVER/AFTER ONE-THOUSAND fs-PLAYS CAN REALLY PRETEND (vulcan)BETWEEN IN ONE GAME"
"Really, I find that to be a very amazing challenge. ",REALLY IX-1p FIND/FIND-OUT THAT fs-VERY (2h)(5)WOW CHALLENGE
Especially when football is the only legal sport where you can hit someone that hard and not get fined for it.  ,"SPECIAL/EXCEPT+fs-LY WHEN IX-3p:m FOOTBALL REALLY ONLY LEGAL/LAW SPORT IX-2p CAN BPCL:bent-B""body hitting"" SOMETHING/ONE #SO HARD AND NOT GET PRICE FOR fs-IT"
"...I mean, unless you use your helmet to hit someone, but...","5""keep in mind"" fs-UNLESS USE HEAD HELMET BPCL:S""head hitting head"" BUT 5""anyway"""
"Really, I've been thinking it reminds me of who really made me get interested in football.  ",REALLY IX-1p WONDER IX-1p REMIND fs-OF WHO REALLY MAKE IX-1p FASCINATED IN FOOTBALL
My mother bought me a book written by Vince Lombardi.  ,POSS-1p MOTHER BUY IX-1p BOOK false start IX-3p:n WRITE fs-BY fs-VINCE fs-LOMBARDI
"Really, up until then, as I was growing up, I...","5""you know"" REALLY UP-TO-NOW UP-TO-NOW IX-1p REALLY IX-1p 5""looking for words"""
...I didn't know much about football untill my mom gave me that book.,NOT KNOW MUCH ABOUT FOOTBALL UNTIL IX-1p MOTHER BOOK
I remember I was young.  It was my first book I read...,IX-1p REMEMBER IX-1p YOUNG POSS-1p FIRST BOOK IX-1p OPEN-BOOK IX-1p READ++
"I really was engrossed by football.  He, ...",REALLY FALL-INTO-IT FOOTBALL IX-3p:n
"...Vince Lombardi, was REALLY a winner.",fs-LVINCE fs-LOMBIDI REALLY IX-3p:n IX-3p:n fs-WAS REALLY+ WINNER
"He made sure his players would ""give it all. """,IX-3p:n MAKE REALLY POSS-3p:n PLAYER GIFT fs-IT #ALL
"They didn't care about money: back in the 50s and 60s, football...","NOT-CARE ABOUT MONEY 5""dismissive gesture"" FORMERLY IN 50s 60s FOOTBALL"
"...really, football players now make millions of dollars.  ",REALLY PEOPLE IX-3p:m FOOTBALL PLAYER TODAY MAKE MILLION DOLLAR
"Before, they used to play for food, or for, I don't even know...","FORMERLY PLAY FOR (2h)5""I don't know"" FOR FOOD PLAY FOR 5""I don't know"""
"It was the same as any regular life--later they would work at the Post Office, or, I don't know...","5""I don't know"" SAME ANY REGULAR LIVE IX-3p-pl-arc (L)FUTURE SAME WORK ON MAIL OFFICE #OR (2h)5""I don't know"" 5""you know"""
"...so that, Vince Lombardi--I remember his special speech...  ",#SO THAT IX-3p:n fs-VINCE fs-LODI false start IX-1p REMEMBER ONE POSS-3p:n SPECIAL/EXCEPT SPEECH/LECTURE
...before facing the Oakland Raiders in the first Super Bowl.  ,BEFORE PLAY-AGAINST fs-OAKLAND fs-RAIDERS FOR FIRST #SB PLAY-AGAINST
He came in and told his men: ,IX-3p:n REALLY TELL:n POSS-3p:n MAN IX-loc-pl-arc
"""I don't want to see any End Zone...",IX-1p NOT-WANT SEE ANY END fs-ZONE
"""...celebrations when you score a touchdown.","FS-ZONE IX-loc:p TOUCHDOWN #TD SCL:1""person running"" CELEBRATE"
"""I want to see, once you're in that end zone, ",IX-1p WANT IX-3p:p SEE IX-loc:p ONCE IN THAT END fs-ZONE
"""I want to see you put the ball down on the ground...",IX-1p WANT SEE fs-BALL
"""I don't want to see you dance,",IX-1p NOT-WANT IX-3p:p DANCE
"""I don't want to see you scream",IX-1p NOT-WANT IX-3p:p fs-TO SCREAM
